ticker,exchange,name,tv_symbol,tv_name,tv_exchange,tv_type,tv_isin,tv_sector,tv_industry,sector_update,decision
PCBU3,B3,PACAEMBU CONSTRUTORA S.A.,,,,,,,,,no_tradingview_match
PCEM13,B3,PORTO PECEM GERACAO ENERGIA S/A,,,,,,,,,no_tradingview_match
PCEM14,B3,PORTO PECEM GERACAO ENERGIA S/A,,,,,,,,,no_tradingview_match
PCEM15,B3,PORTO PECEM GERACAO ENERGIA S/A,,,,,,,,,no_tradingview_match
PCEM16,B3,PORTO PECEM GERACAO ENERGIA S/A,,,,,,,,,no_tradingview_match
PCEM17,B3,PORTO PECEM GERACAO ENERGIA S/A,,,,,,,,,no_tradingview_match
PCFV4,B3,POCOS DE FERVEDOURO S.A.,,,,,,,,,no_tradingview_match
PCP.P,TSXV,Pender Street Capital Corp.,PCP.P,Pender Street Capital Corp.,TSXV,stock,CA70672P1045,Finance,Financial Conglomerates,,unsupported_sector
PCU,TSXV,Pecoy Copper Corp.,PCU,Pecoy Copper Corp.,TSXV,stock,CA70529A1021,Finance,Financial Conglomerates,,unsupported_sector
PDVN.P,TSXV,Pardus Ventures Inc.,PDVN.P,"Pardus Ventures, Inc.",TSXV,stock,CA69945A1003,Finance,Financial Conglomerates,,unsupported_sector
PINE-UN,TSXV,Pine Trail Real Estate Investment Trust,PINE.UN,Pine Trail Real Estate Investment Trust Class A,TSXV,stock,CA72288P1062,Finance,Financial Conglomerates,,unsupported_sector
PINT,LSE,Pantheon Infrastructure PLC,PINT,Pantheon Infrastructure PLC,LSE,fund,GB00BLNNFL88,Miscellaneous,Investment Trusts/Mutual Funds,,asset_type_mismatch
PLFS3,B3,POLO FILMS INDUSTRIA E COMERCIO SA,,,,,,,,,no_tradingview_match
PLSP3,B3,PLASCORP PARTICIPAÇÕES S.A.,,,,,,,,,no_tradingview_match
PLXX.P,TSXV,Planet X II Capital Corp.,PLXX.P,Planet X II Capital Corp.,TSXV,stock,CA72706M1077,Finance,Financial Conglomerates,,unsupported_sector
PNTI.P,TSXV,Pentagon I Capital Corp.,PNTI.P,Pentagon I Capital Corp,TSXV,stock,CA70962P1036,Finance,Financial Conglomerates,,unsupported_sector
POC.P,TSXV,POCML 7 Inc.,,,,,,,,,no_tradingview_match
PPAR3,B3,POLPAR S.A.,PPAR3,Polpar SA,BMFBOVESPA,stock,BRPPARACNOR5,Finance,Financial Conglomerates,,unsupported_sector
PPET,LSE,Patria Private Equity Trust,PPET,Patria Private Equity Trust Plc,LSE,fund,GB0030474687,Finance,Investment Managers,,asset_type_mismatch
PR1,LSE,Pri0r1ty Intelligence Group PLC,PR1,Pri0r1ty Intelligence Group PLC,LSE,stock,GB00BPVD4J91,Finance,Financial Conglomerates,,unsupported_sector
PRIS,LSE,PRISTINE CAPITAL PLC ORD GBP0.01,PRIS,Pristine Capital Plc,LSE,stock,GB00BMWKKM32,Finance,Financial Conglomerates,,unsupported_sector
PRVA3,B3,PRIVALIA BRASIL S.A.,,,,,,,,,no_tradingview_match
PTBP4,B3,PORTOBELLO PARTICIPACOES CERAMICAS S.A.,,,,,,,,,no_tradingview_match
PTSL3,B3,PORTOSUL PARTICIPAÇÕES S.A.,,,,,,,,,no_tradingview_match
PTSL4,B3,PORTOSUL PARTICIPAÇÕES S.A.,,,,,,,,,no_tradingview_match
PU13,LSE,Puma VCT 13 PLC,PU13,Puma VCT 13 PLC,LSE,fund,GB00BD5B1L68,Miscellaneous,Investment Trusts/Mutual Funds,,asset_type_mismatch
PUAL,LSE,Puma Alpha VCT Ord,PUAL,Puma Alpha VCT Plc,LSE,fund,GB00BGMG7F10,Finance,Investment Managers,,asset_type_mismatch
PVF,TSXV,Partners Value Investments LP,,,,,,,,,no_tradingview_match
PVIS,TSXV,Parvis Invest Inc.,PVIS,Parvis Invest Inc,TSXV,stock,CA7021681050,Finance,Financial Conglomerates,,unsupported_sector
PVN,LSE,Proven Vct PLC,PVN,ProVen VCT plc,LSE,fund,GB00B8GH9P84,Finance,Investment Managers,,asset_type_mismatch
QUBE,LSE,Quantum Base Holdings PLC,QUBE,Quantum Base Holdings Plc,LSE,stock,GB00BTXYPJ53,Miscellaneous,Miscellaneous,,unsupported_sector
QVQP3,B3,524 PARTICIPACOES S.A.,QVQP3,524 Participacoes SA,BMFBOVESPA,stock,BRQVQPACNOR1,Finance,Financial Conglomerates,,unsupported_sector
R.P,TSXV,Rockport Capital Corp.,R.P,Rockport Capital Corp.,TSXV,stock,CA77382L1094,Finance,Financial Conglomerates,,unsupported_sector
RAC.P,TSXV,Riverwalk Acquisition Corp.,RAC.P,Riverwalk Acquisition Corp.,TSXV,stock,CA76952A1057,Miscellaneous,Investment Trusts/Mutual Funds,,unsupported_sector
RCR-P,TSXV,Canna 8 Investment Trust,RCR.P,Canna 8 Investment Trust,TSXV,stock,CA13766K1021,Finance,Financial Conglomerates,,unsupported_sector
REBL.P,TSXV,Genesis Acquisition Corp.,REBL.P,Genesis Acquisition Corp.,TSXV,stock,CA37182V1031,Finance,Financial Conglomerates,,unsupported_sector
REDC,LSE,Red Capital PLC,REDC,Red Capital PLC,LSE,stock,JE00BLB56J12,Finance,Financial Conglomerates,,unsupported_sector
REFC4,B3,REFINADORA CATARINENSE S.A.,,,,,,,,,no_tradingview_match
RENT.P,TSXV,Shine Box Capital Corp.,,,,,,,,,no_tradingview_match
REVV,TSXV,ReVolve Renewable Power Corp.,,,,,,,,,no_tradingview_match
RFAG3,B3,REDE FEDERAL ARMAZENS GERAIS FERROV. S/A,,,,,,,,,no_tradingview_match
RHED4,B3,RHEDE TECNOLOGIA S.A.,,,,,,,,,no_tradingview_match
RIBC8,B3,RIBEIRO CORDEIRO IND E COMERCIOS.A.,,,,,,,,,no_tradingview_match
RIOS3,B3,RIO ALTO ENERGIAS RENOVÁVEIS S.A.,,,,,,,,,no_tradingview_match
RIVA3,B3,RIVA 9 EMPREENDIMENTOS IMOBILIÁRIOS S.A.,,,,,,,,,no_tradingview_match
RJSA3,B3,RJS S.A.,,,,,,,,,no_tradingview_match
RKW,LSE,Rockwood Realisation PLC,RKW,Rockwood Strategic Plc Registered,LSE,fund,GB00BRRD5L66,Miscellaneous,Investment Trusts/Mutual Funds,,asset_type_mismatch
RME,TSXV,Roland Minerals Enterprises Corp.,RME,Roland Mineral Enterprises Corp.,TSXV,stock,CA77546D1006,Non-Energy Minerals,Other Metals/Minerals,,name_mismatch
RMII,LSE,RM Infrastructure Income PLC,RMII,RM Infrastructure Income PLC GBP,LSE,fund,GB00BYMTBG55,Miscellaneous,Investment Trusts/Mutual Funds,,asset_type_mismatch
RNCH,TSXV,Ranchero Gold Corp.,RNCH,Ranchero Gold Corp,TSXV,stock,CA75189P1099,Finance,Financial Conglomerates,,unsupported_sector
RNPT4,B3,RENNER PARTICIPACOES S.A.,,,,,,,,,no_tradingview_match
ROOS12,B3,ROOSTER S.A. INDUSTRIA DE EQUIPAMENTOS,,,,,,,,,no_tradingview_match
ROSH.P,TSXV,Roshni Capital Inc.,ROSH.P,Roshni Capital Inc,TSXV,stock,CA77815W1023,Finance,Financial Conglomerates,,unsupported_sector
RRCC.P,TSXV,Raging Rhino Capital Corp.,RRCC.P,Raging Rhino Capital Corp.,TSXV,stock,CA7506481075,Finance,Financial Conglomerates,,unsupported_sector
RSAN3,B3,CIA RIOGRANDENSE DE SANEAMENTO,,,,,,,,,no_tradingview_match
RSAN4,B3,CIA RIOGRANDENSE DE SANEAMENTO,,,,,,,,,no_tradingview_match
RSC.P,TSXV,Rockmount Capital Corporation,RSC.P,Rockmount Capital Corp.,TSXV,stock,CA7737931047,Finance,Financial Conglomerates,,unsupported_sector
RUCC.P,TSXV,Rupert's Crossing Capital Inc.,RUCC.P,Rupert's Crossing Capital Inc,TSXV,stock,CA78165Y1025,Finance,Financial Conglomerates,,unsupported_sector
RVC.P,TSXV,Ronin Ventures Corp.,RVC.P,Ronin Ventures Corp. Class A,TSXV,stock,CA7763311007,Finance,Financial Conglomerates,,unsupported_sector
RVEE3,B3,REVEE S.A.,RVEE3,Revee SA,BMFBOVESPA,stock,BRRVEEACNOR9,Miscellaneous,Miscellaneous,,unsupported_sector
SAC.P,TSXV,Savanna Capital Corp.,SAC.P,Savanna Capital Corp.,TSXV,stock,CA8046751068,Finance,Financial Conglomerates,,unsupported_sector
SANB,LSE,SANTANDER UK 8 5/8% NON-CUM STLG PRF,,,,,,,,,no_tradingview_match
SANY6,B3,SANYO DA AMAZONIA S.A.,,,,,,,,,no_tradingview_match
SAWC.P,TSXV,Sayward Capital Corp.,SAWC.P,Sayward Capital Corp.,TSXV,stock,CA8058411031,Finance,Financial Conglomerates,,unsupported_sector
SBEL.P,TSXV,Sanibel Ventures Corp.,,,,,,,,,no_tradingview_match
SBIA,LSE,STATE BANK OF INDIA GDR (EACH REPR 10 SHS INR1)(144A),SBIA,State Bank of India Sponsored GDR 144A,LSE,dr,US8565521049,Finance,Regional Banks,,asset_type_mismatch
SBSA,LSE,Skipton Building Society 8.5% PIBS,,,,,,,,,no_tradingview_match
SDCI.P,TSXV,St. Davids Capital Inc.,,,,,,,,,no_tradingview_match
SDIC,LSE,SDIC Power Holdings Co Ltd GDR - Reg S,,,,,,,,,no_tradingview_match
SDRM3,B3,CIA SIDERURGICA DA AMAZONIA - SIDERAMA,,,,,,,,,no_tradingview_match
SDRM6,B3,CIA SIDERURGICA DA AMAZONIA - SIDERAMA,,,,,,,,,no_tradingview_match
SEGN,TSXV,Seegnal Inc.,SEGN,Seegnal Inc.,TSXV,stock,CA81573E1060,Finance,Financial Conglomerates,,unsupported_sector
SELK,LSE,Selkirk Group PLC,SELK,Selkirk Group Plc,LSE,stock,GB00BPW7W965,Finance,Financial Conglomerates,,unsupported_sector
SEVN.P,TSXV,Seven Oaks Capital Corp.,SEVN.P,Seven Oaks Capital Corp.,TSXV,stock,CA81788J1066,Finance,Financial Conglomerates,,unsupported_sector
SHK.P,TSXV,Sparrowhawk Opportunity Corp.,SHK.P,Sparrowhawk Opportunity Corp.,TSXV,stock,CA8469181009,Finance,Financial Conglomerates,,unsupported_sector
SHLL.P,TSXV,Shellron Capital Ltd.,SHLL.P,Shellron Capital Ltd.,TSXV,stock,CA82281V1094,Finance,Financial Conglomerates,,unsupported_sector
SILO3,B3,CIA DE ARMAZENS E SILOS DO EST MG-CASEMG,,,,,,,,,no_tradingview_match
SILO4,B3,CIA DE ARMAZENS E SILOS DO EST MG-CASEMG,,,,,,,,,no_tradingview_match
SLX.P,TSXV,Searchlight Innovations Inc.,SLX.P,Searchlight Innovations Inc,TSXV,stock,CA81223J1093,Finance,Financial Conglomerates,,unsupported_sector
SOLI.P,TSXV,Solid Impact Investments Corp.,SOLI.P,Solid Impact Investments Corp.,TSXV,stock,CA83422P1009,Finance,Financial Conglomerates,,unsupported_sector
SOO.P,TSXV,Spectre Capital Corp.,SOO.P,Spectre Capital Corp.,TSXV,stock,CA84763J1093,Finance,Financial Conglomerates,,unsupported_sector
SPCI6,B3,SOCIEDADE DE PARTICIP. CIMENTEIRAS S.A.,,,,,,,,,no_tradingview_match
SPCR3,B3,SPE CRISTINA S.A.,,,,,,,,,no_tradingview_match
SPMU,LSE,Spiritus Mundi PLC,SPMU,Spiritus Mundi PLC,LSE,stock,GB00BMHR3L94,Finance,Financial Conglomerates,,unsupported_sector
SPRO.P,TSXV,Sprock-It Acquisitions Ltd.,,,,,,,,,no_tradingview_match
SPSA.P,TSXV,SP Strategic Acquisition Corp.,SPSA.P,SP Strategic Acquisition Corp.,TSXV,stock,CA78474B1085,Finance,Financial Conglomerates,,unsupported_sector
SRQ,TSXV,Sonoma Resources Inc.,SRQ,SRQ Resources Inc.,TSXV,stock,CA85224M1023,Non-Energy Minerals,Other Metals/Minerals,,name_mismatch
SSIT,LSE,Seraphim Space Investment Trust PLC,SSIT,Seraphim Space Investment Trust Plc,LSE,fund,GB00BKPG0138,Miscellaneous,Investment Trusts/Mutual Funds,,asset_type_mismatch
SSS.P,TSXV,Samurai Capital Corp.,,,,,,,,,no_tradingview_match
SSSS.P,TSXV,Shooting Star Acquisition Corp.,SSSS.P,Shooting Star Acquisition Corp.,TSXV,stock,CA82505P1027,Finance,Financial Conglomerates,,unsupported_sector
SSX,TSXV,Sleeping Giant Capital Corp.,SSX,Sleeping Giant Capital Corp.,TSXV,stock,CA83126J1030,Finance,Financial Conglomerates,,unsupported_sector
STAL6,B3,SETAL TELECOM S.A.,,,,,,,,,no_tradingview_match
STOK3,B3,ESTOK COMERCIO E REPRESENTACOES S.A.,,,,,,,,,no_tradingview_match
SULG3,B3,COMPANHIA DE GÁS DO ESTADO DO RIO GRANDE DO SUL,,,,,,,,,no_tradingview_match
SURF-UN,TSXV,Starlight U.S. Residential Fund (Multi-Family) Investment LP,SURF.UN,Starlight U.S. Residential Fund (Multi-Family) Investment LP Class A,TSXV,fund,CA85555K2048,Miscellaneous,Investment Trusts/Mutual Funds,,asset_type_mismatch
SVCT,LSE,Seneca Growth Capital VCT plc,SVCT,Seneca Growth Capital VCT plc Class B,LSE,fund,GB00BG13MH08,Finance,Investment Managers,,asset_type_mismatch
SVPH7,B3,SALVADOR PRAIA HOTEL S.A.,,,,,,,,,no_tradingview_match
TAB,LSE,Becket Invest Plc,,,,,,,,,no_tradingview_match
TBLZ.P,TSXV,Trail Blazer Capital Corp.,TBLZ.P,Trail Blazer Capital Corp.,TSXV,stock,CA8927671047,Finance,Financial Conglomerates,,unsupported_sector
TCG.P,TSXV,Transcontinental Gold Corp.,TCG.P,Transcontinental Gold Corp.,TSXV,stock,CA89357P1062,Finance,Financial Conglomerates,,unsupported_sector
TCK.P,TSXV,Trillium Acquisition Corp.,TCK.P,Trillium Acquisition Corp.,TSXV,stock,CA89624T1057,Finance,Financial Conglomerates,,unsupported_sector
TCQC3,B3,INDUSTRIA CARBOQUIMICA CATARINENSE S/A,,,,,,,,,no_tradingview_match
TCQC4,B3,INDUSTRIA CARBOQUIMICA CATARINENSE S/A,,,,,,,,,no_tradingview_match
TEEG,LSE,Telecom Egypt Company S.A.E,,,,,,,,,no_tradingview_match
THY-P,TSXV,Thermopylae Capital Inc.,THY.P,Thermopylae Capital Inc.,TSXV,stock,CA8836541059,Finance,Financial Conglomerates,,unsupported_sector
TIDE.P,TSXV,Intertidal Capital Corp.,TIDE.P,Intertidal Capital Corp.,TSXV,stock,CA4611361037,Finance,Financial Conglomerates,,unsupported_sector
TIE,TSXV,Coloured Ties Capital Inc.,TIE,Coloured Ties Capital Inc,TSXV,stock,CA19682H1073,Finance,Financial Conglomerates,,unsupported_sector
TLC.P,TSXV,Timeless Capital Corp.,TLC.P,Timeless Capital Corp.,TSXV,stock,CA8873331026,Finance,Financial Conglomerates,,unsupported_sector
TOO,LSE,Tooru Plc,TOO,Tooru PLC,LSE,stock,GB00BKKD0862,Finance,Financial Conglomerates,,unsupported_sector
TOP.P,TSXV,Transition Opportunities Corp.,TOP.P,Transition Opportunities Corp.,TSXV,stock,CA89370J1030,Finance,Financial Conglomerates,,unsupported_sector
TORC,TSXV,TinOne Resources Inc.,TORC,TINONE RESOURCES INC,TSXV,stock,CA8875892082,Finance,Financial Conglomerates,,unsupported_sector
TOTC,TSXV,Totec Resources Ltd.,TOTC,Totec Resources Ltd.,TSXV,stock,CA89157M2040,Finance,Financial Conglomerates,,unsupported_sector
TRBR,TSXV,Trubar Inc.,,,,,,,,,no_tradingview_match
TRBR3,B3,TRANSBRASIL S.A. LINHAS AEREAS,,,,,,,,,no_tradingview_match
TRBR4,B3,TRANSBRASIL S.A. LINHAS AEREAS,,,,,,,,,no_tradingview_match
TREG3,B3,TANGARA ENERGIA S.A.,,,,,,,,,no_tradingview_match
TRV.P,TSXV,Treviso Capital Corp.,TRV.P,Treviso Capital Corp.,TSXV,stock,CA89532N1096,Finance,Financial Conglomerates,,unsupported_sector
TTO-H,TSXV,Atoro Capital Corp,TTO.H,Atoro Capital Corp.,TSXV,stock,CA04962D3076,Finance,Financial Conglomerates,,unsupported_sector
TUP.P,TSXV,Tup Capital Inc.,,,,,,,,,no_tradingview_match
TV1,LSE,Thames Ventures VCT 1,,,,,,,,,no_tradingview_match
TVIT3,B3,"TIVIT TERC. DE PROC., SERV. E TEC. S.A.",,,,,,,,,no_tradingview_match
TXBZ5,B3,TBM - TEXTIL BEZERRA DE MENEZES S.A.,,,,,,,,,no_tradingview_match
UBLS,LSE,UNITED BANK LD GDR (EACH REPR 4 EQTY SHS) (REGS),,,,,,,,,no_tradingview_match
UIG,TSXV,Urban Infrastructure Group Inc.,UIG,Urban Infrastructure Group Inc.,TSXV,stock,CA9170311067,Finance,Financial Conglomerates,,unsupported_sector
UPLL,LSE,UPL Ltd. GDR,,,,,,,,,no_tradingview_match
UPT.P,TSXV,Upstart Investments Inc.,UPT.P,UpStart Investments Inc.,TSXV,stock,CA91681C1086,Finance,Financial Conglomerates,,unsupported_sector
USAT4,B3,USATI PARTICIPACOES PORTUARIAS S.A.,,,,,,,,,no_tradingview_match
VAL.P,TSXV,Valencia Capital Inc.,VAL.P,Valencia Capital Inc,TSXV,stock,CA91912W1059,Finance,Financial Conglomerates,,unsupported_sector
VAND,TSXV,Largo Physical Vanadium Corp.,VAND,Largo Physical Vanadium Corp.,TSXV,stock,CA51710H2054,Finance,Financial Conglomerates,,unsupported_sector
VCC.P,TSXV,Veteran Capital Corp.,VCC.P,Veteran Capital Corp.,TSXV,stock,CA9255011087,Finance,Financial Conglomerates,,unsupported_sector
VDMG3,B3,VEÍCULO DE DESESTATIZAÇÃO MG INVESTIMENTOS S.A.,,,,,,,,,no_tradingview_match
VECF3,B3,VALEC - ENG.CONSTRUCOES E FERROVIAS S.A.,,,,,,,,,no_tradingview_match
VLPN3,B3,ELETRICIDADE VALE PARANAPANEMA S.A.,,,,,,,,,no_tradingview_match
VMY-H,TSXV,Voice Mobility International Inc,,,,,,,,,no_tradingview_match
VRGL3,B3,GOL LINHAS AEREAS S.A,,,,,,,,,no_tradingview_match
VTEN,TSXV,V Ten Metals Corp.,VTEN,V Ten Metals Corp.,TSXV,stock,CA91839J1049,Finance,Financial Conglomerates,,unsupported_sector
VTEN.P,TSXV,V Ten Capital Corp.,,,,,,,,,no_tradingview_match
WAT.P,TSXV,Whatcom Capital II Corp.,WAT.P,Whatcom Capital II Corp.,TSXV,stock,CA96246G1063,Finance,Financial Conglomerates,,unsupported_sector
WFLD,TSXV,Wellfield Technologies Inc.,,,,,,,,,no_tradingview_match
WIRE3,B3,WIREX CABLE S.A.,,,,,,,,,no_tradingview_match
WITT.P,TSXV,Wittering Capital Corp.,WITT.P,Wittering Capital Corp.,TSXV,stock,CA97749Q1046,Finance,Financial Conglomerates,,unsupported_sector
WNBR3,B3,W2W E-COMMERCE DE VINHOS S.A.,,,,,,,,,no_tradingview_match
WOI-H,TSXV,WORLD ORGANICS INC,,,,,,,,,no_tradingview_match
WOOD.P,TSXV,Woodbridge Ventures II Inc.,WOOD.P,Woodbridge Ventures II Inc.,TSXV,stock,CA97888Q1054,Finance,Financial Conglomerates,,unsupported_sector
WWA.P,TSXV,Whitewater Acquisition Corp.,WWA.P,Whitewater Acquisition Corp,TSXV,stock,CA96613L1004,Finance,Financial Conglomerates,,unsupported_sector
XCYT,TSXV,Xcyte Digital Corp.,,,,,,,,,no_tradingview_match
XOX.P,TSXV,Planet X Capital Corp.,XOX.P,Planet X Capital Corp,TSXV,stock,CA72706J1049,Finance,Financial Conglomerates,,unsupported_sector
XPML13,B3,XP MALLS FDO INV IMOB FII RESP LIM,,,,,,,,,no_tradingview_match
XTAO,TSXV,xTAO Inc.,,,,,,,,,no_tradingview_match
XTAO-U,TSXV,XTAO Inc.,XTAO.U,XTAO Inc.,TSXV,stock,KYG9T27M1036,Technology Services,Packaged Software,,name_mismatch
YAY,TSXV,THS Maple Holdings Ltd.,YAY,THS Maple Holdings Ltd,TSXV,stock,CA87252F1080,Finance,Financial Conglomerates,,unsupported_sector
YOUC3,B3,YOU INC INCORPORADORA E PARTICIPAÇÕES S.A.,,,,,,,,,no_tradingview_match
YSK.P,TSXV,Space Kingdom Digital Capital Corp.,YSK.P,Space Kingdom Digital Capital Corp.,TSXV,stock,CA84616A1075,Finance,Financial Conglomerates,,unsupported_sector
ZBNI,TSXV,ZEB Nickel Corp.,ZBNI,ZEB Nickel Corp,TSXV,stock,CA98920G1054,Finance,Financial Conglomerates,,unsupported_sector
ZENB,LSE,ZENITH BANK PLC GDR (EACH REPR 50 ORD SHR) REG S,,,,,,,,,no_tradingview_match
