ticker,exchange,name,tv_symbol,tv_name,tv_exchange,tv_type,tv_sector,tv_industry,sector_update,decision
EXIMROUTES,NSE_IN,Exim Routes Limited,EXIMROUTES,Exim Routes Limited,NSE,stock,Distribution Services,Wholesale Distributors,Industrials,accept
F8DF5,B3,FRIGORIFICO DIAS S/A - FRIGODIAS,,,,,,,,no_tradingview_match
FAEL6,B3,FAE -FERRAGENS E APARELHOS ELETRICOS S.A,,,,,,,,no_tradingview_match
FAEL7,B3,FAE -FERRAGENS E APARELHOS ELETRICOS S.A,,,,,,,,no_tradingview_match
FALH,QSE,Faleh,FALH,Al Faleh Educational Holding Co.,QSE,stock,Commercial Services,Miscellaneous Commercial Services,,name_mismatch
FCLI,TSXV,Full Circle Lithium Corp.,FCLI,Full Circle Lithium Corp,TSXV,stock,Producer Manufacturing,Electrical Products,Industrials,accept
FELIX,NSE_IN,Felix Industries Limited,FELIX,Felix Industries Ltd,NSE,stock,Industrial Services,Environmental Services,Industrials,accept
FFC.P,TSXV,Fife Capital Corp.,FFC.P,Fife Capital Corp.,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
FFM,TSX,FireFly Metals Ltd.,FFM,FireFly Metals Ltd,TSX,stock,Non-Energy Minerals,Precious Metals,Materials,accept
FFU,TSXV,F4 Uranium Corp.,FFU,F4 Uranium Corp.,TSXV,stock,Non-Energy Minerals,Other Metals/Minerals,Materials,accept
FGCC.P,TSXV,First and Goal Capital Corp.,,,,,,,,no_tradingview_match
FGRT5,B3,FRIGORIFICO REDENTOR S.A.,,,,,,,,no_tradingview_match
FHR,TSXV,Fiddlehead Resources Corp.,FHR,Fiddlehead Resources Corp.,TSXV,stock,Energy Minerals,Oil & Gas Production,Energy,accept
FHYD,TSXV,First Hydrogen Corp.,FHYD,First Hydrogen Corp,TSXV,stock,Distribution Services,Wholesale Distributors,Industrials,accept
FILTRON,BSE_IN,Filtron Engineers Ltd,FILTRON,Filtron Engineers Ltd,BSE,stock,Producer Manufacturing,Industrial Machinery,Industrials,accept
FINBUD,NSE_IN,Finbud Financial Services Limited,FINBUD,Finbud Financial Services Limited,NSE,stock,Finance,Finance/Rental/Leasing,Financials,accept
FINV.P,TSXV,Faction Investment Group Corp.,FINV.P,Faction Investment Group Corp.,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
FIVD.P,TSXV,5D Acquisition Corp.,FIVD.P,5D Acquisition Corp.,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
FLCN,TSXV,Falcon Energy Materials PLC,FLCN,Falcon Energy Materials PLC,TSXV,stock,Non-Energy Minerals,Other Metals/Minerals,Materials,accept
FLYSBS,NSE_IN,FlySBS Aviation Limited,FLYSBS,FlySBS Aviation Limited,NSE,stock,Transportation,Airlines,Industrials,accept
FMNP3,B3,FIRMINOPOLIS TRANSMISSAO S.A.,,,,,,,,no_tradingview_match
FMR,TSX,Future Mineral Resources Inc.,FMR,Future Mineral Resources Inc.,TSX,stock,Finance,Investment Managers,Financials,accept
FNUV3,B3,FENAUVA-FEIRA NAC DA UVA TUR E EMPR S.A.,,,,,,,,no_tradingview_match
FOBI,TSXV,FOBI AI Inc.,,,,,,,,no_tradingview_match
FOCE,NSE_IN,Foce India Limited,FOCE,Foce India Limited,NSE,stock,Consumer Durables,Other Consumer Specialties,Consumer Discretionary,accept
FONC.P,TSXV,Florence One Capital Inc.,FONC.P,Florence One Capital Inc.,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
FORCAS,NSE_IN,Forcas Studio Limited,FORCAS,Forcas Studio Limited,NSE,stock,Consumer Non-Durables,Apparel/Footwear,Consumer Staples,accept
FORGEAUTO,NSE_IN,Forge Auto International Limited,FORGEAUTO,Forge Auto International Ltd.,NSE,stock,Producer Manufacturing,Metal Fabrication,Industrials,accept
FPY.P,TSXV,Fairplay Ventures Inc.,FPY.P,"Fairplay Ventures, Inc.",TSXV,stock,Commercial Services,Miscellaneous Commercial Services,,unsupported_sector
FRAS.P,TSXV,Fraser Big Sky Capital Corp.,FRAS.P,Fraser Big Sky Capital Corp.,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
FRASER,BSE_IN,Fraser and Company Ltd,FRASER,Fraser & Company Limited,BSE,stock,Distribution Services,Wholesale Distributors,,name_mismatch
FRED,TSXV,Fredonia Mining Inc.,FRED,"Fredonia Mining, Inc.",TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
FRESHARA,NSE_IN,Freshara Agro Exports Limited,FRESHARA,Freshara Agro Exports Limited,NSE,stock,Consumer Non-Durables,Food: Specialty/Candy,Consumer Staples,accept
FRNT,TSXV,FRNT Financial Inc.,FRNT,"FRNT Financial, Inc.",TSXV,stock,Finance,Investment Banks/Brokers,Financials,accept
FRNV3,B3,CIA DE NAVEG DO SAO FRANCISCO - FRANAVE,,,,,,,,no_tradingview_match
FTB,JSE,Arrowhead Properties Ltd B,FTB,Fairvest Limited Class B,JSE,stock,Finance,Real Estate Investment Trusts,,name_mismatch
FTH,JSE,Frontier Transport Holdings Ltd,FTH,Frontier Transport Holdings Limited,JSE,stock,Transportation,Other Transportation,Industrials,accept
FTRC,TSXV,FUTR Corporation (The),FTRC,FUTR Corporation,TSXV,stock,Finance,Financial Conglomerates,,name_mismatch
FTRO3,B3,FRUTOS TROPICAIS S/A,,,,,,,,no_tradingview_match
FTUR,TSXV,Future Fuels Inc.,FTUR,Future Fuels Inc,TSXV,stock,Non-Energy Minerals,Other Metals/Minerals,Materials,accept
FTZ,TSXV,Fitzroy Minerals Inc.,FTZ,Fitzroy Minerals Inc,TSXV,stock,Non-Energy Minerals,Precious Metals,Materials,accept
FUN.P,TSXV,Fountainhall Capital Corp.,FUN.P,Fountainhall Capital Corp.,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
FWSTC,NSE_IN,Flywings Simulator Training Centre Limited,FWSTC,Flywings Simulator Training Centre Limited,NSE,stock,Commercial Services,Miscellaneous Commercial Services,,unsupported_sector
FWTC,TSXV,Forward Water Technologies Corp.,FWTC,Forward Water Technologies Corp,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
GAJANAND,NSE_IN,Gajanand International Limited,GAJANAND,Gajanand International Ltd.,NSE,stock,Process Industries,Agricultural Commodities/Milling,Materials,accept
GAMON,PSX,Gammon Pakistan Ltd,GAMON,Gammon Pakistan Limited,PSX,stock,Industrial Services,Engineering & Construction,Industrials,accept
GANGABATH,NSE_IN,Ganga Bath Fittings Limited,GANGABATH,Ganga Bath Fittings Limited,NSE,stock,Producer Manufacturing,Building Products,Industrials,accept
GANHOLD,BSE_IN,Ganesh Holdings Ltd,GANHOLD,Ganesh Holding Ltd,BSE,stock,Finance,Financial Conglomerates,,unsupported_sector
GAR-H,TSXV,Green Arrow Resources Inc,GAR.H,"Green Arrow Resources, Inc.",TSXV,stock,Non-Energy Minerals,Other Metals/Minerals,Materials,accept
GCHOTELS,NSE_IN,Grand Continent Hotels Limited,GCHOTELS,Grand Continent Hotels Ltd.,NSE,stock,Consumer Services,Hotels/Resorts/Cruise lines,Consumer Discretionary,accept
GCOM,TSXV,Green Shift Commodities Ltd.,GCOM,Green Shift Commodities Ltd,TSXV,stock,Non-Energy Minerals,Other Metals/Minerals,Materials,accept
GCU,TSX,Gunnison Copper Corp.,GCU,Gunnison Copper Corp.,TSX,stock,Non-Energy Minerals,Other Metals/Minerals,Materials,accept
GCV.P,TSXV,Golden Star Capital Ventures Inc.,GCV.P,"Golden Star Capital Ventures, Inc.",TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
GEC,TSX,Global Education Communities Corp.,GEC,Global Education Communities Corp,TSX,stock,Consumer Services,Other Consumer Services,Consumer Discretionary,accept
GEMPACRA,PSX,The Pakistan Credit,GEMPACRA,Pakistan Credit Rating Agency Limited,PSX,stock,Commercial Services,Financial Publishing/Services,,unsupported_sector
GENESIS,BSE_IN,Genesis Ibrc India Ltd,,,,,,,,no_tradingview_match
GENT3,B3,LG INFORMÁTICA S.A.,,,,,,,,no_tradingview_match
GFOR.P,TSXV,Good2Go4 Corp.,GFOR.P,Good2Go4 Corp.,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
GFSTEELS,BSE_IN,Grand Foundry Ltd,GFSTEELS,Grand Foundry Ltd.,BSE,stock,Non-Energy Minerals,Steel,Materials,accept
GGAU,TSXV,Galactic Gold Corp.,GGAU,Galactic Gold Corp.,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
GHRT,TSXV,Greenheart Gold Inc.,GHRT,Greenheart Gold Inc.,TSXV,stock,Non-Energy Minerals,Precious Metals,Materials,accept
GIB-A,TSX,CGI Inc,GIB.A,CGI Inc. Class A,TSX,stock,Technology Services,Information Technology Services,,name_mismatch
GIP,TSXV,Green Impact Partners Inc.,GIP,Green Impact Partners Inc,TSXV,stock,Technology Services,Packaged Software,Information Technology,accept
GJL,NSE_IN,Grover Jewells Limited,GJL,Grover Jewells Ltd.,NSE,stock,Consumer Durables,Other Consumer Specialties,Consumer Discretionary,accept
GLIN.P,TSXV,Global Investments Capital Corp.,,,,,,,,no_tradingview_match
GO-U,TSX,GO Residential Real Estate Investment Trust,GO.U,GO Residential Real Estate Investment Trust,TSX,stock,Finance,Real Estate Investment Trusts,Real Estate,accept
GOC,PSX,GOC Pakistan Ltd,GOC,GOC (Pak) Ltd.,PSX,stock,Consumer Durables,Recreational Products,,name_mismatch
GOFL,TSXV,Goldflare Exploration Inc.,GOFL,Goldflare Exploration Inc,TSXV,stock,Non-Energy Minerals,Precious Metals,Materials,accept
GOLCA,BSE_IN,Golden Carpets Ltd,GOLCA,Golden Carpets Ltd.,BSE,stock,Consumer Durables,Home Furnishings,Consumer Discretionary,accept
GOLDKART,NSE_IN,Goldkart Jewels Limited,GOLDKART,Goldkart Jewels Ltd,NSE,stock,Retail Trade,Specialty Stores,Consumer Discretionary,accept
GOWC.P,TSXV,Can-Gow Capital Inc.,,,,,,,,no_tradingview_match
GPECO,NSE_IN,GP Eco Solutions India Limited,GPECO,GP Eco Solutions India Limited,NSE,stock,Distribution Services,Wholesale Distributors,Industrials,accept
GPGI,NYSE,"GPGI, Inc.",GPGI,"GPGI, Inc. Class A",NYSE,stock,Commercial Services,Commercial Printing/Forms,,name_mismatch
GPLA5,B3,GEPLAN HOTEIS S.A.,,,,,,,,no_tradingview_match
GQ,TSXV,Great Quest Gold Ltd.,,,,,,,,no_tradingview_match
GRD,TSXV,Grounded Lithium Corp.,GRD,Grounded Lithium Corp,TSXV,stock,Non-Energy Minerals,Other Metals/Minerals,Materials,accept
GREENLEAF,NSE_IN,Greenleaf Envirotech Limited,GREENLEAF,Greenleaf Envirotech Limited,NSE,stock,Industrial Services,Engineering & Construction,Industrials,accept
GRGD,TSX,Groupe Dynamite Inc.,GRGD,Groupe Dynamite Inc.,TSX,stock,Distribution Services,Wholesale Distributors,Industrials,accept
GRVA.P,TSXV,Grosvenor CPC I Inc.,GRVA.P,Grosvenor CPC I Inc.,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
GSKR,TSXV,Goldsky Resources Corp.,GSKR,Goldsky Resources Corp.,TSXV,stock,Non-Energy Minerals,Precious Metals,Materials,accept
GSR,TSXV,Gold Strike Resources Corp.,GSR,Gold Strike Resources Corp.,TSXV,stock,Non-Energy Minerals,Precious Metals,Materials,accept
GSTM,TSXV,Goldstorm Metals Corp.,GSTM,Goldstorm Metals Corp.,TSXV,stock,Non-Energy Minerals,Precious Metals,Materials,accept
GSVR,TSXV,Guanajuato Silver Company Ltd.,GSVR,Guanajuato Silver Company Ltd.,TSXV,stock,Non-Energy Minerals,Precious Metals,Materials,accept
GTM.P,TSXV,G2M Cap Corp.,,,,,,,,no_tradingview_match
GUNI3,B3,GRUPO UNI.CO S.A.,,,,,,,,no_tradingview_match
GURUNANAK,NSE_IN,Gurunanak Agriculture India Limited,GURUNANAK,Gurunanak Agriculture India Limited,NSE,stock,Producer Manufacturing,Trucks/Construction/Farm Machinery,Industrials,accept
GVFILM,BSE_IN,GV Films Ltd,GVFILM,GV Films Ltd.,BSE,stock,Consumer Services,Movies/Entertainment,Communication Services,accept
GXY.P,TSXV,Galaxy Ventures Inc.,GXY.P,"Galaxy Ventures, Inc.",TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
HAM,TSXV,Highwood Asset Management Ltd.,HAM,Highwood Asset Management Ltd,TSXV,stock,Industrial Services,Oilfield Services/Equipment,Industrials,accept
HARCR,BSE_IN,Harig Crankshafts Ltd,HARCR,Harig Infra Projects Limited,BSE,stock,Producer Manufacturing,Auto Parts: OEM,,name_mismatch
HASH,TSXV,Simply Solventless Concentrates Ltd.,HASH,Simply Solventless Concentrates Ltd,TSXV,stock,Health Technology,Pharmaceuticals: Major,Health Care,accept
HASJUICE,BSE_IN,Has Lifestyle Ltd,,,,,,,,no_tradingview_match
HAW.P,TSXV,Haw Capital 2 Corp.,HAW.P,HAW Capital 2 Corp.,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
HAY,TSXV,Hayasa Metals Inc.,HAY,Hayasa Metals Inc.,TSXV,stock,Non-Energy Minerals,Precious Metals,Materials,accept
HBTS6,B3,CIA HABITASUL DE PARTICIPACOES,HBTS6,Cia Habitasul de Participacoes Pfd B,BMFBOVESPA,stock,Finance,Real Estate Development,Real Estate,accept
HC,TSXV,Hypercharge Networks Corp.,HC,Hypercharge Networks Corp.,TSXV,stock,Retail Trade,Specialty Stores,Consumer Discretionary,accept
HCAR3,B3,HOSPITAL CARE CALEDONIA S.A.,,,,,,,,no_tradingview_match
HCF,ASX,H&G HIGH CONVICTION LIMITED,HCF,H&G High Conviction Ltd.,ASX,stock,Finance,Financial Conglomerates,,unsupported_sector
HCKKVENTURE,BSE_IN,HCKK Ventures Ltd,HCKKVENTURE,HCKK Ventures Ltd,BSE,stock,Technology Services,Packaged Software,Information Technology,accept
HCO.P,TSXV,Hansco Capital Corp.,HCO.P,Hansco Capital Corp.,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
HEC.P,TSXV,Haviland Enviro Corp.,HEC.P,Haviland Enviro Corp.,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
HEDA3,B3,HEDERA INVESTIMENTOS E PARTICIPAÇÕES S.A,,,,,,,,no_tradingview_match
HEVI,TSXV,Helium Evolution Incorporated,HEVI,Helium Evolution Incorporated,TSXV,stock,Energy Minerals,Integrated Oil,Energy,accept
HIGREEN,NSE_IN,Hi-Green Carbon Limited,HIGREEN,HI-Green Carbon Limited,NSE,stock,Industrial Services,Environmental Services,Industrials,accept
HLJP3,B3,HOTEL LAJE DE PEDRA S.A.,,,,,,,,no_tradingview_match
HLU,TSXV,Homeland Uranium Corp.,HLU,Homeland Uranium Corp.,TSXV,stock,Non-Energy Minerals,Other Metals/Minerals,Materials,accept
HMMC,TSXV,Hemlo Mining Corp.,HMMC,Hemlo Mining Corp,TSXV,stock,Non-Energy Minerals,Precious Metals,Materials,accept
HNDA,NEO,HONDA MOTOR CO LTD CDR (CAD Hedged),HNDA,"Honda Motor Co., Ltd. Sponsored Canadian Depository Receipt Hedged Reg",NEO,dr,Consumer Durables,Motor Vehicles,,asset_type_mismatch
HO.P,TSXV,H2 Ventures 1 Inc.,HO.P,"H2 Ventures 1, Inc.",TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
HOAM5,B3,CIA TROPICAL DE HOTEIS DA AMAZONIA,,,,,,,,no_tradingview_match
HOAM6,B3,CIA TROPICAL DE HOTEIS DA AMAZONIA,,,,,,,,no_tradingview_match
HOH,TSXV,High Arctic Overseas Holdings Corp.,HOH,High Arctic Overseas Holdings Corp.,TSXV,stock,Industrial Services,Contract Drilling,Industrials,accept
HPL,TSXV,Horizon Petroleum Ltd.,HPL,Horizon Petroleum Ltd.,TSXV,stock,Energy Minerals,Integrated Oil,Energy,accept
HPTL,NSE_IN,HP Telecom India Limited,HPTL,HP Telecom India Limited,NSE,stock,Distribution Services,Wholesale Distributors,Industrials,accept
HRC.P,TSXV,Hoshi Resource Corp.,HRC.P,Hoshi Resource Corp.,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
HRMNYCP,BSE_IN,Harmony Capital Service Ltd,HRMNYCP,Harmony Capital Services Ltd.,BSE,stock,Finance,Financial Conglomerates,,name_mismatch
HRMS,TSX,Hermès CDR (CAD Hedged),HRMS,Hermes International S.A. Shs Unsponsored Canadian Depository Receipt Hedged,TSX,dr,Consumer Non-Durables,Apparel/Footwear,,asset_type_mismatch
HVAX,NSE_IN,HVAX Technologies Limited,HVAX,HVAX Technologies Ltd.,NSE,stock,Producer Manufacturing,Building Products,Industrials,accept
HYAC-UN,NYSE,Haymaker Acquisition Corp. 4,,,,,,,,no_tradingview_match
ICBR3,B3,INTERCEMENT BRASIL S.A.,,,,,,,,no_tradingview_match
ICGH,TSXV,IC Group Holdings Inc.,ICGH,IC Group Holdings Inc.,TSXV,stock,Finance,Financial Conglomerates,,name_mismatch
ICI.P,TSXV,Inceptus Capital Ltd.,,,,,,,,no_tradingview_match
ICRS,TSXV,Icarus Capital Corp.,ICRS,Icarus Capital Corp.,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
ICWY.P,TSXV,ICWHY Capital Ventures Inc.,ICWY.P,ICWHY Capital Ventures Inc,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
IDEALTECHO,NSE_IN,Ideal Technoplast Industries Limited,IDEALTECHO,Ideal Technoplast Industries Limited,NSE,stock,Process Industries,Containers/Packaging,Materials,accept
IDENTICAL,NSE_IN,Identical Brains Studios Limited,IDENTICAL,Identical Brains Studios Limited,NSE,stock,Consumer Services,Movies/Entertainment,Communication Services,accept
IF1,ASX,"IBERDROLA FINANZAS, S.A.U.",,,,,,,,no_tradingview_match
IGBT-UN,TSX,2028 Investment Grade Bond Trust,IGBT.UN,2028 Investment Grade Bond Trust Trust Units F,TSX,fund,,,,asset_type_mismatch
IKC.P,TSXV,Ikigai Capital Corp.,IKC.P,Ikigai Capital Corp.,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
IMPT,TSXV,Impact Development Group Inc.,IMPT,Impact Development Group Inc,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
IN,TSXV,Infield Minerals Corp.,IN,Infield Minerals Corp,TSXV,stock,Non-Energy Minerals,Other Metals/Minerals,Materials,accept
INFLUX,NSE_IN,Influx Healthtech Limited,INFLUX,Influx Healthtech Limited,NSE,stock,Health Technology,Pharmaceuticals: Other,Health Care,accept
INFM,TSXV,Infinico Metals Corp.,INFM,Infinico Metals Corp.,TSXV,stock,Non-Energy Minerals,Precious Metals,Materials,accept
INGS,TSX,ING CDR (CAD Hedged),INGS,ING Groep N.V. CAD Hedged CIBC CDR,TSX,dr,Finance,Major Banks,,asset_type_mismatch
INHD,NASDAQ,Inno Holdings Inc. Common Stock,INHD,"Inno Holdings, Inc.",NASDAQ,stock,Producer Manufacturing,Building Products,,name_mismatch
INNC3,B3,INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.,INNC3,INC Empreendimentos Imobiliarios SA,BMFBOVESPA,stock,Consumer Durables,Homebuilding,Consumer Discretionary,accept
INNOMET,NSE_IN,Innomet Advanced Materials Limited,INNOMET,Innomet Advanced Materials Limited,NSE,stock,Non-Energy Minerals,Steel,Materials,accept
INPR,JSE,Investec Limited NON RED NON CUM NON PTG PRF ZAR0.01,INPR,Investec Limited Non-Red.Non-Cum.Non-Ptg.Prf.Shs,JSE,stock,Finance,Investment Banks/Brokers,Financials,accept
INRADIA,BSE_IN,India Radiators Ltd,INRADIA,India Radiators Ltd,BSE,stock,Producer Manufacturing,Auto Parts: OEM,Industrials,accept
INTEGSW,BSE_IN,Integra Switchgear Ltd,INTEGSW,Integra Switchgear Ltd,BSE,stock,Producer Manufacturing,Electrical Products,Industrials,accept
INVICTA,NSE_IN,Invicta Diagnostic Limited,INVICTA,Invicta Diagnostic limited,NSE,stock,,,,unsupported_sector
IOC,JSE,iOCO Limited,IOC,iOCO Limited,JSE,stock,Technology Services,Information Technology Services,,name_mismatch
IPHL,NSE_IN,Indian Phosphate Limited,IPHL,Indian Phosphate Ltd.,NSE,stock,Process Industries,Industrial Specialties,Materials,accept
IPNN3,B3,TESTE IPN VS SA,,,,,,,,no_tradingview_match
IRX,ASX,Inhalerx Ltd,,,,,,,,no_tradingview_match
ISHAN,NSE_IN,Ishan International Limited,ISHAN,Ishan International Limited,NSE,stock,Distribution Services,Wholesale Distributors,Industrials,accept
ISIFHLSDG,BSE_IN,iSIF Hybrid Long-Short Fund - Direct Plan - Growth,ISIFHLSDG,iSIF Hybrid Long-Short Fund - Direct Plan - Growth Units - Direct Plan - Growth,BSE,fund,,,,asset_type_mismatch
ISIFHLSG,BSE_IN,iSIF Hybrid Long-Short Fund - Growth,ISIFHLSG,iSIF Hybrid Long-Short Fund - Growth Units -Growth,BSE,fund,,,,asset_type_mismatch
ITTL,NSE_IN,Innovative Tyres & Tubes Limited,ITTL,Innovative Tyres & Tubes Ltd.,NSE,stock,Consumer Durables,Automotive Aftermarket,Consumer Discretionary,accept
IVLG3B,B3,INVITEL LEGACY S.A.,,,,,,,,no_tradingview_match
IWARE,NSE_IN,Iware Supplychain Services Limited,IWARE,Iware Supplychain Services Limited,NSE,stock,Transportation,Other Transportation,Industrials,accept
JAINIK,NSE_IN,Jainik Power Cables Limited,JAINIK,Jainik Power and Cables Ltd.,NSE,stock,Non-Energy Minerals,Aluminum,Materials,accept
JAYBEE,NSE_IN,Jay Bee Laminations Limited,JAYBEE,Jay Bee Laminations Limited,NSE,stock,Non-Energy Minerals,Steel,Materials,accept
JAYESH,NSE_IN,Jayesh Logistics Limited,JAYESH,Jayesh Logistics Limited,NSE,stock,Transportation,Air Freight/Couriers,Industrials,accept
JAYTEX,BSE_IN,Jaybharat Textiles and Real Estate Ltd,JAYTEX,Jaybharat Textiles & Real Estate Ltd.,BSE,stock,Process Industries,Textiles,Materials,accept
JCBA6,B3,J C BARRETTO FERTILIZANTES S.A.,,,,,,,,no_tradingview_match
JCI-H,TSXV,JM CAPITAL II CORP,JCI.H,JM Capital II Corp.,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
JDL,BSE_IN,Jaisukh Dealers Ltd,,,,,,,,no_tradingview_match
JETKNIT,NSE_IN,Jet Knitwears Limited,JETKNIT,Jet Knitwears Ltd.,NSE,stock,Consumer Non-Durables,Apparel/Footwear,Consumer Staples,accept
JEYYAM,NSE_IN,Jeyyam Global Foods Limited,JEYYAM,Jeyyam Global Foods Limited,NSE,stock,Consumer Non-Durables,Food: Major Diversified,Consumer Staples,accept
JJJJ,TSXV,J4 Ventures Resources Corp.,JJJJ,J4 Ventures Resources Corp.,TSXV,stock,Finance,Investment Managers,Financials,accept
JMGCORP,BSE_IN,JMG Corporation Ltd,JMGCORP,JMG Corporation Limited,BSE,stock,Commercial Services,Miscellaneous Commercial Services,,name_mismatch
JOJO.P,TSXV,Jo-Jo Capital Canada Ltd.,JOJO.P,Jo-Jo Capital Canada Ltd.,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
JPTSEC,BSE_IN,JPT Securities Ltd,JPTSEC,JPT Securities Limited,BSE,stock,Finance,Investment Managers,Financials,accept
JSPX,TSXV,JasperX Technologies Inc.,JSPX,JasperX Technologies Inc.,TSXV,stock,Technology Services,Data Processing Services,Information Technology,accept
JTWO,TSXV,J2 Metals Inc.,JTWO,J2 Metals Incorporation,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
JVR.P,TSXV,JVR Ventures Inc.,JVR.P,"JVR Ventures, Inc.",TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
JYOTIGLOBL,NSE_IN,Jyoti Global Plast Limited,JYOTIGLOBL,Jyoti Global Plast Limited,NSE,stock,Producer Manufacturing,Miscellaneous Manufacturing,Industrials,accept
KALANA,NSE_IN,Kalana Ispat Limited,KALANA,Kalana Ispat Ltd.,NSE,stock,Non-Energy Minerals,Steel,Materials,accept
KALM.P,TSXV,Kalma Capital Corp.,KALM.P,Kalma Capital Corp.,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
KALS5,B3,KA 2 LAUNDRY SERVICES S.A.,,,,,,,,no_tradingview_match
KALU3,B3,KALUNGA S.A,,,,,,,,no_tradingview_match
KAO,ASX,KAOKO METALS LIMITED,KAO,Kaoko Metals Limited,ASX,stock,Non-Energy Minerals,Other Metals/Minerals,Materials,accept
KASHYAP,BSE_IN,Kashyap Tele-Medicines Ltd,KASHYAP,Kashyap Tele-Medicines Limited,BSE,stock,Technology Services,Packaged Software,Information Technology,accept
KATARIA,NSE_IN,Kataria Industries Limited,KATARIA,Kataria Industries Limited,NSE,stock,Producer Manufacturing,Electrical Products,Industrials,accept
KAYTEX,NSE_IN,Kaytex Fabrics Limited,KAYTEX,Kaytex Fabrics Limited,NSE,stock,Process Industries,Textiles,Materials,accept
KBRA,TSXV,Kubera Gold Corp.,KBRA,Kubera Gold Corp,TSXV,stock,Non-Energy Minerals,Precious Metals,Materials,accept
KDL,NSE_IN,Kore Digital Limited,KDL,Kore Digital Limited,NSE,stock,Communications,Specialty Telecommunications,Communication Services,accept
KFW,ASX,KFW,,,,,,,,no_tradingview_match
KIB,TSXV,Kiboko Gold Inc.,KIB,"Kiboko Gold, Inc.",TSXV,stock,Non-Energy Minerals,Precious Metals,Materials,accept
KKJEWELS,NSE_IN,Kabra Jewels Limited,KKJEWELS,Kabra Jewels Limited,NSE,stock,Retail Trade,Specialty Stores,Consumer Discretionary,accept
KKL.P,TSXV,Kelly Ventures Ltd.,KKL.P,Kelly Ventures Ltd.,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
KKRT,NYSE,KKR & Co. Inc. 6.875% Subordina,,,,,,,,no_tradingview_match
KKVAPOW,NSE_IN,KKV Agro Powers Limited,KKVAPOW,KKV Agro Powers Ltd.,NSE,stock,Utilities,Electric Utilities,Utilities,accept
KLDC,TSXV,Kirkland Lake Discoveries Corp.,KLDC,Kirkland Lake Discoveries Corp.,TSXV,stock,Non-Energy Minerals,Precious Metals,Materials,accept
KLE-H,TSXV,Kingsland Energy Corp,KLE.H,Kingsland Energy Corp.,TSXV,stock,Energy Minerals,Integrated Oil,Energy,accept
KLIFESTYL,BSE_IN,K-Lifestyle & Industries Ltd,KLIFESTYL,K-Lifestyle & Industries Limited,BSE,stock,Process Industries,Textiles,Materials,accept
KLX,TSXV,Klimat X Developments Inc.,,,,,,,,no_tradingview_match
KNOX,TSXV,Vault Strategic Mining Corp.,KNOX,Vault Strategic Mining Corp.,TSXV,stock,Non-Energy Minerals,Other Metals/Minerals,Materials,accept
KOBO,BSE_IN,Kobo Biotech Ltd-$,KOBO,Kobo Biotech Ltd,BSE,stock,Health Technology,Pharmaceuticals: Major,Health Care,accept
KONARKSY,BSE_IN,Konark Synthetic Ltd,KONARKSY,Konark Synthetic Limited,BSE,stock,Process Industries,Textiles,Materials,accept
KOVO,TSXV,Kovo Healthtech Corp,KOVO,Kovo+ Holdings Inc,TSXV,stock,Technology Services,Information Technology Services,,name_mismatch
KPEN.P,TSXV,KP3993 Resources Inc.,KPEN.P,KP3993 Resources Inc,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
KRISHPP,BSE_IN,KRISHIVAL FOODS Ltd,KRISHPP,Krishival Foods Ltd TEMP,BSE,stock,,,,unsupported_sector
KRMAYURVED,NSE_IN,KRM Ayurveda Limited,KRMAYURVED,KRM Ayurveda Ltd.,NSE,stock,Health Services,Hospital/Nursing Management,Health Care,accept
KRY,TSXV,Koryx Copper Inc.,KRY,Koryx Copper S.A.,TSXV,stock,Non-Energy Minerals,Other Metals/Minerals,Materials,accept
