listing_key,ticker,exchange,asset_type,name,isin,figi,figi_source,openfigi_review_status,openfigi_review_decision,openfigi_review_source,openfigi_reviewed_at,missing_isin,missing_figi,source_gap_fields,source_gap_classes,source_of_truth_outcomes,source_gap_context,official_masterfile_match,official_masterfile_sources,official_masterfile_exposes_isin,official_masterfile_exposes_sector,official_source_context,canada_resolution_queue,review_strategy,queue_evidence_required,recommended_next_source,source_gate,isin_decision,figi_decision,isin_apply_eligibility,figi_apply_eligibility,verification_evidence_required,identifier_review_context,recommended_next_action
NEO::AEMX,AEMX,NEO,ETF,AGF Emerging Markets ex China Fund Series ETF,CA00858F1099,,,accepted_source_gap_no_openfigi_match,no_openfigi_match,OpenFIGI ID_ISIN mapping,2026-05-24T14:27:35Z,false,true,,,,source_gap_fields=none;source_gap_classes=none;source_of_truth_outcomes=none,false,,false,false,official_masterfile_match=false;official_masterfile_sources=none;official_masterfile_exposes_isin=false;official_masterfile_exposes_sector=false,reviewed_openfigi_no_match_source_gap,keep_figi_blank_after_reviewed_openfigi_no_match,stronger_figi_source_required_openfigi_no_match_reviewed,Stronger FIGI source or reviewed OpenFIGI re-check evidence; existing no-match remains a source gap.,Do not re-probe or fill FIGI from symbol/name; keep blank until stronger reviewed FIGI evidence exists.,isin_present,missing_figi_reviewed_source_gap_no_openfigi_match,no_isin_action_required,keep_blank_as_reviewed_openfigi_source_gap,stronger_figi_source_required_openfigi_no_match_reviewed,missing_isin=false;missing_figi=true;isin_decision=isin_present;figi_decision=missing_figi_reviewed_source_gap_no_openfigi_match;isin_apply_eligibility=no_isin_action_required;figi_apply_eligibility=keep_blank_as_reviewed_openfigi_source_gap;openfigi_review_status=accepted_source_gap_no_openfigi_match;openfigi_review_decision=no_openfigi_match,keep_blank_as_documented_openfigi_source_gap_until_stronger_source
TSX::XAU,XAU,TSX,Stock,GoldMoney Inc.,CA38149A1093,,,accepted_source_gap_no_openfigi_match,no_openfigi_match,OpenFIGI ID_ISIN mapping,2026-05-24T14:33:30Z,false,true,,,,source_gap_fields=none;source_gap_classes=none;source_of_truth_outcomes=none,true,tmx_listed_issuers,false,false,official_masterfile_match=true;official_masterfile_sources=tmx_listed_issuers;official_masterfile_exposes_isin=false;official_masterfile_exposes_sector=false,reviewed_openfigi_no_match_source_gap,keep_figi_blank_after_reviewed_openfigi_no_match,stronger_figi_source_required_openfigi_no_match_reviewed,Stronger FIGI source or reviewed OpenFIGI re-check evidence; existing no-match remains a source gap.,Do not re-probe or fill FIGI from symbol/name; keep blank until stronger reviewed FIGI evidence exists.,isin_present,missing_figi_reviewed_source_gap_no_openfigi_match,no_isin_action_required,keep_blank_as_reviewed_openfigi_source_gap,stronger_figi_source_required_openfigi_no_match_reviewed,missing_isin=false;missing_figi=true;isin_decision=isin_present;figi_decision=missing_figi_reviewed_source_gap_no_openfigi_match;isin_apply_eligibility=no_isin_action_required;figi_apply_eligibility=keep_blank_as_reviewed_openfigi_source_gap;openfigi_review_status=accepted_source_gap_no_openfigi_match;openfigi_review_decision=no_openfigi_match,keep_blank_as_documented_openfigi_source_gap_until_stronger_source
TSX::XMF,XMF,TSX,Stock,M Split Corp.,,,,,,,,true,true,missing_isin_primary|missing_sector_stock,official_identifier_not_exposed_source_gap|official_industry_taxonomy_unavailable_gap,accepted_source_gap,source_gap_fields=missing_isin_primary|missing_sector_stock;source_gap_classes=official_identifier_not_exposed_source_gap|official_industry_taxonomy_unavailable_gap;source_of_truth_outcomes=accepted_source_gap,true,tmx_listed_issuers,false,false,official_masterfile_match=true;official_masterfile_sources=tmx_listed_issuers;official_masterfile_exposes_isin=false;official_masterfile_exposes_sector=false,missing_isin_official_canada_masterfiles_do_not_expose_isin,seek_official_canada_isin_source,official_csd_issuer_or_reviewed_identifier_source_with_exact_listing_match_and_valid_isin,"Official CSD, issuer, prospectus, transfer-agent, or reviewed identifier source exposing a valid ISIN.",Keep ISIN blank until a direct official or reviewed identifier source exposes a valid checksum ISIN.,missing_isin_official_canada_masterfiles_do_not_expose_isin,missing_figi_requires_isin_first,keep_blank_until_official_isin_source,blocked_until_isin_resolved,official_csd_issuer_or_reviewed_identifier_source_with_exact_listing_match_and_valid_isin,missing_isin=true;missing_figi=true;isin_decision=missing_isin_official_canada_masterfiles_do_not_expose_isin;figi_decision=missing_figi_requires_isin_first;isin_apply_eligibility=keep_blank_until_official_isin_source;figi_apply_eligibility=blocked_until_isin_resolved;openfigi_review_status=none;openfigi_review_decision=none,seek_official_csd_issuer_or_reviewed_identifier_source
TSX::XMF-A,XMF-A,TSX,Stock,M Split Corp,,,,,,,,true,true,missing_isin_primary|missing_sector_stock,official_identifier_reference_unmatched_gap|official_industry_taxonomy_unavailable_gap,accepted_source_gap,source_gap_fields=missing_isin_primary|missing_sector_stock;source_gap_classes=official_identifier_reference_unmatched_gap|official_industry_taxonomy_unavailable_gap;source_of_truth_outcomes=accepted_source_gap,false,,false,false,official_masterfile_match=false;official_masterfile_sources=none;official_masterfile_exposes_isin=false;official_masterfile_exposes_sector=false,missing_isin_reviewed_source_gap,keep_isin_blank_until_stronger_official_source,stronger_official_identifier_source_before_isin_fill,"Stronger official Canada identifier source with exact listing-key, issuer/name, and valid ISIN evidence.",Keep ISIN blank until stronger official evidence resolves the reviewed source gap.,missing_isin_reviewed_source_gap,missing_figi_requires_isin_first,keep_blank_until_official_isin_source,blocked_until_isin_resolved,stronger_official_identifier_source_before_isin_fill,missing_isin=true;missing_figi=true;isin_decision=missing_isin_reviewed_source_gap;figi_decision=missing_figi_requires_isin_first;isin_apply_eligibility=keep_blank_until_official_isin_source;figi_apply_eligibility=blocked_until_isin_resolved;openfigi_review_status=none;openfigi_review_decision=none,keep_blank_as_documented_source_gap_until_stronger_source
TSX::XTD,XTD,TSX,Stock,TDb Split Corp.,CA87234Y2096,,,accepted_source_gap_no_openfigi_match,no_openfigi_match,OpenFIGI ID_ISIN mapping,2026-05-24T14:33:30Z,false,true,,,,source_gap_fields=none;source_gap_classes=none;source_of_truth_outcomes=none,true,tmx_listed_issuers,false,false,official_masterfile_match=true;official_masterfile_sources=tmx_listed_issuers;official_masterfile_exposes_isin=false;official_masterfile_exposes_sector=false,reviewed_openfigi_no_match_source_gap,keep_figi_blank_after_reviewed_openfigi_no_match,stronger_figi_source_required_openfigi_no_match_reviewed,Stronger FIGI source or reviewed OpenFIGI re-check evidence; existing no-match remains a source gap.,Do not re-probe or fill FIGI from symbol/name; keep blank until stronger reviewed FIGI evidence exists.,isin_present,missing_figi_reviewed_source_gap_no_openfigi_match,no_isin_action_required,keep_blank_as_reviewed_openfigi_source_gap,stronger_figi_source_required_openfigi_no_match_reviewed,missing_isin=false;missing_figi=true;isin_decision=isin_present;figi_decision=missing_figi_reviewed_source_gap_no_openfigi_match;isin_apply_eligibility=no_isin_action_required;figi_apply_eligibility=keep_blank_as_reviewed_openfigi_source_gap;openfigi_review_status=accepted_source_gap_no_openfigi_match;openfigi_review_decision=no_openfigi_match,keep_blank_as_documented_openfigi_source_gap_until_stronger_source
TSX::ZTL.F,ZTL.F,TSX,ETF,BMO Long-Term US Treasury Bond Index (Hedged Units),,,,,,,,true,true,missing_isin_primary,debt_or_securitized_identifier_gap,core_exclusion_candidate,source_gap_fields=missing_isin_primary;source_gap_classes=debt_or_securitized_identifier_gap;source_of_truth_outcomes=core_exclusion_candidate,true,tmx_etf_screener,false,false,official_masterfile_match=true;official_masterfile_sources=tmx_etf_screener;official_masterfile_exposes_isin=false;official_masterfile_exposes_sector=false,core_exclusion_candidate_identifier_scope_review,scope_review_before_canada_identifier_enrichment,official_listing_scope_decision_for_core_extended_or_exclude,"tmx_etf_screener plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or FIGI enrichment until the listing is reviewed as core, extended, or excluded.",missing_isin_core_exclusion_candidate_requires_scope_review,missing_figi_requires_isin_first,blocked_until_scope_decision,blocked_until_isin_resolved,scope_decision_for_core_extended_or_exclude_before_identifier_enrichment,missing_isin=true;missing_figi=true;isin_decision=missing_isin_core_exclusion_candidate_requires_scope_review;figi_decision=missing_figi_requires_isin_first;isin_apply_eligibility=blocked_until_scope_decision;figi_apply_eligibility=blocked_until_isin_resolved;openfigi_review_status=none;openfigi_review_decision=none,review_scope_before_identifier_enrichment
TSX::ZUS,ZUS,TSX,ETF,BMO Ultra Short-Term US Bond ETF,,,,,,,,true,true,missing_isin_primary,debt_or_securitized_identifier_gap,core_exclusion_candidate,source_gap_fields=missing_isin_primary;source_gap_classes=debt_or_securitized_identifier_gap;source_of_truth_outcomes=core_exclusion_candidate,true,tmx_listed_issuers,false,false,official_masterfile_match=true;official_masterfile_sources=tmx_listed_issuers;official_masterfile_exposes_isin=false;official_masterfile_exposes_sector=false,core_exclusion_candidate_identifier_scope_review,scope_review_before_canada_identifier_enrichment,official_listing_scope_decision_for_core_extended_or_exclude,"tmx_listed_issuers plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or FIGI enrichment until the listing is reviewed as core, extended, or excluded.",missing_isin_core_exclusion_candidate_requires_scope_review,missing_figi_requires_isin_first,blocked_until_scope_decision,blocked_until_isin_resolved,scope_decision_for_core_extended_or_exclude_before_identifier_enrichment,missing_isin=true;missing_figi=true;isin_decision=missing_isin_core_exclusion_candidate_requires_scope_review;figi_decision=missing_figi_requires_isin_first;isin_apply_eligibility=blocked_until_scope_decision;figi_apply_eligibility=blocked_until_isin_resolved;openfigi_review_status=none;openfigi_review_decision=none,review_scope_before_identifier_enrichment
TSX::ZYNS,ZYNS,TSX,Stock,Philip Morris CDR (CAD Hedged),,,,,,,,true,true,missing_isin_primary|missing_sector_stock,adr_cdr_or_depositary_identifier_gap|adr_cdr_or_depositary_sector_gap,core_exclusion_candidate,source_gap_fields=missing_isin_primary|missing_sector_stock;source_gap_classes=adr_cdr_or_depositary_identifier_gap|adr_cdr_or_depositary_sector_gap;source_of_truth_outcomes=core_exclusion_candidate,true,tmx_listed_issuers,false,false,official_masterfile_match=true;official_masterfile_sources=tmx_listed_issuers;official_masterfile_exposes_isin=false;official_masterfile_exposes_sector=false,core_exclusion_candidate_identifier_scope_review,scope_review_before_canada_identifier_enrichment,official_listing_scope_decision_for_core_extended_or_exclude,"tmx_listed_issuers plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or FIGI enrichment until the listing is reviewed as core, extended, or excluded.",missing_isin_core_exclusion_candidate_requires_scope_review,missing_figi_requires_isin_first,blocked_until_scope_decision,blocked_until_isin_resolved,scope_decision_for_core_extended_or_exclude_before_identifier_enrichment,missing_isin=true;missing_figi=true;isin_decision=missing_isin_core_exclusion_candidate_requires_scope_review;figi_decision=missing_figi_requires_isin_first;isin_apply_eligibility=blocked_until_scope_decision;figi_apply_eligibility=blocked_until_isin_resolved;openfigi_review_status=none;openfigi_review_decision=none,review_scope_before_identifier_enrichment
TSXV::AB-H,AB-H,TSXV,Stock,Asbestos Corporation Limited,,,,,,,,true,true,missing_isin_primary|missing_sector_stock,capital_pool_or_halted_identifier_gap|official_industry_taxonomy_unavailable_gap,accepted_source_gap|core_exclusion_candidate,source_gap_fields=missing_isin_primary|missing_sector_stock;source_gap_classes=capital_pool_or_halted_identifier_gap|official_industry_taxonomy_unavailable_gap;source_of_truth_outcomes=accepted_source_gap|core_exclusion_candidate,false,,false,false,official_masterfile_match=false;official_masterfile_sources=none;official_masterfile_exposes_isin=false;official_masterfile_exposes_sector=false,core_exclusion_candidate_identifier_scope_review,scope_review_before_canada_identifier_enrichment,official_listing_scope_decision_for_core_extended_or_exclude,"current official exchange or issuer source plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or FIGI enrichment until the listing is reviewed as core, extended, or excluded.",missing_isin_core_exclusion_candidate_requires_scope_review,missing_figi_requires_isin_first,blocked_until_scope_decision,blocked_until_isin_resolved,scope_decision_for_core_extended_or_exclude_before_identifier_enrichment,missing_isin=true;missing_figi=true;isin_decision=missing_isin_core_exclusion_candidate_requires_scope_review;figi_decision=missing_figi_requires_isin_first;isin_apply_eligibility=blocked_until_scope_decision;figi_apply_eligibility=blocked_until_isin_resolved;openfigi_review_status=none;openfigi_review_decision=none,review_scope_before_identifier_enrichment
TSXV::ADJ.P,ADJ.P,TSXV,Stock,AD4 Capital Corp.,CA00687F1062,BBG015TS2ZW9,OpenFIGI,,,,,false,false,missing_sector_stock,shell_or_cpc_sector_gap,core_exclusion_candidate,source_gap_fields=missing_sector_stock;source_gap_classes=shell_or_cpc_sector_gap;source_of_truth_outcomes=core_exclusion_candidate,true,tmx_listed_issuers,false,false,official_masterfile_match=true;official_masterfile_sources=tmx_listed_issuers;official_masterfile_exposes_isin=false;official_masterfile_exposes_sector=false,core_exclusion_candidate_metadata_scope_review,scope_review_before_canada_metadata_enrichment,official_listing_scope_decision_before_sector_or_category_fill,tmx_listed_issuers plus reviewed scope decision before any sector or ETF-category work.,No sector or category fill until scope is decided with official listing evidence.,isin_present,figi_present,no_isin_action_required,no_figi_action_required,none_no_identifier_change_authorized,missing_isin=false;missing_figi=false;isin_decision=isin_present;figi_decision=figi_present;isin_apply_eligibility=no_isin_action_required;figi_apply_eligibility=no_figi_action_required;openfigi_review_status=none;openfigi_review_decision=none,keep_blank_as_documented_source_gap_until_stronger_source
TSXV::AFR,AFR,TSXV,Stock,AFR NuVenture Resources Inc.,,,,,,,,true,true,missing_isin_primary,official_identifier_not_exposed_source_gap,accepted_source_gap,source_gap_fields=missing_isin_primary;source_gap_classes=official_identifier_not_exposed_source_gap;source_of_truth_outcomes=accepted_source_gap,true,tmx_listed_issuers,false,false,official_masterfile_match=true;official_masterfile_sources=tmx_listed_issuers;official_masterfile_exposes_isin=false;official_masterfile_exposes_sector=false,missing_isin_official_canada_masterfiles_do_not_expose_isin,seek_official_canada_isin_source,official_csd_issuer_or_reviewed_identifier_source_with_exact_listing_match_and_valid_isin,"Official CSD, issuer, prospectus, transfer-agent, or reviewed identifier source exposing a valid ISIN.",Keep ISIN blank until a direct official or reviewed identifier source exposes a valid checksum ISIN.,missing_isin_official_canada_masterfiles_do_not_expose_isin,missing_figi_requires_isin_first,keep_blank_until_official_isin_source,blocked_until_isin_resolved,official_csd_issuer_or_reviewed_identifier_source_with_exact_listing_match_and_valid_isin,missing_isin=true;missing_figi=true;isin_decision=missing_isin_official_canada_masterfiles_do_not_expose_isin;figi_decision=missing_figi_requires_isin_first;isin_apply_eligibility=keep_blank_until_official_isin_source;figi_apply_eligibility=blocked_until_isin_resolved;openfigi_review_status=none;openfigi_review_decision=none,seek_official_csd_issuer_or_reviewed_identifier_source
TSXV::AFV.P,AFV.P,TSXV,Stock,Apolo V Acquisition Corp.,,,,,,,,true,true,missing_isin_primary|missing_sector_stock,capital_pool_or_halted_identifier_gap|shell_or_cpc_sector_gap,core_exclusion_candidate,source_gap_fields=missing_isin_primary|missing_sector_stock;source_gap_classes=capital_pool_or_halted_identifier_gap|shell_or_cpc_sector_gap;source_of_truth_outcomes=core_exclusion_candidate,true,tmx_listed_issuers,false,false,official_masterfile_match=true;official_masterfile_sources=tmx_listed_issuers;official_masterfile_exposes_isin=false;official_masterfile_exposes_sector=false,core_exclusion_candidate_identifier_scope_review,scope_review_before_canada_identifier_enrichment,official_listing_scope_decision_for_core_extended_or_exclude,"tmx_listed_issuers plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or FIGI enrichment until the listing is reviewed as core, extended, or excluded.",missing_isin_core_exclusion_candidate_requires_scope_review,missing_figi_requires_isin_first,blocked_until_scope_decision,blocked_until_isin_resolved,scope_decision_for_core_extended_or_exclude_before_identifier_enrichment,missing_isin=true;missing_figi=true;isin_decision=missing_isin_core_exclusion_candidate_requires_scope_review;figi_decision=missing_figi_requires_isin_first;isin_apply_eligibility=blocked_until_scope_decision;figi_apply_eligibility=blocked_until_isin_resolved;openfigi_review_status=none;openfigi_review_decision=none,review_scope_before_identifier_enrichment
TSXV::AGA,AGA,TSXV,Stock,Silver47 Exploration Corp.,GH0000000607,,,accepted_source_gap_no_openfigi_match,no_openfigi_match,OpenFIGI ID_ISIN mapping,2026-05-24T14:33:30Z,false,true,,,,source_gap_fields=none;source_gap_classes=none;source_of_truth_outcomes=none,true,tmx_listed_issuers,false,false,official_masterfile_match=true;official_masterfile_sources=tmx_listed_issuers;official_masterfile_exposes_isin=false;official_masterfile_exposes_sector=false,reviewed_openfigi_no_match_source_gap,keep_figi_blank_after_reviewed_openfigi_no_match,stronger_figi_source_required_openfigi_no_match_reviewed,Stronger FIGI source or reviewed OpenFIGI re-check evidence; existing no-match remains a source gap.,Do not re-probe or fill FIGI from symbol/name; keep blank until stronger reviewed FIGI evidence exists.,isin_present,missing_figi_reviewed_source_gap_no_openfigi_match,no_isin_action_required,keep_blank_as_reviewed_openfigi_source_gap,stronger_figi_source_required_openfigi_no_match_reviewed,missing_isin=false;missing_figi=true;isin_decision=isin_present;figi_decision=missing_figi_reviewed_source_gap_no_openfigi_match;isin_apply_eligibility=no_isin_action_required;figi_apply_eligibility=keep_blank_as_reviewed_openfigi_source_gap;openfigi_review_status=accepted_source_gap_no_openfigi_match;openfigi_review_decision=no_openfigi_match,keep_blank_as_documented_openfigi_source_gap_until_stronger_source
TSXV::AGMR,AGMR,TSXV,Stock,Silver Mountain Resources Inc.,,,,,,,,true,true,missing_isin_primary|missing_sector_stock,official_identifier_not_exposed_source_gap|official_industry_taxonomy_unavailable_gap,accepted_source_gap,source_gap_fields=missing_isin_primary|missing_sector_stock;source_gap_classes=official_identifier_not_exposed_source_gap|official_industry_taxonomy_unavailable_gap;source_of_truth_outcomes=accepted_source_gap,true,tmx_listed_issuers,false,false,official_masterfile_match=true;official_masterfile_sources=tmx_listed_issuers;official_masterfile_exposes_isin=false;official_masterfile_exposes_sector=false,missing_isin_official_canada_masterfiles_do_not_expose_isin,seek_official_canada_isin_source,official_csd_issuer_or_reviewed_identifier_source_with_exact_listing_match_and_valid_isin,"Official CSD, issuer, prospectus, transfer-agent, or reviewed identifier source exposing a valid ISIN.",Keep ISIN blank until a direct official or reviewed identifier source exposes a valid checksum ISIN.,missing_isin_official_canada_masterfiles_do_not_expose_isin,missing_figi_requires_isin_first,keep_blank_until_official_isin_source,blocked_until_isin_resolved,official_csd_issuer_or_reviewed_identifier_source_with_exact_listing_match_and_valid_isin,missing_isin=true;missing_figi=true;isin_decision=missing_isin_official_canada_masterfiles_do_not_expose_isin;figi_decision=missing_figi_requires_isin_first;isin_apply_eligibility=keep_blank_until_official_isin_source;figi_apply_eligibility=blocked_until_isin_resolved;openfigi_review_status=none;openfigi_review_decision=none,seek_official_csd_issuer_or_reviewed_identifier_source
TSXV::AJA,AJA,TSXV,Stock,Aja Health and Wellness Inc.,,,,,,,,true,true,missing_isin_primary,official_identifier_not_exposed_source_gap,accepted_source_gap,source_gap_fields=missing_isin_primary;source_gap_classes=official_identifier_not_exposed_source_gap;source_of_truth_outcomes=accepted_source_gap,true,tmx_listed_issuers,false,false,official_masterfile_match=true;official_masterfile_sources=tmx_listed_issuers;official_masterfile_exposes_isin=false;official_masterfile_exposes_sector=false,missing_isin_official_canada_masterfiles_do_not_expose_isin,seek_official_canada_isin_source,official_csd_issuer_or_reviewed_identifier_source_with_exact_listing_match_and_valid_isin,"Official CSD, issuer, prospectus, transfer-agent, or reviewed identifier source exposing a valid ISIN.",Keep ISIN blank until a direct official or reviewed identifier source exposes a valid checksum ISIN.,missing_isin_official_canada_masterfiles_do_not_expose_isin,missing_figi_requires_isin_first,keep_blank_until_official_isin_source,blocked_until_isin_resolved,official_csd_issuer_or_reviewed_identifier_source_with_exact_listing_match_and_valid_isin,missing_isin=true;missing_figi=true;isin_decision=missing_isin_official_canada_masterfiles_do_not_expose_isin;figi_decision=missing_figi_requires_isin_first;isin_apply_eligibility=keep_blank_until_official_isin_source;figi_apply_eligibility=blocked_until_isin_resolved;openfigi_review_status=none;openfigi_review_decision=none,seek_official_csd_issuer_or_reviewed_identifier_source
TSXV::ALDD.P,ALDD.P,TSXV,Stock,ALDD Ventures Corp.,CA00160Y1016,BBG01GJ4TWK0,OpenFIGI,,,,,false,false,missing_sector_stock,shell_or_cpc_sector_gap,core_exclusion_candidate,source_gap_fields=missing_sector_stock;source_gap_classes=shell_or_cpc_sector_gap;source_of_truth_outcomes=core_exclusion_candidate,true,tmx_listed_issuers,false,false,official_masterfile_match=true;official_masterfile_sources=tmx_listed_issuers;official_masterfile_exposes_isin=false;official_masterfile_exposes_sector=false,core_exclusion_candidate_metadata_scope_review,scope_review_before_canada_metadata_enrichment,official_listing_scope_decision_before_sector_or_category_fill,tmx_listed_issuers plus reviewed scope decision before any sector or ETF-category work.,No sector or category fill until scope is decided with official listing evidence.,isin_present,figi_present,no_isin_action_required,no_figi_action_required,none_no_identifier_change_authorized,missing_isin=false;missing_figi=false;isin_decision=isin_present;figi_decision=figi_present;isin_apply_eligibility=no_isin_action_required;figi_apply_eligibility=no_figi_action_required;openfigi_review_status=none;openfigi_review_decision=none,keep_blank_as_documented_source_gap_until_stronger_source
TSXV::AMV.P,AMV.P,TSXV,Stock,AMV II Capital Corporation,CA00181V1022,BBG01PD8YWY6,OpenFIGI,,,,,false,false,missing_sector_stock,shell_or_cpc_sector_gap,core_exclusion_candidate,source_gap_fields=missing_sector_stock;source_gap_classes=shell_or_cpc_sector_gap;source_of_truth_outcomes=core_exclusion_candidate,true,tmx_listed_issuers,false,false,official_masterfile_match=true;official_masterfile_sources=tmx_listed_issuers;official_masterfile_exposes_isin=false;official_masterfile_exposes_sector=false,core_exclusion_candidate_metadata_scope_review,scope_review_before_canada_metadata_enrichment,official_listing_scope_decision_before_sector_or_category_fill,tmx_listed_issuers plus reviewed scope decision before any sector or ETF-category work.,No sector or category fill until scope is decided with official listing evidence.,isin_present,figi_present,no_isin_action_required,no_figi_action_required,none_no_identifier_change_authorized,missing_isin=false;missing_figi=false;isin_decision=isin_present;figi_decision=figi_present;isin_apply_eligibility=no_isin_action_required;figi_apply_eligibility=no_figi_action_required;openfigi_review_status=none;openfigi_review_decision=none,keep_blank_as_documented_source_gap_until_stronger_source
TSXV::AMYA.P,AMYA.P,TSXV,Stock,Amaya Big Sky Capital Corp.,CA02315A1030,BBG01L7TKBS4,OpenFIGI,,,,,false,false,missing_sector_stock,shell_or_cpc_sector_gap,core_exclusion_candidate,source_gap_fields=missing_sector_stock;source_gap_classes=shell_or_cpc_sector_gap;source_of_truth_outcomes=core_exclusion_candidate,true,tmx_listed_issuers,false,false,official_masterfile_match=true;official_masterfile_sources=tmx_listed_issuers;official_masterfile_exposes_isin=false;official_masterfile_exposes_sector=false,core_exclusion_candidate_metadata_scope_review,scope_review_before_canada_metadata_enrichment,official_listing_scope_decision_before_sector_or_category_fill,tmx_listed_issuers plus reviewed scope decision before any sector or ETF-category work.,No sector or category fill until scope is decided with official listing evidence.,isin_present,figi_present,no_isin_action_required,no_figi_action_required,none_no_identifier_change_authorized,missing_isin=false;missing_figi=false;isin_decision=isin_present;figi_decision=figi_present;isin_apply_eligibility=no_isin_action_required;figi_apply_eligibility=no_figi_action_required;openfigi_review_status=none;openfigi_review_decision=none,keep_blank_as_documented_source_gap_until_stronger_source
TSXV::AOCC.P,AOCC.P,TSXV,Stock,Artrari One Capital Corp.,CA0431481054,BBG018WCWT37,OpenFIGI,,,,,false,false,missing_sector_stock,shell_or_cpc_sector_gap,core_exclusion_candidate,source_gap_fields=missing_sector_stock;source_gap_classes=shell_or_cpc_sector_gap;source_of_truth_outcomes=core_exclusion_candidate,true,tmx_listed_issuers,false,false,official_masterfile_match=true;official_masterfile_sources=tmx_listed_issuers;official_masterfile_exposes_isin=false;official_masterfile_exposes_sector=false,core_exclusion_candidate_metadata_scope_review,scope_review_before_canada_metadata_enrichment,official_listing_scope_decision_before_sector_or_category_fill,tmx_listed_issuers plus reviewed scope decision before any sector or ETF-category work.,No sector or category fill until scope is decided with official listing evidence.,isin_present,figi_present,no_isin_action_required,no_figi_action_required,none_no_identifier_change_authorized,missing_isin=false;missing_figi=false;isin_decision=isin_present;figi_decision=figi_present;isin_apply_eligibility=no_isin_action_required;figi_apply_eligibility=no_figi_action_required;openfigi_review_status=none;openfigi_review_decision=none,keep_blank_as_documented_source_gap_until_stronger_source
TSXV::AQR.P,AQR.P,TSXV,Stock,Anquiro Ventures Ltd.,,,,,,,,true,true,missing_isin_primary|missing_sector_stock,capital_pool_or_halted_identifier_gap|shell_or_cpc_sector_gap,core_exclusion_candidate,source_gap_fields=missing_isin_primary|missing_sector_stock;source_gap_classes=capital_pool_or_halted_identifier_gap|shell_or_cpc_sector_gap;source_of_truth_outcomes=core_exclusion_candidate,true,tmx_listed_issuers,false,false,official_masterfile_match=true;official_masterfile_sources=tmx_listed_issuers;official_masterfile_exposes_isin=false;official_masterfile_exposes_sector=false,core_exclusion_candidate_identifier_scope_review,scope_review_before_canada_identifier_enrichment,official_listing_scope_decision_for_core_extended_or_exclude,"tmx_listed_issuers plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or FIGI enrichment until the listing is reviewed as core, extended, or excluded.",missing_isin_core_exclusion_candidate_requires_scope_review,missing_figi_requires_isin_first,blocked_until_scope_decision,blocked_until_isin_resolved,scope_decision_for_core_extended_or_exclude_before_identifier_enrichment,missing_isin=true;missing_figi=true;isin_decision=missing_isin_core_exclusion_candidate_requires_scope_review;figi_decision=missing_figi_requires_isin_first;isin_apply_eligibility=blocked_until_scope_decision;figi_apply_eligibility=blocked_until_isin_resolved;openfigi_review_status=none;openfigi_review_decision=none,review_scope_before_identifier_enrichment
TSXV::ARGH,ARGH,TSXV,Stock,Argo Corporation,,,,,,,,true,true,missing_isin_primary,official_identifier_not_exposed_source_gap,accepted_source_gap,source_gap_fields=missing_isin_primary;source_gap_classes=official_identifier_not_exposed_source_gap;source_of_truth_outcomes=accepted_source_gap,true,tmx_listed_issuers,false,false,official_masterfile_match=true;official_masterfile_sources=tmx_listed_issuers;official_masterfile_exposes_isin=false;official_masterfile_exposes_sector=false,missing_isin_official_canada_masterfiles_do_not_expose_isin,seek_official_canada_isin_source,official_csd_issuer_or_reviewed_identifier_source_with_exact_listing_match_and_valid_isin,"Official CSD, issuer, prospectus, transfer-agent, or reviewed identifier source exposing a valid ISIN.",Keep ISIN blank until a direct official or reviewed identifier source exposes a valid checksum ISIN.,missing_isin_official_canada_masterfiles_do_not_expose_isin,missing_figi_requires_isin_first,keep_blank_until_official_isin_source,blocked_until_isin_resolved,official_csd_issuer_or_reviewed_identifier_source_with_exact_listing_match_and_valid_isin,missing_isin=true;missing_figi=true;isin_decision=missing_isin_official_canada_masterfiles_do_not_expose_isin;figi_decision=missing_figi_requires_isin_first;isin_apply_eligibility=keep_blank_until_official_isin_source;figi_apply_eligibility=blocked_until_isin_resolved;openfigi_review_status=none;openfigi_review_decision=none,seek_official_csd_issuer_or_reviewed_identifier_source
