campaign,listing_key,ticker,exchange,asset_type,name,target_field,current_value,official_values,canonical_value,evidence_source,confidence_reason,decision,review_priority,verification_evidence_required,recommended_next_source,source_gate
C1_sector_etf_category_truth,KOSDAQ::058630,058630,KOSDAQ,Stock,Mgame Corp,stock_sector,Communication Services,Information Technology,Information Technology,KRX:krx_listed_companies,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,KRX::058730,058730,KRX,Stock,Development Advance Solution Co Ltd,stock_sector,Industrials,Utilities,Utilities,KRX:krx_listed_companies,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,KRX::058850,058850,KRX,Stock,ktcs corporation,stock_sector,Industrials,Information Technology,Information Technology,KRX:krx_listed_companies,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,KRX::058860,058860,KRX,Stock,KTIS Corporation,stock_sector,Industrials,Information Technology,Information Technology,KRX:krx_listed_companies,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,KOSDAQ::059090,059090,KOSDAQ,Stock,MiCo Ltd,stock_sector,Materials,Information Technology,Information Technology,KRX:krx_listed_companies,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,KOSDAQ::059120,059120,KOSDAQ,Stock,Ajinextek Co. Ltd,stock_sector,Industrials,Information Technology,Information Technology,KRX:krx_listed_companies,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,KOSDAQ::059270,059270,KOSDAQ,Stock,Haisung TPC Co. Ltd.,stock_sector,Industrials,Materials,Materials,KRX:krx_listed_companies,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,KOSDAQ::060150,060150,KOSDAQ,Stock,INSUN Environmental New Technology Co. Ltd,stock_sector,Industrials,Utilities,Utilities,KRX:krx_listed_companies,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,KOSDAQ::060250,060250,KOSDAQ,Stock,NHN KCP Corp,stock_sector,Information Technology,Financials,Financials,KRX:krx_listed_companies,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,KOSDAQ::060280,060280,KOSDAQ,Stock,Curexo Inc,stock_sector,Health Care,Consumer Discretionary,Consumer Discretionary,KRX:krx_listed_companies,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,KOSDAQ::060560,060560,KOSDAQ,Stock,Home Center Holdings Co.Ltd,stock_sector,Materials,Consumer Discretionary,Consumer Discretionary,KRX:krx_listed_companies,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,KOSDAQ::060570,060570,KOSDAQ,Stock,Dreamus Company,stock_sector,Communication Services,Information Technology,Information Technology,KRX:krx_listed_companies,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,KOSDAQ::060900,060900,KOSDAQ,Stock,"Agent AI Co., Ltd.",stock_sector,Energy,Utilities,Utilities,KRX:krx_listed_companies,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,KRX::060980,060980,KRX,Stock,HL Holdings Corp,stock_sector,Consumer Discretionary,Financials,Financials,KRX:krx_listed_companies,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,KRX::062040,062040,KRX,Stock,SANIL ELECTRIC,stock_sector,Industrials,Utilities,Utilities,KRX:krx_listed_companies,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,KOSDAQ::063570,063570,KOSDAQ,Stock,NICE Total Cash Management Co. Ltd,stock_sector,Financials,Industrials,Industrials,KRX:krx_listed_companies,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,KOSDAQ::064240,064240,KOSDAQ,Stock,Homecast Co.Ltd,stock_sector,Information Technology,Consumer Discretionary,Consumer Discretionary,KRX:krx_listed_companies,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,KOSDAQ::064290,064290,KOSDAQ,Stock,INTEKPLUS Co. Ltd,stock_sector,Information Technology,Industrials,Industrials,KRX:krx_listed_companies,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,KOSDAQ::064800,064800,KOSDAQ,Stock,"PonyLink Co., Ltd.",stock_sector,Information Technology,Consumer Discretionary,Consumer Discretionary,KRX:krx_listed_companies,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,KOSDAQ::064850,064850,KOSDAQ,Stock,FnGuide Inc.,stock_sector,Financials,Information Technology,Information Technology,KRX:krx_listed_companies,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,KRX::064960,064960,KRX,Stock,SNT Motiv Co Ltd,stock_sector,Industrials,Consumer Discretionary,Consumer Discretionary,KRX:krx_listed_companies,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,KOSDAQ::065130,065130,KOSDAQ,Stock,TOP Engineering Co. Ltd,stock_sector,Information Technology,Industrials,Industrials,KRX:krx_listed_companies,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,KOSDAQ::065450,065450,KOSDAQ,Stock,Victek Co. Ltd,stock_sector,Industrials,Information Technology,Information Technology,KRX:krx_listed_companies,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,KOSDAQ::065650,065650,KOSDAQ,Stock,Hyper Corporation Inc.,stock_sector,Information Technology,Industrials,Industrials,KRX:krx_listed_companies,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,KOSDAQ::065660,065660,KOSDAQ,Stock,Anterogen.Co.Ltd,stock_sector,Health Care,Consumer Discretionary,Consumer Discretionary,KRX:krx_listed_companies,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,KOSDAQ::065690,065690,KOSDAQ,Stock,PAKERS.Co.Ltd,stock_sector,Information Technology,Materials,Materials,KRX:krx_listed_companies,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,KOSDAQ::065710,065710,KOSDAQ,Stock,Seoho Electric Co.Ltd,stock_sector,Industrials,Utilities,Utilities,KRX:krx_listed_companies,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,KOSDAQ::065950,065950,KOSDAQ,Stock,Welcron Company Limited,stock_sector,Consumer Discretionary,Materials,Materials,KRX:krx_listed_companies,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,KOSDAQ::066430,066430,KOSDAQ,Stock,"I-ROBOTICS Co., Ltd.",stock_sector,Materials,Consumer Discretionary,Consumer Discretionary,KRX:krx_listed_companies,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,KRX::066570,066570,KRX,Stock,LG Electronics Inc,stock_sector,Consumer Discretionary,Information Technology,Information Technology,KRX:krx_listed_companies,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,KOSDAQ::066670,066670,KOSDAQ,Stock,Display Tech Co. Ltd,stock_sector,Information Technology,Real Estate,Real Estate,KRX:krx_listed_companies,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,KRX::066830,066830,KRX,Stock,GENOTECH,stock_sector,Health Care,Materials,Materials,KRX:krx_listed_companies,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,KRX::066970,066970,KRX,Stock,L&F Co. Ltd,stock_sector,Materials,Industrials,Industrials,KRX:krx_listed_companies,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,KOSDAQ::067000,067000,KOSDAQ,Stock,JOYCITY Corporation,stock_sector,Communication Services,Information Technology,Information Technology,KRX:krx_listed_companies,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,KOSDAQ::067160,067160,KOSDAQ,Stock,"SOOP Co., Ltd.",stock_sector,Communication Services,Information Technology,Information Technology,KRX:krx_listed_companies,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,KOSDAQ::067170,067170,KOSDAQ,Stock,Autech Corporation,stock_sector,Industrials,Consumer Discretionary,Consumer Discretionary,KRX:krx_listed_companies,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,KOSDAQ::067390,067390,KOSDAQ,Stock,AeroSpace Technology of Korea,stock_sector,Industrials,Consumer Discretionary,Consumer Discretionary,KRX:krx_listed_companies,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,KOSDAQ::067770,067770,KOSDAQ,Stock,Sejin T.S Co.Ltd,stock_sector,Materials,Information Technology,Information Technology,KRX:krx_listed_companies,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,KOSDAQ::067900,067900,KOSDAQ,Stock,Y-Entec Co. Ltd,stock_sector,Industrials,Utilities,Utilities,KRX:krx_listed_companies,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,KOSDAQ::068100,068100,KOSDAQ,Stock,KWR,stock_sector,Information Technology,Industrials,Industrials,KRX:krx_listed_companies,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,KOSDAQ::068240,068240,KOSDAQ,Stock,Dawonsys Co.Ltd,stock_sector,Industrials,Utilities,Utilities,KRX:krx_listed_companies,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,KOSDAQ::068330,068330,KOSDAQ,Stock,ilShinbiobase Co. Ltd,stock_sector,Health Care,Industrials,Industrials,KRX:krx_listed_companies,official_active_masterfile_sector_with_conservative_canonical_mapping,metadata_override_present_pending_rebuild,P3,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Rebuild and validation gates must prove the override landed without typed leakage.
C1_sector_etf_category_truth,KOSDAQ::069080,069080,KOSDAQ,Stock,Webzen Inc,stock_sector,Communication Services,Information Technology,Information Technology,KRX:krx_listed_companies,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,KOSDAQ::069140,069140,KOSDAQ,Stock,Nuriplan Co. Ltd,stock_sector,Industrials,Utilities,Utilities,KRX:krx_listed_companies,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,KOSDAQ::069510,069510,KOSDAQ,Stock,ESTec Corporation,stock_sector,Consumer Discretionary,Information Technology,Information Technology,KRX:krx_listed_companies,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,KRX::069730,069730,KRX,Stock,Dsr Wire,stock_sector,Industrials,Materials,Materials,KRX:krx_listed_companies,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,KOSDAQ::071200,071200,KOSDAQ,Stock,Infinitt Healthcare Co Ltd,stock_sector,Health Care,Information Technology,Information Technology,KRX:krx_listed_companies,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,KOSDAQ::071280,071280,KOSDAQ,Stock,Rorze Systems Corporation,stock_sector,Information Technology,Industrials,Industrials,KRX:krx_listed_companies,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,KRX::072710,072710,KRX,Stock,Nongshim Holdi,stock_sector,Consumer Staples,Financials,Financials,KRX:krx_listed_companies,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,KOSDAQ::072870,072870,KOSDAQ,Stock,MegaStudy Co. Ltd,stock_sector,Consumer Discretionary,Communication Services,Communication Services,KRX:krx_listed_companies,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,KRX::073240,073240,KRX,Stock,Kumho Tire,stock_sector,Consumer Discretionary,Materials,Materials,KRX:krx_listed_companies,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,KOSDAQ::073570,073570,KOSDAQ,Stock,Lithium-for-earth Inc,stock_sector,Materials,Industrials,Industrials,KRX:krx_listed_companies,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,KOSDAQ::074430,074430,KOSDAQ,Stock,Aminologics Co.Ltd,stock_sector,Materials,Health Care,Health Care,KRX:krx_listed_companies,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,KOSDAQ::077360,077360,KOSDAQ,Stock,Duksan Hi Metal Co.Ltd,stock_sector,Materials,Information Technology,Information Technology,KRX:krx_listed_companies,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,KRX::077500,077500,KRX,Stock,Uniquest,stock_sector,Information Technology,Industrials,Industrials,KRX:krx_listed_companies,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,KOSDAQ::078070,078070,KOSDAQ,Stock,Ubiquoss Holdings Inc,stock_sector,Information Technology,Financials,Financials,KRX:krx_listed_companies,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,KOSDAQ::078140,078140,KOSDAQ,Stock,Daebongls.Co.Ltd,stock_sector,Consumer Staples,Health Care,Health Care,KRX:krx_listed_companies,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,KOSDAQ::078150,078150,KOSDAQ,Stock,HB Technology CO.LTD,stock_sector,Information Technology,Industrials,Industrials,KRX:krx_listed_companies,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,KOSDAQ::078340,078340,KOSDAQ,Stock,Com2uS Corporation,stock_sector,Communication Services,Information Technology,Information Technology,KRX:krx_listed_companies,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,KRX::078520,078520,KRX,Stock,Able C&C,stock_sector,Consumer Staples,Materials,Materials,KRX:krx_listed_companies,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,KOSDAQ::078600,078600,KOSDAQ,Stock,Daejoo Electronic Materials Co. Ltd,stock_sector,Materials,Information Technology,Information Technology,KRX:krx_listed_companies,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,KOSDAQ::078860,078860,KOSDAQ,Stock,NS ENM Co Ltd,stock_sector,Consumer Discretionary,Communication Services,Communication Services,KRX:krx_listed_companies,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
