ticker,alias,alias_type,status,detection_policy,confidence,reason,duplicate_ticker_count
A78,shen yao,name,accept,safe_natural_language,0.90,accepted_name_alias,1
A7A,DE0001218063,isin,reject,identifier_only,0.99,identifier_alias,1
A7A,heliad,name,accept,safe_natural_language,0.90,accepted_name_alias,1
A7RU,SG1U48933923,isin,reject,identifier_only,0.99,identifier_alias,1
A7RU,kep infra tr,name,accept,safe_natural_language,0.90,accepted_name_alias,1
A8G,AU0000141137,isin,reject,identifier_only,0.99,identifier_alias,1
A8G,australasian metals,name,accept,safe_natural_language,0.90,accepted_name_alias,1
A93,SGXC68808515,isin,reject,identifier_only,0.99,identifier_alias,1
AA,US0138721065,isin,reject,identifier_only,0.99,identifier_alias,1
AA,A2ASZ7,wkn,reject,identifier_only,0.99,identifier_alias,1
AA,alcoa,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AA2,AU0000410128,isin,reject,identifier_only,0.99,identifier_alias,1
AA4,GG00BQKNKR70,isin,reject,identifier_only,0.99,identifier_alias,1
AA4,amedeo air four plus,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAA,US46144X6105,isin,reject,identifier_only,0.99,identifier_alias,1
AAA,alternative access first priority clo bond,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAA.P,CA33719F1099,isin,reject,identifier_only,0.99,identifier_alias,1
AAA.P,first tidal acquisition,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAAA,US02072Q6897,isin,reject,identifier_only,0.99,identifier_alias,1
AAAA,amplius aggressive asset allocation,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAAC,US19761L7635,isin,reject,identifier_only,0.99,identifier_alias,1
AAAC,columbia aaa clo,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAAJ.P,CA00036L1013,isin,reject,identifier_only,0.99,identifier_alias,1
AAAJ.P,aaj capital 3,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAAK,GRS059063008,isin,reject,identifier_only,0.99,identifier_alias,1
AAAK,wool industry tria alfa,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAAU,US38150K1034,isin,reject,identifier_only,0.99,identifier_alias,1
AAB,DK0060868966,isin,reject,identifier_only,0.99,identifier_alias,1
AAB,aalborg boldspilklub,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AABB,US04518L1008,isin,reject,identifier_only,0.99,identifier_alias,1
AABB,asia broadband,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AABS,PK0050501011,isin,reject,identifier_only,0.99,identifier_alias,1
AABS,al-abbas sugar mills,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AABVF,CA0030691012,isin,reject,identifier_only,0.99,identifier_alias,1
AABVF,aberdeen international,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAC,SE0021020716,isin,reject,identifier_only,0.99,identifier_alias,1
AAC,aac clyde space,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AACAY,US0003041052,isin,reject,identifier_only,0.99,identifier_alias,1
AACB,KYG0509J1159,isin,reject,identifier_only,0.99,identifier_alias,1
AACB,artius ii acquisition,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AACG,US00211V1061,isin,reject,identifier_only,0.99,identifier_alias,1
AACG,A0NBL5,wkn,reject,identifier_only,0.99,identifier_alias,1
AACG,ata creativity global,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AACS,US0251991008,isin,reject,identifier_only,0.99,identifier_alias,1
AACS,american commerce solutions,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AACT,al anwar ceramic,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AACTF,CA05207J1084,isin,reject,identifier_only,0.99,identifier_alias,1
AACTF,aurora solar technologies,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAD,DE0005093108,isin,reject,identifier_only,0.99,identifier_alias,1
AAD,amadeus fire,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AADA-USD,CH1102728750,isin,reject,identifier_only,0.99,identifier_alias,1
AADA-USD,21shares cardano etp,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AADA39,BRAADABDR003,isin,reject,identifier_only,0.99,identifier_alias,1
AADI,ID1000207509,isin,reject,identifier_only,0.99,identifier_alias,1
AADI,adaro andalan indonesia tbk,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AADI,adaro andalan indonesia,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AADIIND,INE563D01013,isin,reject,identifier_only,0.99,identifier_alias,1
AADIIND,aadi industries,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AADR,US00768Y2063,isin,reject,identifier_only,0.99,identifier_alias,1
AADR,advisorshares dorsey wright,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AADS,GH0000000615,isin,reject,identifier_only,0.99,identifier_alias,1
AADS,anglogold ashanti ghanian depository shares,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAEQ,US02072Q3589,isin,reject,identifier_only,0.99,identifier_alias,1
AAEQ,alpha architect us equity 2,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAEV,GB00B1G3LR35,isin,reject,identifier_only,0.99,identifier_alias,1
AAEV,albion enterprise vct,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAF,GB00BKDRYJ47,isin,reject,identifier_only,0.99,identifier_alias,1
AAF,airtel africa,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAF.N0000,LK0406N00005,isin,reject,identifier_only,0.99,identifier_alias,1
AAF.P0000,LK0406P00000,isin,reject,identifier_only,0.99,identifier_alias,1
AAG,DE000A2DAM03,isin,reject,identifier_only,0.99,identifier_alias,1
AAG,aumann inh,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAG,aumann,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAGC,US01643V1026,isin,reject,identifier_only,0.99,identifier_alias,1
AAGC,all american gld crp,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAGFF,CA00831V2057,isin,reject,identifier_only,0.99,identifier_alias,1
AAGFF,aftermath silver,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAGH,US02365T1016,isin,reject,identifier_only,0.99,identifier_alias,1
AAGH,america great health,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAGR,US00792J1007,isin,reject,identifier_only,0.99,identifier_alias,1
AAGR,african agriculture holdings,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAGR,african agriculture,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAGR11,BRAAGRCTF017,isin,reject,identifier_only,0.99,identifier_alias,1
AAGR11,asset bank agronegocios fiagro -dc,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAIC,alanwar investment,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAIC.N0000,LK0314N00001,isin,reject,identifier_only,0.99,identifier_alias,1
AAIC.N0000,softlogic life insurance,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAIF,GB00B0P6J834,isin,reject,identifier_only,0.99,identifier_alias,1
AAIF,abrdn asian income fund,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAIIQ,US7064441063,isin,reject,identifier_only,0.99,identifier_alias,1
AAIIQ,alabama aircraft industries,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAIL,INE864E01021,isin,reject,identifier_only,0.99,identifier_alias,1
AAIL,akar auto industries,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAIRF,CA02377G2045,isin,reject,identifier_only,0.99,identifier_alias,1
AAIRF,american aires,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAISA,administradora americana de inversiones,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAJ,AU000000AAJ4,isin,reject,identifier_only,0.99,identifier_alias,1
AAJ,aruma resources,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAK,SE0011337708,isin,reject,identifier_only,0.99,identifier_alias,1
AAKAAR,INE1GYP01013,isin,reject,identifier_only,0.99,identifier_alias,1
AAKAAR,aakaar medical technologies,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAL,US02376R1023,isin,reject,identifier_only,0.99,identifier_alias,1
AAL,02376R,wkn,reject,identifier_only,0.99,identifier_alias,1
AAL,american airlines group,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAL,american airlines,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AALB,NL0000852564,isin,reject,identifier_only,0.99,identifier_alias,1
AALB,aalberts,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AALB,aalberts industries,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AALG,US8829273122,isin,reject,identifier_only,0.99,identifier_alias,1
AALG,2x long aal,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AALI,ID1000066004,isin,reject,identifier_only,0.99,identifier_alias,1
AALI,astra agro lestari tbk,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AALI,astra agro lestari,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AALLON,FI4000369608,isin,reject,identifier_only,0.99,identifier_alias,1
AALLON,aallon group oyj,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AALLON,aallon group,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AALR,EGS01081C016,isin,reject,identifier_only,0.99,identifier_alias,1
AALR,general for land reclamation development & reconstru,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AALR12,BRAALRA01OR7,isin,reject,identifier_only,0.99,identifier_alias,1
AALR13,BRAALRA02OR5,isin,reject,identifier_only,0.99,identifier_alias,1
AALR3,BRAALRACNOR6,isin,reject,identifier_only,0.99,identifier_alias,1
AAM,KYG1000R1011,isin,reject,identifier_only,0.99,identifier_alias,1
AAM,aa mission acquisition,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAMCF,US02153X3061,isin,reject,identifier_only,0.99,identifier_alias,1
AAMCF,altisource asset management,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAME,US0482091008,isin,reject,identifier_only,0.99,identifier_alias,1
AAME,atlantic american,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAMI,US10948W1036,isin,reject,identifier_only,0.99,identifier_alias,1
AAMI,10948W,wkn,reject,identifier_only,0.99,identifier_alias,1
AAMI,acadian asset management,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAMMF,CA02028L1076,isin,reject,identifier_only,0.99,identifier_alias,1
AAMMF,almadex minerals,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAMTF,CA0419041037,isin,reject,identifier_only,0.99,identifier_alias,1
AAMTF,armada mercantile,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAN,CA0496AP2026,isin,reject,identifier_only,0.99,identifier_alias,1
AAN,aton resources,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AANANDALAK,INE197R01010,isin,reject,identifier_only,0.99,identifier_alias,1
AANANDALAK,aananda lakshmi spinning mills,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AANCHALISP,INE322R01022,isin,reject,identifier_only,0.99,identifier_alias,1
AANCHALISP,aanchal ispat,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAOI,US03823U1025,isin,reject,identifier_only,0.99,identifier_alias,1
AAOI,03823U,wkn,reject,identifier_only,0.99,identifier_alias,1
AAOI,applied opt,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAON,US0003602069,isin,reject,identifier_only,0.99,identifier_alias,1
AAON,894255,wkn,reject,identifier_only,0.99,identifier_alias,1
AAOX,US46152A4296,isin,reject,identifier_only,0.99,identifier_alias,1
AAOX,tradr 2x long aaoi,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAP,US00751Y1064,isin,reject,identifier_only,0.99,identifier_alias,1
AAP,00751Y,wkn,reject,identifier_only,0.99,identifier_alias,1
AAP,advance auto parts,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAP,advance auto,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAPB,US38747R8842,isin,reject,identifier_only,0.99,identifier_alias,1
AAPB,graniteshares 2x long tilray,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAPB,graniteshares - graniteshares 2x long tilray,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAPD,US25461A3041,isin,reject,identifier_only,0.99,identifier_alias,1
AAPD,direxion aapl bear 1x,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAPG,KYG0519B1023,isin,reject,identifier_only,0.99,identifier_alias,1
AAPG,A2PUCQ,wkn,reject,identifier_only,0.99,identifier_alias,1
AAPG,ascentage pharma group international,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAPI,US7413753077,isin,reject,identifier_only,0.99,identifier_alias,1
AAPI,apple isports group,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAPI,apple isports,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAPJ,US00037T1034,isin,reject,identifier_only,0.99,identifier_alias,1
AAPL,US0378331005,isin,reject,identifier_only,0.99,identifier_alias,1
AAPL,865985,wkn,reject,identifier_only,0.99,identifier_alias,1
AAPL,apple,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAPLUSTRAD,INE0C5901022,isin,reject,identifier_only,0.99,identifier_alias,1
AAPLUSTRAD,aa plus tradelink,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAPR,US45783Y3356,isin,reject,identifier_only,0.99,identifier_alias,1
AAPT,US01644F1066,isin,reject,identifier_only,0.99,identifier_alias,1
AAPT,all american pet,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAPU,US25461A8743,isin,reject,identifier_only,0.99,identifier_alias,1
AAPU,direxion aapl bull 2x,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAPU,savvylong 2x aapl,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAPW,US77926X7912,isin,reject,identifier_only,0.99,identifier_alias,1
AAPW,roundhill aapl weeklypay,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAPX,US26923N6296,isin,reject,identifier_only,0.99,identifier_alias,1
AAPX,t rex 2x long apple target,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAPX,opportunities - t rex 2x long apple target,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAPY,US78433H7254,isin,reject,identifier_only,0.99,identifier_alias,1
AAPY,kurv yield premium strategy apple aapl,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAPY,incomeshares apple aapl optio,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAQ1,DE000A3H2101,isin,reject,identifier_only,0.99,identifier_alias,1
AAQ1,aap implantate,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAQL,US00449Q1013,isin,reject,identifier_only,0.99,identifier_alias,1
AAQL,antiaging quantum living,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAR,AU000000AAR7,isin,reject,identifier_only,0.99,identifier_alias,1
AAR,astral resources nl,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AARADHYA,INE124401014,isin,reject,identifier_only,0.99,identifier_alias,1
AARADHYA,aaradhya disposal industries,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AARB,CH1304867463,isin,reject,identifier_only,0.99,identifier_alias,1
AARB,21shares arbitrum etp,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AARCON,INE056J01015,isin,reject,identifier_only,0.99,identifier_alias,1
AARCON,aarcon facilities,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AARD,US0029421007,isin,reject,identifier_only,0.99,identifier_alias,1
AARD,aardvark therapeutics,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AARD,aardvark,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AARON,INE721Z01010,isin,reject,identifier_only,0.99,identifier_alias,1
AARON,aaron industries,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AARSHYAM,INE512R01010,isin,reject,identifier_only,0.99,identifier_alias,1
AARSHYAM,aar shyam india investment,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AARVI,INE754X01016,isin,reject,identifier_only,0.99,identifier_alias,1
AARVI,aarvi encon,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAS,GB00BMF19B58,isin,reject,identifier_only,0.99,identifier_alias,1
AAS,abrdn asia focus,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AASB,NO0010672181,isin,reject,identifier_only,0.99,identifier_alias,1
AASB,aasen sparebank,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AASF,AU60MGE97056,isin,reject,identifier_only,0.99,identifier_alias,1
AASF,airlie australian - active,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AASG,LU1681044563,isin,reject,identifier_only,0.99,identifier_alias,1
AASHKA,INE0EAX01014,isin,reject,identifier_only,0.99,identifier_alias,1
AASHKA,aashka hospitals,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AASP,US01643P1057,isin,reject,identifier_only,0.99,identifier_alias,1
AASP,agassi sports entertainment,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AASTAFIN,INE819K01014,isin,reject,identifier_only,0.99,identifier_alias,1
AASTAFIN,aastamangalam finance,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAT,US0240131047,isin,reject,identifier_only,0.99,identifier_alias,1
AAT,american assets trust,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AATC,US0533061067,isin,reject,identifier_only,0.99,identifier_alias,1
AATC,autoscope technologies,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AATC,autoscope,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AATG,GB0005581672,isin,reject,identifier_only,0.99,identifier_alias,1
AATG,albion technology & general vct,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AATM,PK0011501019,isin,reject,identifier_only,0.99,identifier_alias,1
AATM,ali asghar textile mills,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AATMAJ,INE0OB201016,isin,reject,identifier_only,0.99,identifier_alias,1
AATMAJ,aatmaj healthcare,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AATV,US00650A1007,isin,reject,identifier_only,0.99,identifier_alias,1
AATV,adaptive ad systems,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAU,GB00B085SD50,isin,reject,identifier_only,0.99,identifier_alias,1
AAU,A0MS1U,wkn,reject,identifier_only,0.99,identifier_alias,1
AAU,ariana resources,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAUAF,CA0202833053,isin,reject,identifier_only,0.99,identifier_alias,1
AAUAF,almaden minerals,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAUC,CA01921D2041,isin,reject,identifier_only,0.99,identifier_alias,1
AAUC,A417BV,wkn,reject,identifier_only,0.99,identifier_alias,1
AAUC,allied gold,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAUGF,CA00792K2065,isin,reject,identifier_only,0.99,identifier_alias,1
AAUGF,aero energy,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAUKD,GB00B1XZS820,isin,reject,identifier_only,0.99,identifier_alias,1
AAUKF,USG037641002,isin,reject,identifier_only,0.99,identifier_alias,1
AAUM,US87975E7922,isin,reject,identifier_only,0.99,identifier_alias,1
AAUM,tema alternative asset managers,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAUS,US02072Q8539,isin,reject,identifier_only,0.99,identifier_alias,1
AAUS,alpha architect us equity,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAV,CA00791P1071,isin,reject,identifier_only,0.99,identifier_alias,1
AAV,advantage energy,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAVAS,INE216P01012,isin,reject,identifier_only,0.99,identifier_alias,1
AAVAS,aavas financiers,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAVM,US02072L5084,isin,reject,identifier_only,0.99,identifier_alias,1
AAVM,alpha architect global factor equity,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAVXF,US00370M1036,isin,reject,identifier_only,0.99,identifier_alias,1
AAVXF,A3EWCP,wkn,reject,identifier_only,0.99,identifier_alias,1
AAVXF,abivax societe anonyme,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAWH,US04351N1063,isin,reject,identifier_only,0.99,identifier_alias,1
AAWH,ascend wellness holdings,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAWH,ascend wellness,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAXJ,US4642881829,isin,reject,identifier_only,0.99,identifier_alias,1
AAXJ,msci all country asia ex japan,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAXT,US00252R3030,isin,reject,identifier_only,0.99,identifier_alias,1
AAXT,aamaxan transport group,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAXT,aamaxan transport,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAYAN,KW0EQ0200786,isin,reject,identifier_only,0.99,identifier_alias,1
AAYAN,aayan leasing and investment,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAYANRE,KW0EQ0401731,isin,reject,identifier_only,0.99,identifier_alias,1
AAYANRE,aayan real estate kscp,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAYUSH,INE430R01023,isin,reject,identifier_only,0.99,identifier_alias,1
AAYUSH,aayush wellness,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAYUSHBULL,INE777X01017,isin,reject,identifier_only,0.99,identifier_alias,1
AAYUSHBULL,aayush art and bullion,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAZ,GB00B0C18177,isin,reject,identifier_only,0.99,identifier_alias,1
AAZ,anglo asian mining,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AAZQ11,BRAAZQCTF001,isin,reject,identifier_only,0.99,identifier_alias,1
AAZQ11,az quest sole fdo inv - fiagro - imob resp lim,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AB,US01881G1067,isin,reject,identifier_only,0.99,identifier_alias,1
AB,alliancebernstein holding,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AB-H,asbestos,name,accept,safe_natural_language,0.90,accepted_name_alias,1
AB9,DE0005760029,isin,reject,identifier_only,0.99,identifier_alias,1
AB9,abo wind,name,accept,safe_natural_language,0.90,accepted_name_alias,1
ABA,CA00258D1006,isin,reject,identifier_only,0.99,identifier_alias,1
ABA,abasca resources,name,accept,safe_natural_language,0.90,accepted_name_alias,1
ABAN,INE421A01028,isin,reject,identifier_only,0.99,identifier_alias,1
ABAN,aban offshore,name,accept,safe_natural_language,0.90,accepted_name_alias,1
ABAN.N0000,LK0001N00004,isin,reject,identifier_only,0.99,identifier_alias,1
ABAN.N0000,abans electricals,name,accept,safe_natural_language,0.90,accepted_name_alias,1
ABANSENT,INE365O01028,isin,reject,identifier_only,0.99,identifier_alias,1
ABANSENT,abans enterprises,name,accept,safe_natural_language,0.90,accepted_name_alias,1
ABAR,KW0EQ0601959,isin,reject,identifier_only,0.99,identifier_alias,1
ABAR,burgan for well drilling trading and maintenance,name,accept,safe_natural_language,0.90,accepted_name_alias,1
ABAS,SE0018588659,isin,reject,identifier_only,0.99,identifier_alias,1
ABAS,abas protect,name,accept,safe_natural_language,0.90,accepted_name_alias,1
ABAT,US02451V3096,isin,reject,identifier_only,0.99,identifier_alias,1
ABAT,A3EGXN,wkn,reject,identifier_only,0.99,identifier_alias,1
ABAT,american battery technology,name,accept,safe_natural_language,0.90,accepted_name_alias,1
ABATEAS,INE454E01013,isin,reject,identifier_only,0.99,identifier_alias,1
ABATEAS,abate as industries,name,accept,safe_natural_language,0.90,accepted_name_alias,1
ABBA,CH0496484640,isin,reject,identifier_only,0.99,identifier_alias,1
ABBA,21shares bitcoin suisse etp,name,accept,safe_natural_language,0.90,accepted_name_alias,1
ABBB,US0502541016,isin,reject,identifier_only,0.99,identifier_alias,1
ABBB,auburn bancorp,name,accept,safe_natural_language,0.90,accepted_name_alias,1
ABBB,auburn ban,name,accept,safe_natural_language,0.90,accepted_name_alias,1
ABBEYBDS,NGABBEY00001,isin,reject,identifier_only,0.99,identifier_alias,1
ABBEYBDS,abbey mortgage bank,name,accept,safe_natural_language,0.90,accepted_name_alias,1
ABBL-EQO,BW0000000025,isin,reject,identifier_only,0.99,identifier_alias,1
ABBL-EQO,absa bank of botswana,name,accept,safe_natural_language,0.90,accepted_name_alias,1
ABBN,CH0012221716,isin,reject,identifier_only,0.99,identifier_alias,1
ABBN,919730,wkn,reject,identifier_only,0.99,identifier_alias,1
ABBRF,CA00379L1067,isin,reject,identifier_only,0.99,identifier_alias,1
ABBV,US00287Y1091,isin,reject,identifier_only,0.99,identifier_alias,1
ABBV,00287Y,wkn,reject,identifier_only,0.99,identifier_alias,1
ABBV,abbvie,name,accept,safe_natural_language,0.90,accepted_name_alias,1
ABBY,US00287T3086,isin,reject,identifier_only,0.99,identifier_alias,1
ABC,CL0001924357,isin,reject,identifier_only,0.99,identifier_alias,1
ABCA,FR0004040608,isin,reject,identifier_only,0.99,identifier_alias,1
ABCA,abc arbitrage,name,accept,safe_natural_language,0.90,accepted_name_alias,1
ABCB,US03076K1088,isin,reject,identifier_only,0.99,identifier_alias,1
ABCB,A0HNB2,wkn,reject,identifier_only,0.99,identifier_alias,1
ABCB,ameris bancorp,name,accept,safe_natural_language,0.90,accepted_name_alias,1
ABCB,ameris ban,name,accept,safe_natural_language,0.90,accepted_name_alias,1
ABCB3,BRABCBACNOR7,isin,reject,identifier_only,0.99,identifier_alias,1
ABCB4,BRABCBACNPR4,isin,reject,identifier_only,0.99,identifier_alias,1
ABCB4,banco abc brasil,name,accept,safe_natural_language,0.90,accepted_name_alias,1
ABCFF,CA0025555065,isin,reject,identifier_only,0.99,identifier_alias,1
ABCFF,abacus mining & exploration,name,accept,safe_natural_language,0.90,accepted_name_alias,1
ABCFF,abacus mining and exploration,name,accept,safe_natural_language,0.90,accepted_name_alias,1
ABCH,CH0475552201,isin,reject,identifier_only,0.99,identifier_alias,1
ABCH,21shares bitcoin cash etp,name,accept,safe_natural_language,0.90,accepted_name_alias,1
ABCINDQ,INE125D01011,isin,reject,identifier_only,0.99,identifier_alias,1
ABCINDQ,abc india,name,accept,safe_natural_language,0.90,accepted_name_alias,1
ABCL,CA00288U1066,isin,reject,identifier_only,0.99,identifier_alias,1
ABCL,A2QKXS,wkn,reject,identifier_only,0.99,identifier_alias,1
ABCL,abcellera biologics,name,accept,safe_natural_language,0.90,accepted_name_alias,1
ABCP,US0231641061,isin,reject,identifier_only,0.99,identifier_alias,1
ABCP,ambase,name,accept,safe_natural_language,0.90,accepted_name_alias,1
ABCP11,BRABCPCTF000,isin,reject,identifier_only,0.99,identifier_alias,1
ABCP11,grand plaza shopping fdo inv imob - resp lim,name,accept,safe_natural_language,0.90,accepted_name_alias,1
ABCS,US02072L2842,isin,reject,identifier_only,0.99,identifier_alias,1
ABCS,alpha blue capital us small-mid cap dynamic,name,accept,safe_natural_language,0.90,accepted_name_alias,1
ABCTRANS,NGABCTRANS01,isin,reject,identifier_only,0.99,identifier_alias,1
ABCTRANS,abc transport,name,accept,safe_natural_language,0.90,accepted_name_alias,1
ABDA,ID1000073406,isin,reject,identifier_only,0.99,identifier_alias,1
ABDA,asuransi bina dana arta tbk,name,accept,safe_natural_language,0.90,accepted_name_alias,1
ABDA,asuransi bina dana arta,name,accept,safe_natural_language,0.90,accepted_name_alias,1
ABDBY,US02008B1035,isin,reject,identifier_only,0.99,identifier_alias,1
ABDL,INE552Z01027,isin,reject,identifier_only,0.99,identifier_alias,1
ABDL,allied blenders and distillers,name,accept,safe_natural_language,0.90,accepted_name_alias,1
ABDL,allied blenders & distillers,name,accept,safe_natural_language,0.90,accepted_name_alias,1
ABDN,GB00BF8Q6K64,isin,reject,identifier_only,0.99,identifier_alias,1
ABDN,aberdeen group,name,accept,safe_natural_language,0.90,accepted_name_alias,1
ABDP,GB00B9GQVG73,isin,reject,identifier_only,0.99,identifier_alias,1
ABDP,dynamics,name,accept,safe_natural_language,0.90,accepted_name_alias,1
