ticker,name,exchange,asset_type,stock_sector,etf_category,country,country_code,isin,aliases,source_kind,source_exchange,source_mic,eodhd_exchange,eodhd_type,figi,lei,opendart_corp_code
0164G0,Kb Rise China Ai Semiconductor Top4 Plus Etf,KRX,ETF,,,South Korea,KR,KR70164G0008,KB RISE China AI Semiconductor TOP4Plus ETF,etfs,KRX,XKRX,KO,ETF,BBG020TX17C3,,
0166N0,Hanwha Plus Kosdaq 150 Active Etf,KRX,ETF,,,South Korea,KR,KR70166N0007,Hanwha Plus KOSDAQ 150 Active,etfs,KRX,XKRX,KO,ETF,BBG020ZBCQR4,,
0166S0,Hanwha PLUS K-Manufacturing Core Companies Active ETF,KRX,ETF,,,South Korea,KR,KR70166S0002,,etfs,KRX,XKRX,KO,ETF,BBG021513L52,,
0166T0,Hanwha Plus Global Ip Leaders Active Etf,KRX,ETF,,,South Korea,KR,KR70166T0001,Hanwha PLUS Global IP Lead A ETF,etfs,KRX,XKRX,KO,ETF,BBG021B6FV31,,
0167B0,Shinhan Sol 200 Target Weekly Covered Call ETF,KRX,ETF,,,South Korea,KR,KR70167B0000,Shinhan SOL 200 Target Weekly Covered Call ETF,etfs,KRX,XKRX,KO,ETF,BBG020ZBFDQ1,,
0167Z0,Samsung Kodex Us Aerospace Etf,KRX,ETF,,,South Korea,KR,KR70167Z0002,Samsung KODEX US Aerospace Tech ETF,etfs,KRX,XKRX,KO,ETF,BBG020ZBBKM3,,
0172V0,Hana 1Q Silver Active ETF,KRX,ETF,,,South Korea,KR,KR70172V0009,1Q Silver Active ETF,etfs,KRX,XKRX,KO,ETF,BBG021B6F8Q7,,
0172Y0,KIM ACE K-Export Core TOP10 Industry Active ETF,KRX,ETF,,,South Korea,KR,KR70172Y0006,ACE K-Export Core TOP10 Industry Active ETF,etfs,KRX,XKRX,KO,ETF,BBG021B6B435,,
0173Y0,Samsung Kodex Us AI Optical Communication Network ETF,KRX,ETF,,,South Korea,KR,KR70173Y0005,Samsung Kodex US AI Optical Communication Network ETF,etfs,KRX,XKRX,KO,ETF,BBG021B69HV8,,
0174B0,SamsungActive KoAct Global AI Memory Semiconductor Active ETF,KRX,ETF,,,South Korea,KR,KR70174B0001,Samsung KoAct Global AI Memory Semiconductor Active ETF,etfs,KRX,XKRX,KO,ETF,BBG021KM24W8,,
0174R0,Kiwoom KIWOOM US Growth Dow Jones ETF,KRX,ETF,,,South Korea,KR,KR70174R0003,Kiwoom US Growth Dow Jones ETF,etfs,KRX,XKRX,KO,ETF,BBG021B6FKK6,,
0176P0,VI FOCUS AI Semiconductor Weekly Fixed Covered Call ETF,KRX,ETF,,,South Korea,KR,KR70176P0003,VI Focus AI Semiconductor WE,etfs,KRX,XKRX,KO,ETF,BBG021GJ2RR5,,
0177A0,Woori Won Doosan Group Focus ETF,KRX,ETF,,,South Korea,KR,KR70177A0009,Woori WON Doosan Group Focus ETF,etfs,KRX,XKRX,KO,ETF,BBG021B6C8T7,,
0177X0,KIM ACE K-Humanoid Robot Top2 Plus ETF,KRX,ETF,,,South Korea,KR,KR70177X0002,KIM ACE K-Humanoid Robot Top2 Plus ETF Units,etfs,KRX,XKRX,KO,ETF,BBG021GJ2XC8,,
0180V0,KIM ACE US Space Tech Active ETF,KRX,ETF,,,South Korea,KR,KR70180V0009,ACE U.S. Space Tech Active ETF,etfs,KRX,XKRX,KO,ETF,BBG021KM3P69,,
0181L0,Shinhan SOL US Space Top10 ETF,KRX,ETF,,,South Korea,KR,KR70181L0000,Shinhan SOL US Space TOP10 E,etfs,KRX,XKRX,KO,ETF,BBG021RR88F4,,
0182R0,Hana 1Q K Semiconductor TOP2 Plus ETF,KRX,ETF,,,South Korea,KR,KR70182R0003,Hana 1Q K Semiconductor TOP2+ ETF,etfs,KRX,XKRX,KO,ETF,BBG021KM12L5,,
0184L0,Hanwha PLUS Mid-Term Bond (A- or higher) Active ETF,KRX,ETF,,,South Korea,KR,KR70184L0007,Hanwha PLUS Mid-Term Bond Active ETF,etfs,KRX,XKRX,KO,ETF,BBG02267GHT5,,
0186L0,Samsungactive Koact Us Robot Physical Ai Active Etf,KRX,ETF,,,South Korea,KR,KR70186L0005,KoAct U.S. Robots Physical AI Active ETF,etfs,KRX,XKRX,KO,ETF,BBG021Y00BN7,,
0189B0,Mirae Asset Tiger Silver Active Etf,KRX,ETF,,,South Korea,KR,KR70189B0004,Mirae Asset Silver ETF FOF,etfs,KRX,XKRX,KO,ETF,BBG021Y019Q8,,
0190G0,Samsung Kodex Semiconductor Target Weekly Covered Call Etf,KRX,ETF,,,South Korea,KR,KR70190G0006,KODEX Semiconductor Target Weekly CC ETF,etfs,KRX,XKRX,KO,ETF,BBG02267DDD4,,
0190M0,Kiwoom Kiwoom Us Ai Tech High Beta Etf,KRX,ETF,,,South Korea,KR,KR70190M0008,Kiwoom KIWOOM US AI Tech High Beta ETF,etfs,KRX,XKRX,KO,ETF,BBG02267KMJ0,,
0190Y0,Mirae Asset Tiger Google Value Chain Etf,KRX,ETF,,,South Korea,KR,KR70190Y0004,Mirae Asset TIGER Google Value ETF,etfs,KRX,XKRX,KO,ETF,BBG02267H0G5,,
0191B0,Midas Midas Kosdaq Active ETF,KRX,ETF,,,South Korea,KR,KR70191B0000,Midas KOSDAQ Active ETF,etfs,KRX,XKRX,KO,ETF,BBG022DMRVC9,,
0191M0,Db Mighty May Maturity Rollover Special Bond(Aaa) Active Etf,KRX,ETF,,,South Korea,KR,KR70191M0007,DB Mighty May Maturity Rollo,etfs,KRX,XKRX,KO,ETF,BBG022PW40Q2,,
0191S0,Ibk Kosdaq150 Etf,KRX,ETF,,,South Korea,KR,KR70191S0001,IBK KOSDAQ150 ETF,etfs,KRX,XKRX,KO,ETF,BBG022DMJTJ6,,
0191W0,NH-Amundi HANARO Mid Term Total Market Bond (A- or higher) Active ETF,KRX,ETF,,,South Korea,KR,KR70191W0005,NH-Amundi HANARO Mid Term Total Market Bond (A- or Above) Active ETF,etfs,KRX,XKRX,KO,ETF,BBG022DMNS21,,
0192L0,RISE SK hynix Single Stock Leve,KRX,ETF,,,South Korea,KR,KR70192L0007,KB RISE SK hynix Single Stock Leverage ETF,etfs,KRX,XKRX,KO,ETF,BBG022K4V3K9,,
0192M0,RISE Samsung Elec Single Stock,KRX,ETF,,,South Korea,KR,KR70192M0006,RISE Samsung Electronics Single Stock Leverage ETF,etfs,KRX,XKRX,KO,ETF,BBG022K4NQB7,,
0192S0,Shinhan Sol Kospi200 Treasury Blended 50 Etf,KRX,ETF,,,South Korea,KR,KR70192S0000,Shinhan SOL KOSPI200 Treasury Blended 50,etfs,KRX,XKRX,KO,ETF,BBG022DMLGQ3,,
0192T0,Shinhan SOL Kosdaq Top10 ETF,KRX,ETF,,,South Korea,KR,KR70192T0009,Shinhan SOL KOSDAQ TOP10 ETF,etfs,KRX,XKRX,KO,ETF,BBG022DMMN05,,
0192Z0,Mirae Asset Global Investments Co. Ltd. - Mirae Asset Tiger Mid Term Aggregate Bond Active ETF,KRX,ETF,,,South Korea,KR,KR70192Z0001,Mirae Asset TIGER Mid Term A Fund,etfs,KRX,XKRX,KO,ETF,BBG022DMTH83,,
0193G0,Samsungactive Koact Kospi Active Etf,KRX,ETF,,,South Korea,KR,KR70193G0003,Samsung Active KoAct KOSPI Active ETF,etfs,KRX,XKRX,KO,ETF,BBG022DMH920,,
0193M0,BNK BNK 27-12 Public Finance Bond (AAA Or Higher) Active ETF,KRX,ETF,,,South Korea,KR,KR70193M0005,BNK BNK 27-12 Public Finance,etfs,KRX,XKRX,KO,ETF,BBG022ZM2WG6,,
0193T0,KODEX SK Hynix Single Stock Lev,KRX,ETF,,,South Korea,KR,KR70193T0008,Samsung KODEX SK Hynix Single Stock Leverage ETF,etfs,KRX,XKRX,KO,ETF,BBG022K5FDH6,,
0194R0,KIWOOM F-SK Hynix Single Stock,KRX,ETF,,,South Korea,KR,KR70194R0009,Kiwoom F-SK Hynix Single Stock Leverage ETF,etfs,KRX,XKRX,KO,ETF,BBG022K4QFP3,,
0195R0,Mirae Asset Global Investments Co.Ltd - Tiger Samsung Electronics Single Stock Leverage ETF,KRX,ETF,,,South Korea,KR,KR70195R0008,Mirae Asset TIGER Samsung Electronics Solactive Leveraged ETF,etfs,KRX,XKRX,KO,ETF,BBG022K4VCY4,,
0195S0,TIGER SK Hynix Single Stock Lev,KRX,ETF,,,South Korea,KR,KR70195S0007,Mirae Asset TIGER SK Hynix Single Stock Leverage ETF,etfs,KRX,XKRX,KO,ETF,BBG022K4TGD1,,
0197W0,SOL SK Hynix Single Stock lever,KRX,ETF,,,South Korea,KR,KR70197W0009,Shinhan SOL SK Hynix Single Stock Leverage Fund,etfs,KRX,XKRX,KO,ETF,BBG022K56S01,,
0198A0,Kiwoom Kiwoom Kosdaq 150 Covered Call Active ETF,KRX,ETF,,,South Korea,KR,KR70198A0004,Kiwoom KOSDAQ 150 Covered Call Active ETF,etfs,KRX,XKRX,KO,ETF,BBG023C402D0,,
0198D0,1Q F-SK hynix Single stock Leve,KRX,ETF,,,South Korea,KR,KR70198D0001,Hana 1Q Futures SK hynix Single-Stock Leveraged ETF,etfs,KRX,XKRX,KO,ETF,BBG022K4SZ59,,
0199C0,Kim Ace High Dividend Plus Covered Call Active Etf,KRX,ETF,,,South Korea,KR,KR70199C0001,KIM ACE High Dividend Plus C Fund,etfs,KRX,XKRX,KO,ETF,BBG022PVQ0J8,,
0203R0,WOORI Won Korea Mid-Short Term Bond Active ETF,KRX,ETF,,,South Korea,KR,KR70203R0008,Woori Won Korea Mid-Short Term Bond Fund,etfs,KRX,XKRX,KO,ETF,BBG022PV4T45,,
0203S0,Woori Won Samsung Electronics Hyundai Motors Balanced ETF,KRX,ETF,,,South Korea,KR,KR70203S0007,Woori WON Samsung Electronics Fund,etfs,KRX,XKRX,KO,ETF,BBG022PV8491,,
0204S0,Mirae Asset Global Investments Co. Ltd. - Mirae Asset Tiger Kosdaq Active ETF,KRX,ETF,,,South Korea,KR,KR70204S0006,Mirae Asset TIGER KOSDAQ Active ETF,etfs,KRX,XKRX,KO,ETF,BBG022PW1LK5,,
0206G0,Hana 1q Hyundai Motor Kia Blend 50 Etf,KRX,ETF,,,South Korea,KR,KR70206G0008,Hana 1Q Hyundai Motor and Kia Bond Mix 50 Fund,etfs,KRX,XKRX,KO,ETF,BBG022V77H17,,
0207G0,Shinhan SOL Space Value Chain ETF,KRX,ETF,,,South Korea,KR,KR70207G0007,,etfs,KRX,XKRX,KO,ETF,BBG022ZM5GF9,,
0207Z0,Kiwoom U.S. Space Data Center Infrastructure ETF,KRX,ETF,,,South Korea,KR,KR70207Z0004,Kiwoom KIWOOM US Space Data Center Infrastructure ETF,etfs,KRX,XKRX,KO,ETF,BBG022ZM5ZL0,,
0208N0,Ibk Ibk Kospi Active Etf,KRX,ETF,,,South Korea,KR,KR70208N0007,IBK KOSPI Active ETF,etfs,KRX,XKRX,KO,ETF,BBG0236NNFX9,,
0209D0,Samsung Kodex Ssb & Ess Battery Top2 Plus Etf,KRX,ETF,,,South Korea,KR,KR70209D0008,Samsung KODEX SSB & ESS Battery TOP2 Plus ETF,etfs,KRX,XKRX,KO,ETF,BBG0236NN856,,
0209Z0,Kim Ace Korea Ai Electric Power Top10 ETF,KRX,ETF,,,South Korea,KR,KR70209Z0002,KIM ACE Korea AI Electric Power TOP10 ETF,etfs,KRX,XKRX,KO,ETF,BBG0236NPVJ8,,
0210A0,Kim Ace Korea Semiconductor Top2 Plus Etf,KRX,ETF,,,South Korea,KR,KR70210A0008,KIM ACE Korea Semiconductor TOP2 Plus ETF,etfs,KRX,XKRX,KO,ETF,BBG0236NKZQ6,,
0A06,iShares IV Public Limited Company - iShares $ Short Duration Corporate Bond UCITS ETF,LSE,ETF,,,United Kingdom,GB,IE00BDDRH631,iShares $ Short Duration High Yield Corp Bond UCITS ETF,etfs,LSE,XLON,LSE,ETF,BBG00NWMVZG6,,
0A07,iShares II Public Limited Company - iShares $ High Yield Corporate Bond UCITS ETF,LSE,ETF,,,United Kingdom,GB,IE00BDDRH961,iShares $ High Yield Corp Bond UCITS ETF MXN Hedged (Acc),etfs,LSE,XLON,LSE,ETF,BBG00NWMW214,,
0A24,Ishares PLC - Ishares Treasury Bond 0-1 year UCITS ETF,LSE,ETF,,,United Kingdom,GB,IE00BJ5JMP33,iShares $ Treasury Bond 0-1yr UCITS ETF MXN Hedged (Acc),etfs,LSE,XLON,LSE,ETF,BBG00PZGCVC5,,
0EMU,Ossiam Lux - OSSIAM MSCI EMU UCITS ETF 1C EUR Accumulation,Euronext,ETF,,,France,FR,LU3078637314,Ossiam Lux SICAV - Ossiam MSCI EMU UCITS ETF 1C EUR,etfs,Euronext,XPAR,PA,ETF,BBG01VPV0QQ8,,
0HGY,Multi Units Luxembourg - Lyxor Euro Government Bond 1-3Y (DR) UCITS ETF,LSE,ETF,,,United Kingdom,GB,LU1650487413,Amundi Euro Government Bond 1-3Y UCITS ETF Dist,etfs,LSE,XLON,LSE,ETF,BBG00NRVWW32,,
0MLU,iShares (DE) I - iShares Dow Jones Global Titans 50 UCITS ETF (DE),LSE,ETF,,,United Kingdom,GB,DE0006289382,iShares Dow Jones Global Titans 50 UCITS ETF (DE),etfs,LSE,XLON,LSE,ETF,BBG00JRYX622,,
0MNJ,iShares (DE) I - iShares STOXX Global Select Dividend 100 UCITS ETF (DE),LSE,ETF,,,United Kingdom,GB,DE000A0F5UH1,iShares STOXX Global Select Dividend 100 UCITS ETF (DE),etfs,LSE,XLON,LSE,ETF,BBG00JRYX6N9,,
0MOH,iShares (DE) I - iShares STOXX Europe 600 Oil & Gas UCITS ETF (DE),LSE,ETF,,,United Kingdom,GB,DE000A0H08M3,iShares STOXX Europe 600 Oil & Gas UCITS ETF (DE),etfs,LSE,XLON,LSE,ETF,BBG00JRYX6L1,,
0SWE,OSSIAM MSCI WORLD - UCITS ETF 1C (EUR),Euronext,ETF,,,France,FR,LU3078637660,Ossiam MSCI World UCITS ETF 1C USD,etfs,Euronext,XPAR,PA,ETF,BBG01XRW6VK9,,
0TPE,iShares $ TIPS UCITS ETF EUR Hedged (Acc),LSE,ETF,,,United Kingdom,GB,IE00BDZVH966,iShares USD TIPS UCITS ETF EUR Hedged (Acc),etfs,LSE,XLON,LSE,ETF,BBG00K5SC6D7,,
0UCA,OSSIAM MSCI CANADA - UCITS ETF 1C,Euronext,ETF,,,France,FR,LU3138596146,Ossiam MSCI Canada NR 1C (EUR),etfs,Euronext,XPAR,PA,ETF,BBG021JZXCK2,,
0USE,Ossiam S&P 500 UCITS ETF 1C (EUR),Euronext,ETF,,,France,FR,LU2997383372,,etfs,Euronext,XPAR,PA,ETF,BBG01TB26R66,,
0XC5,EasyETF - BNP Paribas Easy S&P 500 UCITS ETF,LSE,ETF,,,United Kingdom,GB,FR0011550177,BNP Paribas Easy S&P 500 UCITS ETF EUR C,etfs,LSE,XLON,LSE,ETF,BBG00SYG72C0,,
0Y8J,UBS (Irl) Fund Solutions plc - MSCI ACWI SF UCITS ETF,LSE,ETF,,,United Kingdom,GB,IE00BYVDRF92,UBS ETF (IE) MSCI ACWI SF UCITS ETF (hedged to GBP) A-UKdis,etfs,LSE,XLON,LSE,ETF,BBG00JRQT9V6,,
100H,Amundi FTSE 100 UCITS ETF EUR Hedged Acc,Euronext,ETF,,,France,FR,LU1650492330,Amundi FTSE 100 UCITS ETF,etfs,Euronext,XPAR,PA,ETF,BBG00D9M7WH7,,
10AJ,Amundi Index Solutions - Amundi Index FTSE EPRA NAREIT Global UCITS ETF DR,FSX,ETF,,,Germany,DE,LU1737652823,Amundi FTSE EPRA NAREIT Global UCITS ETF Acc,etfs,FSX,XFRA,F,ETF,BBG00JQ2VQM9,,
18M2,Amundi ETF MSCI EMU High Dividend UCITS ETF,FSX,ETF,,,Germany,DE,FR0010717090,Amundi MSCI EMU High Dividend UCITS ETF Acc,etfs,FSX,XFRA,F,ETF,BBG001MNKXN2,,
28IY,iShares iBonds Dec 2028 Term EUR Italy Government Bond UCITS ETF EUR (Dist),Euronext,ETF,,,France,FR,IE000Q2EQ5K8,iShares iBonds Dec 2028 Term Italy Government Bond ETF,etfs,Euronext,XPAR,PA,ETF,BBG01MDHNVL1,,
29GI,iShares iBonds Dec 2029 Term â¬ Corp UCITS ETF EUR Dist,Euronext,ETF,,,France,FR,IE000IHURBR0,iShares iBonds Dec 2029 Term € Corp UCITS ETF,etfs,Euronext,XPAR,PA,ETF,BBG01MPG9SJ6,,
2B70,iShares NASDAQ US Biotechnology UCITS ETF,FSX,ETF,,,Germany,DE,IE00BYXG2H39,iShares Nasdaq US Biotechnology UCITS ETF,etfs,FSX,XFRA,F,ETF,BBG00J4VH5P8,,
2B76,iShares Automation & Robotics UCITS ETF USD (Acc),FSX,ETF,,,Germany,DE,IE00BYZK4552,iShares Automation & Robotics UCITS ETF,etfs,FSX,XFRA,F,ETF,BBG00DQFXXQ2,,
2B78,iShares Healthcare Innovation UCITS ETF USD (Acc),FSX,ETF,,,Germany,DE,IE00BYZK4776,,etfs,FSX,XFRA,F,ETF,BBG00DQG1YK9,,
2B7B,iShares S&P 500 Materials Sector UCITS ETF USD (Acc),XDUS,ETF,,,Germany,DE,IE00B4MKCJ84,,etfs,XDUS,XDUS,DU,ETF,BBG00G5K2FK6,,
2B7J,iShares MSCI World SRI UCITS ETF USD (Dist),FSX,ETF,,,Germany,DE,IE00BDZZTM54,,etfs,FSX,XFRA,F,ETF,BBG00NGJ5941,,
2B7K,iShares MSCI World SRI UCITS ETF EUR (Acc),FSX,ETF,,,Germany,DE,IE00BYX2JD69,,etfs,FSX,XFRA,F,ETF,BBG00J9YNQH3,,
2B7K,iShares MSCI World SRI UCITS ETF,Munich,ETF,,,Germany,DE,IE00BYX2JD69,iShares MSCI World SRI UCITS ETF EUR (Acc),etfs,Munich,XMUN,MU,ETF,BBG00J9YNQH3,,
2B7K,iShares MSCI World SRI UCITS ETF EUR (Acc),XDUS,ETF,,,Germany,DE,IE00BYX2JD69,,etfs,XDUS,XDUS,DU,ETF,BBG00J9YNQH3,,
2BRK,2x Long Berkshire,AMS,ETF,,,Netherlands,NL,XS2399369110,2X Long Berkshire Hathaway Mutual Fund,etfs,Euronext,XAMS,AS,ETF,BBG013L18CW6,,
2CAR,WisdomTree STOXX Europe Automobiles 2x Daily Leveraged,XETRA,ETF,,,Germany,DE,XS2427363895,WT Stoxx Europe Automobiles 2x Daily Leveraged Fund,etfs,XETR,XETR,XETRA,ETF,BBG015PG7VV4,,
2MSF,Leverage Shares 2x Microsoft ETC A EUR,AMS,ETF,,,Netherlands,NL,IE00BF03XY85,Leverage Shares 2x Microsoft ETP,etfs,Euronext,XAMS,AS,ETF,BBG00JGHNGC9,,
300610,MiraeAsset TIGER K-Game ETF,KRX,ETF,,,South Korea,KR,KR7300610003,Mirae Asset Tiger K-GAME ETF,etfs,KRX,XKRX,KO,ETF,BBG00LGNCXF3,,
300640,KB KBSTAR Game Industry,KRX,ETF,,,South Korea,KR,KR7300640000,KB Rise Game Industry ETF,etfs,KRX,XKRX,KO,ETF,BBG00LGNCYD3,,
300950,Samsung KODEX Game Industry ETF,KRX,ETF,,,South Korea,KR,KR7300950003,SSM Kodex Game Industry ETF,etfs,KRX,XKRX,KO,ETF,BBG00LGNCY25,,
30ID,iShares iBonds Dec 2030Term$CorpETF$Dist,SIX,ETF,,,Switzerland,CH,IE000BZXJJ24,iShares iBonds Dec 2030 Term $ Corp UCITS ETF,etfs,SIX,XSWX,SW,ETF,BBG01MQ6FNW6,,
30IG,iShares iBonds Dec 2030 Term â¬ Corp UCITS ETF EUR Dist,Euronext,ETF,,,France,FR,IE000LX17BP9,iShares iBonds Dec 2030 Term ETF,etfs,Euronext,XPAR,PA,ETF,BBG01MQ67XY1,,
31BB,Betashares 2031 Fixed Term Corp Bond Active Etf,ASX,ETF,,,Australia,AU,AU0000463143,BetaShares 2031 Fixed Term Corporate Bond Active ETF,etfs,ASX,XASX,AU,ETF,BBG021T2QL40,,
329650,Samsung KODEX TRF3070 ETF,KRX,ETF,,,South Korea,KR,KR7329650006,Samsung Kodex TRF3070 ETF,etfs,KRX,XKRX,KO,ETF,BBG00PN99JR9,,
36B6,iShares IV Public Limited Company - iShares MSCI USA SRI UCITS ETF,Munich,ETF,,,Germany,DE,IE00BZ173T46,iShares MSCI USA SRI UCITS ETF USD (Dist),etfs,Munich,XMUN,MU,ETF,BBG00N6FND69,,
36B6,iShares IV Public Limited Company - iShares MSCI USA SRI UCITS ETF,XDUS,ETF,,,Germany,DE,IE00BZ173T46,iShares MSCI USA SRI UCITS ETF USD (Dist),etfs,XDUS,XDUS,DU,ETF,BBG00N6FND69,,
3AMZ,Leverage Shares 3x Amazon ETP Securities EUR,AMS,ETF,,,Netherlands,NL,IE00BK5BZQ82,Leverage Shares 3x Amazon ETP Securities,etfs,Euronext,XAMS,AS,ETF,BBG00V3M8TW2,,
3APE,Leverage Shares 3x Apple ETC,XETRA,ETF,,,Germany,DE,IE00BK5BZS07,Leverage Shares 3x Apple ETP Securities,etfs,XETR,XETR,XETRA,ETF,BBG00V3MBBG5,,
3CBR,Leverage Shares 3x Long Cerebras Systems (CBRS) ETP Securities,XETRA,ETF,,,Germany,DE,XS3388190053,Leverage Shares 3x Long Cerebras Systems (CBRS) ETP,etfs,XETR,XETR,XETRA,ETF,BBG022THYS69,,
3CRE,Leverage Shares 3x Salesforce.Com ETC,XETRA,ETF,,,Germany,DE,IE00BK5BZT14,Leverage Shares 3x Salesforce ETP,etfs,XETR,XETR,XETRA,ETF,BBG00V3MBSP8,,
3DVY,First Trust Europe Rising Dividend Achievers UCITS ETF,XETRA,ETF,,,Germany,DE,IE000CPG9HG3,First Trust Euro Rising Dividend Achievers UCITS ETF,etfs,XETR,XETR,XETRA,ETF,BBG022W61N02,,
3HNX,Leverage Shares 3x Long SK Hynix ETP,XETRA,ETF,,,Germany,DE,XS3388190996,,etfs,XETR,XETR,XETRA,ETF,BBG022THZ4B5,,
3MSE,Leverage Shares 3x Microsoft ETC,XETRA,ETF,,,Germany,DE,IE00BK5BZV36,Leverage Shares 3x Microsoft ETP Securities,etfs,XETR,XETR,XETRA,ETF,BBG00V3MC3L6,,
3PLT,Leverage Shares 3x Palantir ETP Securities,AMS,ETF,,,Netherlands,NL,XS2337085851,Leverage Shares 3x Palantir ETP,etfs,Euronext,XAMS,AS,ETF,,,
3SUD,Ishares II PLC - Ishares J.P. Morgan EM Bond UCITS ETF,FSX,ETF,,,Germany,DE,IE00BJ5JPH63,iShares J.P. Morgan $ EM Bond EUR Hedged UCITS ETF (Dist),etfs,FSX,XFRA,F,ETF,BBG00P17QV19,,
3TSE,Leverage Shares 3x Tesla ETP Securities,XETRA,ETF,,,Germany,DE,XS2757381400,,etfs,XETR,XETR,XETRA,ETF,BBG00ZK8KGT3,,
3TSM,Leverage Shares 3x Long Taiwan Semiconductor (TSM) ETP Securities,AMS,ETF,,,Netherlands,NL,XS2399365043,,etfs,Euronext,XAMS,AS,ETF,BBG013L167W9,,
426030,TIME US NASDAQ100 ACTIVE,KRX,ETF,,,South Korea,KR,KR7426030003,Timefolio U.S. NASDAQ 100 Action ETF,etfs,KRX,XKRX,KO,ETF,BBG0179N1ZR5,,
4BRZ,iShares MSCI Brazil UCITS ETF (DE) USD,SIX,ETF,,,Switzerland,CH,DE000A0Q4R85,iShares MSCI Brazil UCITS ETF (DE) USD (Acc),etfs,SIX,XSWX,SW,ETF,BBG00MCBG5F8,,
500X,SPDR S&P 500 ESG Leaders UCITS ETF,SIX,ETF,,,Switzerland,CH,IE00BH4GPZ28,SPDR S&P 500 Leaders UCITS ETF USD Unhedged (Acc),etfs,SIX,XSWX,SW,ETF,BBG00R05Q4Z3,,
AAA,Betashares Australian High Interest Cash ETF,ASX,ETF,,,Australia,AU,AU000000AAA3,BetaShares Australian High Interest Cash ETF,etfs,ASX,XASX,AU,ETF,BBG002PY9RM0,,
AADA,21Shares Cardano ETP CHF,SIX,ETF,,,Switzerland,CH,CH1102728750,21Shares Cardano ETP,etfs,SIX,XSWX,SW,ETF,BBG0109Z91M5,,
AAPI,IncomeShares Apple (AAPL) Options ETP GBP,LSE,ETF,,,United Kingdom,GB,XS2901884663,IncomeShares Apple Options ETP,etfs,LSE,XLON,LSE,ETF,BBG01PXHRQW7,,
AAPY,IncomeShares Apple (AAPL) Options ETP,LSE,ETF,,,United Kingdom,GB,XS2901884663,IncomeShares Apple Options ETP,etfs,LSE,XLON,LSE,ETF,BBG01PT1Z019,,
AARB,21Shares Arbitrum ETP,AMS,ETF,,,Netherlands,NL,CH1304867463,,etfs,Euronext,XAMS,AS,ETF,BBG01KD40FQ9,,
AASI,Amundi Index Solutions - Amundi MSCI Em Asia UCITS ETF-C EUR EUR,SIX,ETF,,,Switzerland,CH,LU1681044480,Amundi MSCI Emerging Markets Asia UCITS ETF EUR (C),etfs,SIX,XSWX,SW,ETF,BBG00KDJ1PY5,,
AAXJ,iShares Trust - iShares MSCI All Country Asia ex Japan ETF,BMV,ETF,,,Mexico,MX,US4642881829,iShares MSCI All Country Asia ex Japan ETF,etfs,BMV,XMEX,MX,ETF,BBG000G6GXC5,,
ABCH,21Shares Bitcoin Cash ETP,SIX,ETF,,,Switzerland,CH,CH0475552201,,etfs,SIX,XSWX,SW,ETF,BBG00PMGRBJ0,,
ABCH,21Shares Bitcoin Cash ETP,Euronext,ETF,,,France,FR,CH0475552201,,etfs,Euronext,XPAR,PA,ETF,BBG00PMGRBJ0,,
ABNB,21Shares Binance BNB ETP,SIX,ETF,,,Switzerland,CH,CH0496454155,,etfs,SIX,XSWX,SW,ETF,BBG00QJBQSF1,,
ABTC,21Shares Bitcoin ETP (CHF),SIX,ETF,,,Switzerland,CH,CH0454664001,21Shares Bitcoin ETP,etfs,SIX,XSWX,SW,ETF,BBG00NDMR2F6,,
ABTC,21Shares Bitcoin ETP EUR,Euronext,ETF,,,France,FR,CH0454664001,21Shares Bitcoin ETP,etfs,Euronext,XPAR,PA,ETF,BBG00NDMR2F6,,
ACDC,Global X Battery Tech & Lithium ETF,ASX,ETF,,,Australia,AU,AU0000022386,,etfs,ASX,XASX,AU,ETF,BBG00LSZN4V7,,
ACE29,BNP PARIBAS EASY - ESG Enhanced EUR Corp Bond December 2029 UCITS ETF CAPITALISATION,Euronext,ETF,,,France,FR,LU2823896811,BNP Paribas Easy Sustainable EUR Corporate Bond December 2029 UCITS ETF,etfs,Euronext,XPAR,PA,ETF,BBG01PD4Z2L4,,
ACE32,BNP PARIBAS EASY - ESG Enhanced EUR Corp Bond December 2032 UCITS ETF CAPITALISATION,Euronext,ETF,,,France,FR,LU2823895847,BNP Paribas Easy Sustainable EUR Corporate Bond December 2032 UCITS ETF Acc,etfs,Euronext,XPAR,PA,ETF,BBG01PD4WPR0,,
ACWX,iShares Trust - iShares MSCI ACWI ex U.S. ETF,BMV,ETF,,,Mexico,MX,US4642882405,iShares MSCI ACWI ex U.S. ETF,etfs,BMV,XMEX,MX,ETF,BBG000TH7DF8,,
ADOT,21Shares Polkadot ETP CHF,SIX,ETF,,,Switzerland,CH,CH0593331561,21Shares Polkadot ETP,etfs,SIX,XSWX,SW,ETF,BBG00Z422046,,
AEJ,Lyxor UCITS MSCI AC Asia-Pacific Ex Japan C-E,Euronext,ETF,,,France,FR,LU1900068328,Amundi MSCI AC Asia Pacific Ex Japan UCITS ETF Acc,etfs,Euronext,XPAR,PA,ETF,BBG00N8SF8S5,,
