campaign,listing_key,ticker,exchange,asset_type,name,isin,residual_type,severity,cluster_size,evidence_source,decision,review_priority,verification_evidence_required,recommended_next_source,source_gate
C4_identity_residual_burn_down,FSX::58O|OTC::TBCRF|TSX::TF,58O|TBCRF|TF,FSX|OTC|TSX,Stock,TIMBERCREEK FINL|Timbercreek Financial Corp|Timbercreek Financial Corp.,CA88709B1040,umbrella_isin_three_or_more_distinct_names,high,3,data/listings.csv,manual_review_requires_official_identifier_evidence,P1,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,LSE::0VL8|NYSE::TD|TSX::TD|FSX::TDB|XSTU::TDB|OTC::TDBCP,0VL8|TD|TDB|TDBCP,FSX|LSE|NYSE|OTC|TSX|XSTU,Stock,TORONTO DOMINION BANK|TORONTO-DOMINION BK (TDB.SG)|The Toronto-Dominion Bank|Toronto Dominion Bank|Toronto-Dominion Bank,CA8911605092,umbrella_isin_three_or_more_distinct_names,high,6,data/listings.csv,manual_review_requires_official_identifier_evidence,P1,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,FSX::5O7|TSX::TOT|OTC::TOTZF,5O7|TOT|TOTZF,FSX|OTC|TSX,Stock,TOTAL ENERGY SERVS INC.|Total Energy Services Inc|Total Energy Services Inc.,CA89154B1022,umbrella_isin_three_or_more_distinct_names,high,3,data/listings.csv,manual_review_requires_official_identifier_evidence,P1,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,FSX::7HZ|TSXV::TRBE|OTC::TRPTF,7HZ|TRBE|TRPTF,FSX|OTC|TSXV,Stock,TRIBE PROPERTY TECHS|Tribe Property Technologies Inc|Tribe Property Technologies Inc.,CA89602T1012,umbrella_isin_three_or_more_distinct_names,high,3,data/listings.csv,manual_review_requires_official_identifier_evidence,P1,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,FSX::5V8|OTC::VDTAF|TSXV::VTT,5V8|VDTAF|VTT,FSX|OTC|TSXV,Stock,VENDETTA MINING|Vendetta Mining Corp|Vendetta Mining Corp.,CA92261V1022,umbrella_isin_three_or_more_distinct_names,high,3,data/listings.csv,manual_review_requires_official_identifier_evidence,P1,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,FSX::5V7|TSXV::VPT|OTC::VPTDF,5V7|VPT|VPTDF,FSX|OTC|TSXV,Stock,VENTRIPOINT DIAGNOSTICS|VentriPoint Diagnostics Ltd|VentriPoint Diagnostics Ltd.,CA92281P2008,umbrella_isin_three_or_more_distinct_names,high,3,data/listings.csv,manual_review_requires_official_identifier_evidence,P1,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,FSX::3V6|TSX::VISA|NEO::VISA,3V6|VISA,FSX|NEO|TSX,Stock,VISA INC. CDR|Visa CDR (CAD Hedged)|Visa Inc CDR,CA92790D1024,umbrella_isin_three_or_more_distinct_names,high,3,data/listings.csv,manual_review_requires_official_identifier_evidence,P1,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,LSE::0VNO|FSX::JEJ|XSTU::JEJ|NYSE MKT::VGZ|TSX::VGZ,0VNO|JEJ|VGZ,FSX|LSE|NYSE MKT|TSX|XSTU,Stock,VISTA GOLD (JEJ.SG)|Vista Gold Corp|Vista Gold Corp.|Vista Gold Corporation,CA9279263037,umbrella_isin_three_or_more_distinct_names,high,5,data/listings.csv,manual_review_requires_official_identifier_evidence,P1,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,FSX::1AJ2|OTC::ABEPF|TSXV::VLI,1AJ2|ABEPF|VLI,FSX|OTC|TSXV,Stock,VISION LITHIUM|Vision Lithium Inc|Vision Lithium inc.,CA92837C1095,umbrella_isin_three_or_more_distinct_names,high,3,data/listings.csv,manual_review_requires_official_identifier_evidence,P1,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,FSX::VM3|TSXV::VUL|OTC::VULMF,VM3|VUL|VULMF,FSX|OTC|TSXV,Stock,VULCAN MINLS|Vulcan Minerals Inc|Vulcan Minerals Inc.,CA9289451044,umbrella_isin_three_or_more_distinct_names,high,3,data/listings.csv,manual_review_requires_official_identifier_evidence,P1,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,FSX::8JR|TSXV::WISH|OTC::WPNDF,8JR|WISH|WPNDF,FSX|OTC|TSXV,Stock,WISHPOND TECHNOLOGIES|Wishpond Technologies Ltd|Wishpond Technologies Ltd.,CA97730P2061,umbrella_isin_three_or_more_distinct_names,high,3,data/listings.csv,manual_review_requires_official_identifier_evidence,P1,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,OTC::CGDXF|FSX::I970|TSXV::XGC,CGDXF|I970|XGC,FSX|OTC|TSXV,Stock,XALI GOLD CORP.ORP.|Xali Gold Corp|Xali Gold Corp.,CA98387F1036,umbrella_isin_three_or_more_distinct_names,high,3,data/listings.csv,manual_review_requires_official_identifier_evidence,P1,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,LSE::0QNZ|FSX::1L6|SIX::CPHN,0QNZ|1L6|CPHN,FSX|LSE|SIX,Stock,CPH Chemie + Papier Holding AG|CPH Chemie und Papier Holding|CPH Group AG,CH0001624714,umbrella_isin_three_or_more_distinct_names,high,3,data/listings.csv,manual_review_requires_official_identifier_evidence,P1,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,LSE::0QME|FSX::OFH|SIX::OFN,0QME|OFH|OFN,FSX|LSE|SIX,Stock,Orell Fuessli AG|Orell Fuessli Holding AG|Orell Füssli AG,CH0003420806,umbrella_isin_three_or_more_distinct_names,high,3,data/listings.csv,manual_review_requires_official_identifier_evidence,P1,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,XETRA::HLG|FSX::HLG|XSTU::HLG,HLG,FSX|XETRA|XSTU,Stock,HIGHLIGHT COMMUNICA (HLG.SG)|HIGHLIGHT COMMUNICATIONS AG INH.SF 1|Highlight Communications AG,CH0006539198,umbrella_isin_three_or_more_distinct_names,high,3,data/listings.csv,manual_review_requires_official_identifier_evidence,P1,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,LSE::0QPD|SIX::ALLN|FSX::AZ4N,0QPD|ALLN|AZ4N,FSX|LSE|SIX,Stock,ALLREAL HLDG|Allreal Holding|Allreal Holding AG,CH0008837566,umbrella_isin_three_or_more_distinct_names,high,3,data/listings.csv,manual_review_requires_official_identifier_evidence,P1,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,LSE::0QP1|OTC::COCXF|OTC::LDSVF|SIX::LISP|XSTU::LSPP,0QP1|COCXF|LDSVF|LISP|LSPP,LSE|OTC|SIX|XSTU,Stock,Chocoladefabriken Lindt & Spruengli AG Part|Chocoladefabriken Lindt & Spruengli AG Part. Cert.|Chocoladefabriken Lindt & Sprüngli AG,CH0010570767,umbrella_isin_three_or_more_distinct_names,high,5,data/listings.csv,manual_review_requires_official_identifier_evidence,P1,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,LSE::0QLR|XETRA::NOT|XSTU::NOT|SIX::NOVN|OTC::NVSEF,0QLR|NOT|NOVN|NVSEF,LSE|OTC|SIX|XETRA|XSTU,Stock,"NOVARTIS N (NOT.SG)|NOVARTIS NAM.     SF 0,49|Novartis AG",CH0012005267,umbrella_isin_three_or_more_distinct_names,high,5,data/listings.csv,manual_review_requires_official_identifier_evidence,P1,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,LSE::0QJS|SIX::CLN|XSTU::CLRN|OTC::CLZNF|OTC::CRRNF,0QJS|CLN|CLRN|CLZNF|CRRNF,LSE|OTC|SIX|XSTU,Stock,CLARIANT N (CLRN.SG)|Cairn Homes plc|Clariant AG,CH0012142631,umbrella_isin_three_or_more_distinct_names,high,5,data/listings.csv,manual_review_requires_official_identifier_evidence,P1,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,LSE::0QKY|OTC::HCMLF|XETRA::HLBN|SIX::HOLN,0QKY|HCMLF|HLBN|HOLN,LSE|OTC|SIX|XETRA,Stock,HOLCIM LTD.       NAM.SF2|Holcim AG|Holcim Ltd|Holcim Ltd.,CH0012214059,umbrella_isin_three_or_more_distinct_names,high,4,data/listings.csv,manual_review_requires_official_identifier_evidence,P1,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,LSE::0QM4|OTC::SWGAF|OTC::SWGNF|SIX::UHRN|FSX::UHRN|Munich::UHRN|XDUS::UHRN|XSTU::UHRN,0QM4|SWGAF|SWGNF|UHRN,FSX|LSE|Munich|OTC|SIX|XDUS|XSTU,Stock,Swatch Group AG Class N|Swatch Group AG Reg.|The Swatch Group AG,CH0012255144,umbrella_isin_three_or_more_distinct_names,high,8,data/listings.csv,manual_review_requires_official_identifier_evidence,P1,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,LSE::0QNQ|OTC::KDCXF|SIX::KUD,0QNQ|KDCXF|KUD,LSE|OTC|SIX,Stock,Kudelski|Kudelski S.A.|Kudelski SA,CH0012268360,umbrella_isin_three_or_more_distinct_names,high,3,data/listings.csv,manual_review_requires_official_identifier_evidence,P1,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,LSE::0QL7|OTC::CFNCF|SIX::CFT,0QL7|CFNCF|CFT,LSE|OTC|SIX,Stock,Compagnie Financiere Tradition|Compagnie Financiere Tradition S.A.|Compagnie Financière Tradition SA,CH0014345117,umbrella_isin_three_or_more_distinct_names,high,3,data/listings.csv,manual_review_requires_official_identifier_evidence,P1,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,LSE::0QK6|NASDAQ::LOGI|SIX::LOGN|XETRA::LTEC,0QK6|LOGI|LOGN|LTEC,LSE|NASDAQ|SIX|XETRA,Stock,"LOGITECH INTL NA  SF -,25|Logitech International S.A.|Logitech International SA",CH0025751329,umbrella_isin_three_or_more_distinct_names,high,4,data/listings.csv,manual_review_requires_official_identifier_evidence,P1,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,LSE::0QR4|SIX::NESN|FSX::NESR|OTC::NSRGF,0QR4|NESN|NESR|NSRGF,FSX|LSE|OTC|SIX,Stock,Nestle SA|Nestlé S.A|Nestlé S.A.,CH0038863350,umbrella_isin_three_or_more_distinct_names,high,4,data/listings.csv,manual_review_requires_official_identifier_evidence,P1,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,LSE::0VQD|FSX::AEX|NYSE::CB,0VQD|AEX|CB,FSX|LSE|NYSE,Stock,Chubb Limited|Chubb Ltd|Chubb Ltd.,CH0044328745,umbrella_isin_three_or_more_distinct_names,high,3,data/listings.csv,manual_review_requires_official_identifier_evidence,P1,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,LSE::0R6V|SIX::MOZN|FSX::TGE1|XSTU::TGE1,0R6V|MOZN|TGE1,FSX|LSE|SIX|XSTU,Stock,MOBILEZONE N|Mobilezone Holding AG|mobilezone ag|mobilezone holding AG,CH0276837694,umbrella_isin_three_or_more_distinct_names,high,4,data/listings.csv,manual_review_requires_official_identifier_evidence,P1,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,LSE::0RG6|SIX::FHZN|FSX::UZAA|OTC::UZAPF,0RG6|FHZN|UZAA|UZAPF,FSX|LSE|OTC|SIX,Stock,Flughafen Zuerich AG|Flughafen Zurich|Flughafen Zürich AG,CH0319416936,umbrella_isin_three_or_more_distinct_names,high,4,data/listings.csv,manual_review_requires_official_identifier_evidence,P1,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,LSE::0ROG|XSTU::G70|SIX::GALE|OTC::GALNF,0ROG|G70|GALE|GALNF,LSE|OTC|SIX|XSTU,Stock,Galenica AG|Galenica Ltd|Galenica Sante AG,CH0360674466,umbrella_isin_three_or_more_distinct_names,high,4,data/listings.csv,manual_review_requires_official_identifier_evidence,P1,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,LSE::0RQE|FSX::19T|XSTU::19T|SIX::IDIA|OTC::IDRSF,0RQE|19T|IDIA|IDRSF,FSX|LSE|OTC|SIX|XSTU,Stock,IDORSIA AG|Idorsia Ltd|Idorsia Ltd.,CH0363463438,umbrella_isin_three_or_more_distinct_names,high,5,data/listings.csv,manual_review_requires_official_identifier_evidence,P1,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,LSE::0A0D|XETRA::2U3|XSTU::2U3|NYSE::ALC|SIX::ALC,0A0D|2U3|ALC,LSE|NYSE|SIX|XETRA|XSTU,Stock,Alcon AG|Alcon Inc|Alcon Inc.,CH0432492467,umbrella_isin_three_or_more_distinct_names,high,5,data/listings.csv,manual_review_requires_official_identifier_evidence,P1,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,XETRA::21XH|Euronext::HODL|SIX::HODL|SIX::HODL-EUR|SIX::HODL-USD,21XH|HODL|HODL-EUR|HODL-USD,Euronext|SIX|XETRA,ETF,21Shares Crypto Basket Index ETP|21Shares Crypto Basket Index ETP CHF|21Shares Crypto Basket Index ETP EUR,CH0445689208,umbrella_isin_three_or_more_distinct_names,high,5,data/listings.csv,manual_review_requires_official_identifier_evidence,P1,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,XETRA::2BTC|XETRA::2BTD|Euronext::ABTC|SIX::ABTC|SIX::ABTC-EUR|SIX::ABTC-GBP|SIX::ABTC-USD|SIX::ABTCUSD,2BTC|2BTD|ABTC|ABTC-EUR|ABTC-GBP|ABTC-USD|ABTCUSD,Euronext|SIX|XETRA,ETF,21Shares Bitcoin|21Shares Bitcoin ETP|21Shares Bitcoin ETP (CHF)|21Shares Bitcoin ETP EUR,CH0454664001,umbrella_isin_three_or_more_distinct_names,high,8,data/listings.csv,manual_review_requires_official_identifier_evidence,P1,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,Euronext::AETH|SIX::AETH|SIX::AETH-USD|SIX::AETHUSD|XETRA::ETHA|NASDAQ::ETHB|XETRA::ETHB,AETH|AETH-USD|AETHUSD|ETHA|ETHB,Euronext|NASDAQ|SIX|XETRA,ETF,21Shares Ethereum ETP|21Shares Ethereum ETP (CHF)|21Shares Ethereum ETP EUR|21Shares Ethereum Staking ETP|21Shares Ethereum Staking ETP EUR|iShares Staked Ethereum Trust ETF Shares of Fractional Undivided Beneficial Interest,CH0454664027,umbrella_isin_three_or_more_distinct_names,high,7,data/listings.csv,manual_review_requires_official_identifier_evidence,P1,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,XETRA::21XP|AMS::AXRP|SIX::AXRP|SIX::AXRP-USD,21XP|AXRP|AXRP-USD,AMS|SIX|XETRA,ETF,21Shares Ripple XRP ETP CHF|21Shares XRP ETP|Amun Ripple AXRP ETP,CH0454664043,umbrella_isin_three_or_more_distinct_names,high,4,data/listings.csv,manual_review_requires_official_identifier_evidence,P1,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,Euronext::AADA|SIX::AADA|SIX::AADA-USD|XETRA::ADAA,AADA|AADA-USD|ADAA,Euronext|SIX|XETRA,ETF,21Shares Cardano ETP|21Shares Cardano ETP CHF|21Shares Cardano ETP EUR,CH1102728750,umbrella_isin_three_or_more_distinct_names,high,4,data/listings.csv,manual_review_requires_official_identifier_evidence,P1,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,Euronext::ASOL|AMS::ASOL|SIX::ASOL|XETRA::ASOL|SIX::ASOL-USD,ASOL|ASOL-USD,AMS|Euronext|SIX|XETRA,ETF,21Shares Solana ETP|21Shares Solana Staking ETP|21Shares Solana staking ETP CHF|21Shares Solana staking ETP EUR,CH1114873776,umbrella_isin_three_or_more_distinct_names,high,5,data/listings.csv,manual_review_requires_official_identifier_evidence,P1,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,NASDAQ::ALTS|SIX::ALTS|SIX::ALTS-USD,ALTS|ALTS-USD,NASDAQ|SIX,Stock,21Shares Crypto Mid-Cap Index ETP|21Shares Crypto Mid-Cap Index ETP EUR|ALT5 Sigma Corporation,CH1130675676,umbrella_isin_three_or_more_distinct_names,high,3,data/listings.csv,manual_review_requires_official_identifier_evidence,P1,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,Euronext::AVAX|SIX::AVAX|SIX::AVAX-USD|XETRA::V21A,AVAX|AVAX-USD|V21A,Euronext|SIX|XETRA,ETF,21Shares Avalanche ETP EUR|21Shares Avalanche ETP GBP|21Shares Avalanche Staking ETP,CH1135202088,umbrella_isin_three_or_more_distinct_names,high,4,data/listings.csv,manual_review_requires_official_identifier_evidence,P1,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,XETRA::21BC|OTC::CBTC|SIX::CBTC|LSE::CBTU,21BC|CBTC|CBTU,LSE|OTC|SIX|XETRA,ETF,21Shares Bitcoin Core ETP|21Shares Bitcoin Core ETP EUR|21Shares Bitcoin Core ETP USD|XTRA Bitcoin Inc,CH1199067674,umbrella_isin_three_or_more_distinct_names,high,4,data/listings.csv,manual_review_requires_official_identifier_evidence,P1,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,SIX::CETH-USD|LSE::ETHC|SIX::ETHC|XETRA::ETHC,CETH-USD|ETHC,LSE|SIX|XETRA,ETF,21Shares Ethereum Core ETP|21Shares Ethereum Core Staking ETP|21Shares Ethereum Core Staking ETP Acc,CH1209763130,umbrella_isin_three_or_more_distinct_names,high,4,data/listings.csv,manual_review_requires_official_identifier_evidence,P1,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,LSE::0AC9|AMS::DSFIR|OTC::DSMFF|XETRA::ZX6|FSX::ZX6,0AC9|DSFIR|DSMFF|ZX6,AMS|FSX|LSE|OTC|XETRA,Stock,"DSM FIRMENICH AG|DSM-FIRMENICH AG  EO -,01|DSM-Firmenich AG",CH1216478797,umbrella_isin_three_or_more_distinct_names,high,5,data/listings.csv,manual_review_requires_official_identifier_evidence,P1,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
