listing_key,ticker,exchange,asset_type,name,gap_class,source_of_truth_outcome,core_action,fill_action,review_needed,recommended_next_source,source_gate,official_source_context,official_capability,official_masterfile_match,official_masterfile_sources,official_masterfile_sector_values,official_masterfile_exposes_sector,weak_sector_resolution_queue,residual_decision,review_bucket,review_priority,apply_eligibility,verification_evidence_required,review_strategy,recommended_next_action
CSE_MA::MANAGEM,MANAGEM,CSE_MA,Stock,MANAGEM,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Official venue industry or sector taxonomy source for the exchange.,Keep sector blank until a venue-official taxonomy parser or source exists.,official_masterfile_sources=none;official_sector_values=none,masterfile_match=false;masterfile_exposes_sector=false,false,,,false,venue_official_taxonomy_unavailable_source_gap,accepted_source_gap_no_official_sector_taxonomy,venue_official_taxonomy_unavailable_source_gap,P2,keep_sector_blank_until_venue_official_taxonomy_source_exists,new_or_restored_official_venue_industry_taxonomy_source,restore_or_add_venue_official_taxonomy_parser,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
CSE_MA::MAROC-LEAS,MAROC-LEAS,CSE_MA,Stock,MAROC LEASING,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Official venue industry or sector taxonomy source for the exchange.,Keep sector blank until a venue-official taxonomy parser or source exists.,official_masterfile_sources=none;official_sector_values=none,masterfile_match=false;masterfile_exposes_sector=false,false,,,false,venue_official_taxonomy_unavailable_source_gap,accepted_source_gap_no_official_sector_taxonomy,venue_official_taxonomy_unavailable_source_gap,P2,keep_sector_blank_until_venue_official_taxonomy_source_exists,new_or_restored_official_venue_industry_taxonomy_source,restore_or_add_venue_official_taxonomy_parser,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
CSE_MA::MED-PAPER,MED-PAPER,CSE_MA,Stock,MED PAPER,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Official venue industry or sector taxonomy source for the exchange.,Keep sector blank until a venue-official taxonomy parser or source exists.,official_masterfile_sources=none;official_sector_values=none,masterfile_match=false;masterfile_exposes_sector=false,false,,,false,venue_official_taxonomy_unavailable_source_gap,accepted_source_gap_no_official_sector_taxonomy,venue_official_taxonomy_unavailable_source_gap,P2,keep_sector_blank_until_venue_official_taxonomy_source_exists,new_or_restored_official_venue_industry_taxonomy_source,restore_or_add_venue_official_taxonomy_parser,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
CSE_MA::MICRODATA,MICRODATA,CSE_MA,Stock,MICRODATA,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Official venue industry or sector taxonomy source for the exchange.,Keep sector blank until a venue-official taxonomy parser or source exists.,official_masterfile_sources=none;official_sector_values=none,masterfile_match=false;masterfile_exposes_sector=false,false,,,false,venue_official_taxonomy_unavailable_source_gap,accepted_source_gap_no_official_sector_taxonomy,venue_official_taxonomy_unavailable_source_gap,P2,keep_sector_blank_until_venue_official_taxonomy_source_exists,new_or_restored_official_venue_industry_taxonomy_source,restore_or_add_venue_official_taxonomy_parser,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
CSE_MA::MINIERE-TO,MINIERE-TO,CSE_MA,Stock,MINIERE TOUISSIT,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Official venue industry or sector taxonomy source for the exchange.,Keep sector blank until a venue-official taxonomy parser or source exists.,official_masterfile_sources=none;official_sector_values=none,masterfile_match=false;masterfile_exposes_sector=false,false,,,false,venue_official_taxonomy_unavailable_source_gap,accepted_source_gap_no_official_sector_taxonomy,venue_official_taxonomy_unavailable_source_gap,P2,keep_sector_blank_until_venue_official_taxonomy_source_exists,new_or_restored_official_venue_industry_taxonomy_source,restore_or_add_venue_official_taxonomy_parser,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
CSE_MA::MUTANDIS-S,MUTANDIS-S,CSE_MA,Stock,MUTANDIS SCA,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Official venue industry or sector taxonomy source for the exchange.,Keep sector blank until a venue-official taxonomy parser or source exists.,official_masterfile_sources=none;official_sector_values=none,masterfile_match=false;masterfile_exposes_sector=false,false,,,false,venue_official_taxonomy_unavailable_source_gap,accepted_source_gap_no_official_sector_taxonomy,venue_official_taxonomy_unavailable_source_gap,P2,keep_sector_blank_until_venue_official_taxonomy_source_exists,new_or_restored_official_venue_industry_taxonomy_source,restore_or_add_venue_official_taxonomy_parser,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
CSE_MA::OULMES,OULMES,CSE_MA,Stock,OULMES,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Official venue industry or sector taxonomy source for the exchange.,Keep sector blank until a venue-official taxonomy parser or source exists.,official_masterfile_sources=none;official_sector_values=none,masterfile_match=false;masterfile_exposes_sector=false,false,,,false,venue_official_taxonomy_unavailable_source_gap,accepted_source_gap_no_official_sector_taxonomy,venue_official_taxonomy_unavailable_source_gap,P2,keep_sector_blank_until_venue_official_taxonomy_source_exists,new_or_restored_official_venue_industry_taxonomy_source,restore_or_add_venue_official_taxonomy_parser,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
CSE_MA::REBAB-COMP,REBAB-COMP,CSE_MA,Stock,REBAB COMPANY,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Official venue industry or sector taxonomy source for the exchange.,Keep sector blank until a venue-official taxonomy parser or source exists.,official_masterfile_sources=none;official_sector_values=none,masterfile_match=false;masterfile_exposes_sector=false,false,,,false,venue_official_taxonomy_unavailable_source_gap,accepted_source_gap_no_official_sector_taxonomy,venue_official_taxonomy_unavailable_source_gap,P2,keep_sector_blank_until_venue_official_taxonomy_source_exists,new_or_restored_official_venue_industry_taxonomy_source,restore_or_add_venue_official_taxonomy_parser,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
CSE_MA::RESIDENCES,RESIDENCES,CSE_MA,Stock,RESIDENCES DAR SAADA,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Official venue industry or sector taxonomy source for the exchange.,Keep sector blank until a venue-official taxonomy parser or source exists.,official_masterfile_sources=none;official_sector_values=none,masterfile_match=false;masterfile_exposes_sector=false,false,,,false,venue_official_taxonomy_unavailable_source_gap,accepted_source_gap_no_official_sector_taxonomy,venue_official_taxonomy_unavailable_source_gap,P2,keep_sector_blank_until_venue_official_taxonomy_source_exists,new_or_restored_official_venue_industry_taxonomy_source,restore_or_add_venue_official_taxonomy_parser,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
CSE_MA::RISMA,RISMA,CSE_MA,Stock,RISMA,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Official venue industry or sector taxonomy source for the exchange.,Keep sector blank until a venue-official taxonomy parser or source exists.,official_masterfile_sources=none;official_sector_values=none,masterfile_match=false;masterfile_exposes_sector=false,false,,,false,venue_official_taxonomy_unavailable_source_gap,accepted_source_gap_no_official_sector_taxonomy,venue_official_taxonomy_unavailable_source_gap,P2,keep_sector_blank_until_venue_official_taxonomy_source_exists,new_or_restored_official_venue_industry_taxonomy_source,restore_or_add_venue_official_taxonomy_parser,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
CSE_MA::SALAFIN,SALAFIN,CSE_MA,Stock,SALAFIN,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Official venue industry or sector taxonomy source for the exchange.,Keep sector blank until a venue-official taxonomy parser or source exists.,official_masterfile_sources=none;official_sector_values=none,masterfile_match=false;masterfile_exposes_sector=false,false,,,false,venue_official_taxonomy_unavailable_source_gap,accepted_source_gap_no_official_sector_taxonomy,venue_official_taxonomy_unavailable_source_gap,P2,keep_sector_blank_until_venue_official_taxonomy_source_exists,new_or_restored_official_venue_industry_taxonomy_source,restore_or_add_venue_official_taxonomy_parser,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
CSE_MA::SAMIR,SAMIR,CSE_MA,Stock,SAMIR,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Official venue industry or sector taxonomy source for the exchange.,Keep sector blank until a venue-official taxonomy parser or source exists.,official_masterfile_sources=none;official_sector_values=none,masterfile_match=false;masterfile_exposes_sector=false,false,,,false,venue_official_taxonomy_unavailable_source_gap,accepted_source_gap_no_official_sector_taxonomy,venue_official_taxonomy_unavailable_source_gap,P2,keep_sector_blank_until_venue_official_taxonomy_source_exists,new_or_restored_official_venue_industry_taxonomy_source,restore_or_add_venue_official_taxonomy_parser,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
CSE_MA::SANLAM-MAR,SANLAM-MAR,CSE_MA,Stock,SANLAM MAROC,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Official venue industry or sector taxonomy source for the exchange.,Keep sector blank until a venue-official taxonomy parser or source exists.,official_masterfile_sources=none;official_sector_values=none,masterfile_match=false;masterfile_exposes_sector=false,false,,,false,venue_official_taxonomy_unavailable_source_gap,accepted_source_gap_no_official_sector_taxonomy,venue_official_taxonomy_unavailable_source_gap,P2,keep_sector_blank_until_venue_official_taxonomy_source_exists,new_or_restored_official_venue_industry_taxonomy_source,restore_or_add_venue_official_taxonomy_parser,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
CSE_MA::SNEP,SNEP,CSE_MA,Stock,SNEP,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Official venue industry or sector taxonomy source for the exchange.,Keep sector blank until a venue-official taxonomy parser or source exists.,official_masterfile_sources=none;official_sector_values=none,masterfile_match=false;masterfile_exposes_sector=false,false,,,false,venue_official_taxonomy_unavailable_source_gap,accepted_source_gap_no_official_sector_taxonomy,venue_official_taxonomy_unavailable_source_gap,P2,keep_sector_blank_until_venue_official_taxonomy_source_exists,new_or_restored_official_venue_industry_taxonomy_source,restore_or_add_venue_official_taxonomy_parser,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
CSE_MA::SOCIETE-DE,SOCIETE-DE,CSE_MA,Stock,SOCIETE DES BOISSONS DU MAROC,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Official venue industry or sector taxonomy source for the exchange.,Keep sector blank until a venue-official taxonomy parser or source exists.,official_masterfile_sources=none;official_sector_values=none,masterfile_match=false;masterfile_exposes_sector=false,false,,,false,venue_official_taxonomy_unavailable_source_gap,accepted_source_gap_no_official_sector_taxonomy,venue_official_taxonomy_unavailable_source_gap,P2,keep_sector_blank_until_venue_official_taxonomy_source_exists,new_or_restored_official_venue_industry_taxonomy_source,restore_or_add_venue_official_taxonomy_parser,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
CSE_MA::SODEP-Mars,SODEP-Mars,CSE_MA,Stock,SODEP-Marsa Maroc,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Official venue industry or sector taxonomy source for the exchange.,Keep sector blank until a venue-official taxonomy parser or source exists.,official_masterfile_sources=none;official_sector_values=none,masterfile_match=false;masterfile_exposes_sector=false,false,,,false,venue_official_taxonomy_unavailable_source_gap,accepted_source_gap_no_official_sector_taxonomy,venue_official_taxonomy_unavailable_source_gap,P2,keep_sector_blank_until_venue_official_taxonomy_source_exists,new_or_restored_official_venue_industry_taxonomy_source,restore_or_add_venue_official_taxonomy_parser,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
CSE_MA::SONASID,SONASID,CSE_MA,Stock,SONASID,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Official venue industry or sector taxonomy source for the exchange.,Keep sector blank until a venue-official taxonomy parser or source exists.,official_masterfile_sources=none;official_sector_values=none,masterfile_match=false;masterfile_exposes_sector=false,false,,,false,venue_official_taxonomy_unavailable_source_gap,accepted_source_gap_no_official_sector_taxonomy,venue_official_taxonomy_unavailable_source_gap,P2,keep_sector_blank_until_venue_official_taxonomy_source_exists,new_or_restored_official_venue_industry_taxonomy_source,restore_or_add_venue_official_taxonomy_parser,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
CSE_MA::SOTHEMA,SOTHEMA,CSE_MA,Stock,SOTHEMA,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Official venue industry or sector taxonomy source for the exchange.,Keep sector blank until a venue-official taxonomy parser or source exists.,official_masterfile_sources=none;official_sector_values=none,masterfile_match=false;masterfile_exposes_sector=false,false,,,false,venue_official_taxonomy_unavailable_source_gap,accepted_source_gap_no_official_sector_taxonomy,venue_official_taxonomy_unavailable_source_gap,P2,keep_sector_blank_until_venue_official_taxonomy_source_exists,new_or_restored_official_venue_industry_taxonomy_source,restore_or_add_venue_official_taxonomy_parser,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
CSE_MA::STOKVIS-NO,STOKVIS-NO,CSE_MA,Stock,STOKVIS NORD AFRIQUE,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Official venue industry or sector taxonomy source for the exchange.,Keep sector blank until a venue-official taxonomy parser or source exists.,official_masterfile_sources=none;official_sector_values=none,masterfile_match=false;masterfile_exposes_sector=false,false,,,false,venue_official_taxonomy_unavailable_source_gap,accepted_source_gap_no_official_sector_taxonomy,venue_official_taxonomy_unavailable_source_gap,P2,keep_sector_blank_until_venue_official_taxonomy_source_exists,new_or_restored_official_venue_industry_taxonomy_source,restore_or_add_venue_official_taxonomy_parser,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
CSE_MA::STROC-INDU,STROC-INDU,CSE_MA,Stock,STROC INDUSTRIE,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Official venue industry or sector taxonomy source for the exchange.,Keep sector blank until a venue-official taxonomy parser or source exists.,official_masterfile_sources=none;official_sector_values=none,masterfile_match=false;masterfile_exposes_sector=false,false,,,false,venue_official_taxonomy_unavailable_source_gap,accepted_source_gap_no_official_sector_taxonomy,venue_official_taxonomy_unavailable_source_gap,P2,keep_sector_blank_until_venue_official_taxonomy_source_exists,new_or_restored_official_venue_industry_taxonomy_source,restore_or_add_venue_official_taxonomy_parser,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
CSE_MA::TAQA-MOROC,TAQA-MOROC,CSE_MA,Stock,TAQA MOROCCO,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Official venue industry or sector taxonomy source for the exchange.,Keep sector blank until a venue-official taxonomy parser or source exists.,official_masterfile_sources=none;official_sector_values=none,masterfile_match=false;masterfile_exposes_sector=false,false,,,false,venue_official_taxonomy_unavailable_source_gap,accepted_source_gap_no_official_sector_taxonomy,venue_official_taxonomy_unavailable_source_gap,P2,keep_sector_blank_until_venue_official_taxonomy_source_exists,new_or_restored_official_venue_industry_taxonomy_source,restore_or_add_venue_official_taxonomy_parser,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
CSE_MA::TOTALENERG,TOTALENERG,CSE_MA,Stock,TOTALENERGIES MARKETING MAROC,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Official venue industry or sector taxonomy source for the exchange.,Keep sector blank until a venue-official taxonomy parser or source exists.,official_masterfile_sources=none;official_sector_values=none,masterfile_match=false;masterfile_exposes_sector=false,false,,,false,venue_official_taxonomy_unavailable_source_gap,accepted_source_gap_no_official_sector_taxonomy,venue_official_taxonomy_unavailable_source_gap,P2,keep_sector_blank_until_venue_official_taxonomy_source_exists,new_or_restored_official_venue_industry_taxonomy_source,restore_or_add_venue_official_taxonomy_parser,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
CSE_MA::UNIMER,UNIMER,CSE_MA,Stock,UNIMER,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Official venue industry or sector taxonomy source for the exchange.,Keep sector blank until a venue-official taxonomy parser or source exists.,official_masterfile_sources=none;official_sector_values=none,masterfile_match=false;masterfile_exposes_sector=false,false,,,false,venue_official_taxonomy_unavailable_source_gap,accepted_source_gap_no_official_sector_taxonomy,venue_official_taxonomy_unavailable_source_gap,P2,keep_sector_blank_until_venue_official_taxonomy_source_exists,new_or_restored_official_venue_industry_taxonomy_source,restore_or_add_venue_official_taxonomy_parser,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
CSE_MA::VICENNE,VICENNE,CSE_MA,Stock,VICENNE,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Official venue industry or sector taxonomy source for the exchange.,Keep sector blank until a venue-official taxonomy parser or source exists.,official_masterfile_sources=none;official_sector_values=none,masterfile_match=false;masterfile_exposes_sector=false,false,,,false,venue_official_taxonomy_unavailable_source_gap,accepted_source_gap_no_official_sector_taxonomy,venue_official_taxonomy_unavailable_source_gap,P2,keep_sector_blank_until_venue_official_taxonomy_source_exists,new_or_restored_official_venue_industry_taxonomy_source,restore_or_add_venue_official_taxonomy_parser,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
CSE_MA::WAFA-ASSUR,WAFA-ASSUR,CSE_MA,Stock,WAFA ASSURANCE,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Official venue industry or sector taxonomy source for the exchange.,Keep sector blank until a venue-official taxonomy parser or source exists.,official_masterfile_sources=none;official_sector_values=none,masterfile_match=false;masterfile_exposes_sector=false,false,,,false,venue_official_taxonomy_unavailable_source_gap,accepted_source_gap_no_official_sector_taxonomy,venue_official_taxonomy_unavailable_source_gap,P2,keep_sector_blank_until_venue_official_taxonomy_source_exists,new_or_restored_official_venue_industry_taxonomy_source,restore_or_add_venue_official_taxonomy_parser,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
Euronext::1053P,1053P,Euronext,Stock,BCP S&P500 EUR,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Official venue industry or sector taxonomy source for the exchange.,Keep sector blank until a venue-official taxonomy parser or source exists.,official_masterfile_sources=none;official_sector_values=none,masterfile_match=false;masterfile_exposes_sector=false,false,,,false,venue_official_taxonomy_unavailable_source_gap,accepted_source_gap_no_official_sector_taxonomy,venue_official_taxonomy_unavailable_source_gap,P2,keep_sector_blank_until_venue_official_taxonomy_source_exists,new_or_restored_official_venue_industry_taxonomy_source,restore_or_add_venue_official_taxonomy_parser,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
Euronext::BE01725053,BE01725053,Euronext,Stock,BNP Paribas Fortis SA,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Official venue industry or sector taxonomy source for the exchange.,Keep sector blank until a venue-official taxonomy parser or source exists.,official_masterfile_sources=none;official_sector_values=none,masterfile_match=false;masterfile_exposes_sector=false,false,,,false,venue_official_taxonomy_unavailable_source_gap,accepted_source_gap_no_official_sector_taxonomy,venue_official_taxonomy_unavailable_source_gap,P2,keep_sector_blank_until_venue_official_taxonomy_source_exists,new_or_restored_official_venue_industry_taxonomy_source,restore_or_add_venue_official_taxonomy_parser,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
Euronext::BE09412435,BE09412435,Euronext,Stock,Aliaxis SA,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Official venue industry or sector taxonomy source for the exchange.,Keep sector blank until a venue-official taxonomy parser or source exists.,official_masterfile_sources=none;official_sector_values=none,masterfile_match=false;masterfile_exposes_sector=false,false,,,false,venue_official_taxonomy_unavailable_source_gap,accepted_source_gap_no_official_sector_taxonomy,venue_official_taxonomy_unavailable_source_gap,P2,keep_sector_blank_until_venue_official_taxonomy_source_exists,new_or_restored_official_venue_industry_taxonomy_source,restore_or_add_venue_official_taxonomy_parser,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
Euronext::BE09412445,BE09412445,Euronext,Stock,Etex NV,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Official venue industry or sector taxonomy source for the exchange.,Keep sector blank until a venue-official taxonomy parser or source exists.,official_masterfile_sources=none;official_sector_values=none,masterfile_match=false;masterfile_exposes_sector=false,false,,,false,venue_official_taxonomy_unavailable_source_gap,accepted_source_gap_no_official_sector_taxonomy,venue_official_taxonomy_unavailable_source_gap,P2,keep_sector_blank_until_venue_official_taxonomy_source_exists,new_or_restored_official_venue_industry_taxonomy_source,restore_or_add_venue_official_taxonomy_parser,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
Euronext::BE09442646,BE09442646,Euronext,Stock,SCR- Sibelco NV,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Official venue industry or sector taxonomy source for the exchange.,Keep sector blank until a venue-official taxonomy parser or source exists.,official_masterfile_sources=none;official_sector_values=none,masterfile_match=false;masterfile_exposes_sector=false,false,,,false,venue_official_taxonomy_unavailable_source_gap,accepted_source_gap_no_official_sector_taxonomy,venue_official_taxonomy_unavailable_source_gap,P2,keep_sector_blank_until_venue_official_taxonomy_source_exists,new_or_restored_official_venue_industry_taxonomy_source,restore_or_add_venue_official_taxonomy_parser,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
Euronext::FORSE,FORSE,Euronext,Stock,Forsee Power SAS,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Official venue industry or sector taxonomy source for the exchange.,Keep sector blank until a venue-official taxonomy parser or source exists.,official_masterfile_sources=none;official_sector_values=none,masterfile_match=false;masterfile_exposes_sector=false,false,,,false,venue_official_taxonomy_unavailable_source_gap,accepted_source_gap_no_official_sector_taxonomy,venue_official_taxonomy_unavailable_source_gap,P2,keep_sector_blank_until_venue_official_taxonomy_source_exists,new_or_restored_official_venue_industry_taxonomy_source,restore_or_add_venue_official_taxonomy_parser,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
Euronext::MLMCA,MLMCA,Euronext,Stock,Macompta Fr Sa,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Official venue industry or sector taxonomy source for the exchange.,Keep sector blank until a venue-official taxonomy parser or source exists.,official_masterfile_sources=none;official_sector_values=none,masterfile_match=false;masterfile_exposes_sector=false,false,,,false,venue_official_taxonomy_unavailable_source_gap,accepted_source_gap_no_official_sector_taxonomy,venue_official_taxonomy_unavailable_source_gap,P2,keep_sector_blank_until_venue_official_taxonomy_source_exists,new_or_restored_official_venue_industry_taxonomy_source,restore_or_add_venue_official_taxonomy_parser,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
Euronext::SSS2D,SSS2D,Euronext,Stock,Euronext S Stellantis 030323 GR,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Official venue industry or sector taxonomy source for the exchange.,Keep sector blank until a venue-official taxonomy parser or source exists.,official_masterfile_sources=none;official_sector_values=none,masterfile_match=false;masterfile_exposes_sector=false,false,,,false,venue_official_taxonomy_unavailable_source_gap,accepted_source_gap_no_official_sector_taxonomy,venue_official_taxonomy_unavailable_source_gap,P2,keep_sector_blank_until_venue_official_taxonomy_source_exists,new_or_restored_official_venue_industry_taxonomy_source,restore_or_add_venue_official_taxonomy_parser,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
OSL::EISP,EISP,OSL,Stock,EIENDOMSSPAR,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Official venue industry or sector taxonomy source for the exchange.,Keep sector blank until a venue-official taxonomy parser or source exists.,official_masterfile_sources=none;official_sector_values=none,masterfile_match=false;masterfile_exposes_sector=false,false,,,false,venue_official_taxonomy_unavailable_source_gap,accepted_source_gap_no_official_sector_taxonomy,venue_official_taxonomy_unavailable_source_gap,P2,keep_sector_blank_until_venue_official_taxonomy_source_exists,new_or_restored_official_venue_industry_taxonomy_source,restore_or_add_venue_official_taxonomy_parser,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
OSL::ELOO,ELOO,OSL,Stock,Elopak ASA,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Official venue industry or sector taxonomy source for the exchange.,Keep sector blank until a venue-official taxonomy parser or source exists.,official_masterfile_sources=none;official_sector_values=none,masterfile_match=false;masterfile_exposes_sector=false,false,,,false,venue_official_taxonomy_unavailable_source_gap,accepted_source_gap_no_official_sector_taxonomy,venue_official_taxonomy_unavailable_source_gap,P2,keep_sector_blank_until_venue_official_taxonomy_source_exists,new_or_restored_official_venue_industry_taxonomy_source,restore_or_add_venue_official_taxonomy_parser,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
OSL::LOKOS,LOKOS,OSL,Stock,LOKOTECH GROUP TR,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Official venue industry or sector taxonomy source for the exchange.,Keep sector blank until a venue-official taxonomy parser or source exists.,official_masterfile_sources=none;official_sector_values=none,masterfile_match=false;masterfile_exposes_sector=false,false,,,false,venue_official_taxonomy_unavailable_source_gap,accepted_source_gap_no_official_sector_taxonomy,venue_official_taxonomy_unavailable_source_gap,P2,keep_sector_blank_until_venue_official_taxonomy_source_exists,new_or_restored_official_venue_industry_taxonomy_source,restore_or_add_venue_official_taxonomy_parser,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
OSL::SCOIN,SCOIN,OSL,Stock,StandardCoin AS,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Official venue industry or sector taxonomy source for the exchange.,Keep sector blank until a venue-official taxonomy parser or source exists.,official_masterfile_sources=none;official_sector_values=none,masterfile_match=false;masterfile_exposes_sector=false,false,,,false,venue_official_taxonomy_unavailable_source_gap,accepted_source_gap_no_official_sector_taxonomy,venue_official_taxonomy_unavailable_source_gap,P2,keep_sector_blank_until_venue_official_taxonomy_source_exists,new_or_restored_official_venue_industry_taxonomy_source,restore_or_add_venue_official_taxonomy_parser,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
