listing_key,ticker,exchange,asset_type,name,instrument_scope,scope_reason,quality_status,issue_types,source_gap_field,source_gap_class,source_of_truth_outcome,scope_decision,otc_review_decision_status,metadata_enrichment_gate,deepseek_decision_candidate,deepseek_confidence,deepseek_evidence_needed,deepseek_rationale,deepseek_do_not_apply_reason,review_queue,review_gate,recommended_next_action
OTC::USWF,USWF,OTC,Stock,U.S. Wind Farming Inc,extended,otc_listing,source_gap,official_reference_gap,,,,already_extended_otc_listing,not_applicable,source_gap_review_required_before_enrichment,needs_official_evidence,0.2,"Official source reference (e.g., OTC Markets profile, SEC filing, or exchange confirmation) verifying that U.S. Wind Farming Inc is actively listed and traded under ticker USWF on the OTC market, with sufficient activity to warrant extended scope inclusion.","The instrument currently lacks an official reference (source_gap). Without this, we cannot confirm its eligibility for extended scope. Conservative triage requires holding on scope decision until official evidence is provided.",Official evidence is missing; applying any scope change or enrichment now could propagate unverified data.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::UTRK,UTRK,OTC,Stock,Universal Tracking Solutions Inc,extended,otc_listing,source_gap,official_reference_gap,,,,already_extended_otc_listing,not_applicable,source_gap_review_required_before_enrichment,needs_official_evidence,0.2,"Official source reference (e.g., OTC Markets profile, SEC filing, or exchange confirmation) verifying that Universal Tracking Solutions Inc is actively listed and traded under ticker UTRK on the OTC market, with sufficient activity to warrant extended scope inclusion.","The instrument currently lacks an official reference (source_gap). Without this, we cannot confirm its eligibility for extended scope. Conservative triage requires holding on scope decision until official evidence is provided.",Official evidence is missing; applying any scope change or enrichment now could propagate unverified data.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::UTRS,UTRS,OTC,Stock,Minerva Surgical Inc,extended,otc_listing,source_gap,official_reference_gap,,,,already_extended_otc_listing,not_applicable,source_gap_review_required_before_enrichment,needs_official_evidence,0.2,"Official source reference (e.g., OTC Markets profile, SEC filing, or exchange confirmation) verifying that Minerva Surgical Inc is actively listed and traded under ticker UTRS on the OTC market, with sufficient activity to warrant extended scope inclusion.","The instrument currently lacks an official reference (source_gap). Without this, we cannot confirm its eligibility for extended scope. Conservative triage requires holding on scope decision until official evidence is provided.",Official evidence is missing; applying any scope change or enrichment now could propagate unverified data.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::UVFT,UVFT,OTC,Stock,UV Flu Technologies Inc,extended,otc_listing,source_gap,official_reference_gap,,,,already_extended_otc_listing,not_applicable,source_gap_review_required_before_enrichment,needs_official_evidence,0.2,"Official source reference (e.g., OTC Markets profile, SEC filing, or exchange confirmation) verifying that UV Flu Technologies Inc is actively listed and traded under ticker UVFT on the OTC market, with sufficient activity to warrant extended scope inclusion.","The instrument currently lacks an official reference (source_gap). Without this, we cannot confirm its eligibility for extended scope. Conservative triage requires holding on scope decision until official evidence is provided.",Official evidence is missing; applying any scope change or enrichment now could propagate unverified data.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::UVSE,UVSE,OTC,Stock,Universal Energy Corp,extended,otc_listing,source_gap,official_reference_gap,,,,already_extended_otc_listing,not_applicable,source_gap_review_required_before_enrichment,needs_official_evidence,0.2,"Official source reference (e.g., OTC Markets profile, SEC filing, or exchange confirmation) verifying that Universal Energy Corp is actively listed and traded under ticker UVSE on the OTC market, with sufficient activity to warrant extended scope inclusion.","The instrument currently lacks an official reference (source_gap). Without this, we cannot confirm its eligibility for extended scope. Conservative triage requires holding on scope decision until official evidence is provided.",Official evidence is missing; applying any scope change or enrichment now could propagate unverified data.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::UVSS,UVSS,OTC,Stock,Universal Systems Inc,extended,otc_listing,source_gap,official_reference_gap,,,,already_extended_otc_listing,not_applicable,source_gap_review_required_before_enrichment,needs_official_evidence,0.2,"Official source reference (e.g., OTC Markets profile, SEC filing, or exchange confirmation) verifying that Universal Systems Inc is actively listed and traded under ticker UVSS on the OTC market, with sufficient activity to warrant extended scope inclusion.","The instrument currently lacks an official reference (source_gap). Without this, we cannot confirm its eligibility for extended scope. Conservative triage requires holding on scope decision until official evidence is provided.",Official evidence is missing; applying any scope change or enrichment now could propagate unverified data.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::VADP,VADP,OTC,Stock,Vado Corp,extended,otc_listing,source_gap,official_reference_gap,,,,already_extended_otc_listing,not_applicable,source_gap_review_required_before_enrichment,needs_official_evidence,0.2,"Official source reference (e.g., OTC Markets profile, SEC filing, or exchange confirmation) verifying that Vado Corp is actively listed and traded under ticker VADP on the OTC market, with sufficient activity to warrant extended scope inclusion.","The instrument currently lacks an official reference (source_gap). Without this, we cannot confirm its eligibility for extended scope. Conservative triage requires holding on scope decision until official evidence is provided.",Official evidence is missing; applying any scope change or enrichment now could propagate unverified data.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::VALV,VALV,OTC,Stock,Shengkai Innovations Inc,extended,otc_listing,source_gap,official_reference_gap,,,,already_extended_otc_listing,not_applicable,source_gap_review_required_before_enrichment,needs_official_evidence,0.2,"Official source reference (e.g., OTC Markets profile, SEC filing, or exchange confirmation) verifying that Shengkai Innovations Inc is actively listed and traded under ticker VALV on the OTC market, with sufficient activity to warrant extended scope inclusion.","The instrument currently lacks an official reference (source_gap). Without this, we cannot confirm its eligibility for extended scope. Conservative triage requires holding on scope decision until official evidence is provided.",Official evidence is missing; applying any scope change or enrichment now could propagate unverified data.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::VAXX,VAXX,OTC,Stock,Vaxxinity Inc,extended,otc_listing,source_gap,official_reference_gap,,,,already_extended_otc_listing,not_applicable,source_gap_review_required_before_enrichment,needs_official_evidence,0.2,"Official source reference (e.g., OTC Markets profile, SEC filing, or exchange confirmation) verifying that Vaxxinity Inc is actively listed and traded under ticker VAXX on the OTC market, with sufficient activity to warrant extended scope inclusion.","The instrument currently lacks an official reference (source_gap). Without this, we cannot confirm its eligibility for extended scope. Conservative triage requires holding on scope decision until official evidence is provided.",Official evidence is missing; applying any scope change or enrichment now could propagate unverified data.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::VBVT,VBVT,OTC,Stock,Viabuilt Ventures Inc,extended,otc_listing,source_gap,official_reference_gap,,,,already_extended_otc_listing,not_applicable,source_gap_review_required_before_enrichment,needs_official_evidence,0.2,"Official source reference (e.g., OTC Markets profile, SEC filing, or exchange confirmation) verifying that Viabuilt Ventures Inc is actively listed and traded under ticker VBVT on the OTC market, with sufficient activity to warrant extended scope inclusion.","The instrument currently lacks an official reference (source_gap). Without this, we cannot confirm its eligibility for extended scope. Conservative triage requires holding on scope decision until official evidence is provided.",Official evidence is missing; applying any scope change or enrichment now could propagate unverified data.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::VCII,VCII,OTC,Stock,ViviCells International Inc,extended,otc_listing,source_gap,official_reference_gap,,,,already_extended_otc_listing,not_applicable,source_gap_review_required_before_enrichment,needs_official_evidence,0.2,"Official SEC filings, OTC Markets official data, or corporate registry to verify ticker VCII, name ViviCells International Inc, and active status.",OTC listing with source gap and missing official reference. Unverified entity cannot be confirmed without external authoritative data.,Official evidence missing; cannot apply scope or metadata changes without verification.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::VCLD,VCLD,OTC,Stock,Verecloud Inc,extended,otc_listing,source_gap,official_reference_gap,,,,already_extended_otc_listing,not_applicable,source_gap_review_required_before_enrichment,needs_official_evidence,0.2,"Official SEC filings, OTC Markets official data, or corporate registry to verify ticker VCLD, name Verecloud Inc, and active status.",OTC listing with source gap and missing official reference. Unverified entity cannot be confirmed without external authoritative data.,Official evidence missing; cannot apply scope or metadata changes without verification.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::VCST,VCST,OTC,Stock,Viewcast.Com,extended,otc_listing,source_gap,official_reference_gap,,,,already_extended_otc_listing,not_applicable,source_gap_review_required_before_enrichment,needs_official_evidence,0.2,"Official SEC filings, OTC Markets official data, or corporate registry to verify ticker VCST, name Viewcast.Com, and active status.",OTC listing with source gap and missing official reference. Unverified entity cannot be confirmed without external authoritative data.,Official evidence missing; cannot apply scope or metadata changes without verification.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::VCTL,VCTL,OTC,Stock,Rainmaker Systems,extended,otc_listing,source_gap,official_reference_gap,,,,already_extended_otc_listing,not_applicable,source_gap_review_required_before_enrichment,needs_official_evidence,0.2,"Official SEC filings, OTC Markets official data, or corporate registry to verify ticker VCTL, name Rainmaker Systems, and active status.",OTC listing with source gap and missing official reference. Unverified entity cannot be confirmed without external authoritative data.,Official evidence missing; cannot apply scope or metadata changes without verification.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::VCVOF,VCVOF,OTC,ETF,,extended,otc_listing,source_gap,official_reference_gap,,,,already_extended_otc_listing,not_applicable,source_gap_review_required_before_enrichment,needs_official_evidence,0.1,"Official SEC filings or OTC Markets data to verify ticker VCVOF, ETF name, and issuer details. Missing name increases uncertainty.",OTC ETF listing with source gap and completely missing name. Unidentifiable without official evidence.,Official evidence missing; cannot apply scope or metadata changes without verification. ETF identity cannot be confirmed.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::VCVVF,VCVVF,OTC,Stock,Vatic Ventures Corp.,extended,otc_listing,source_gap,official_reference_gap,,,,already_extended_otc_listing,not_applicable,source_gap_review_required_before_enrichment,needs_official_evidence,0.2,"Official SEC filings, OTC Markets official data, or corporate registry to verify ticker VCVVF, name Vatic Ventures Corp., and active status.",OTC listing with source gap and missing official reference. Unverified entity cannot be confirmed without external authoritative data.,Official evidence missing; cannot apply scope or metadata changes without verification.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::VCYE,VCYE,OTC,Stock,Velocity Energy Inc,extended,otc_listing,source_gap,official_reference_gap,,,,already_extended_otc_listing,not_applicable,source_gap_review_required_before_enrichment,needs_official_evidence,0.2,"Official SEC filings, OTC Markets official data, or corporate registry to verify ticker VCYE, name Velocity Energy Inc, and active status.",OTC listing with source gap and missing official reference. Unverified entity cannot be confirmed without external authoritative data.,Official evidence missing; cannot apply scope or metadata changes without verification.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::VDKB,VDKB,OTC,Stock,Vodka Brands Corp,extended,otc_listing,source_gap,official_reference_gap,,,,already_extended_otc_listing,not_applicable,source_gap_review_required_before_enrichment,needs_official_evidence,0.2,"Official SEC filings, OTC Markets official data, or corporate registry to verify ticker VDKB, name Vodka Brands Corp, and active status.",OTC listing with source gap and missing official reference. Unverified entity cannot be confirmed without external authoritative data.,Official evidence missing; cannot apply scope or metadata changes without verification.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::VDRM,VDRM,OTC,Stock,Viaderma Inc,extended,otc_listing,source_gap,official_reference_gap,,,,already_extended_otc_listing,not_applicable,source_gap_review_required_before_enrichment,needs_official_evidence,0.2,"Official SEC filings, OTC Markets official data, or corporate registry to verify ticker VDRM, name Viaderma Inc, and active status.",OTC listing with source gap and missing official reference. Unverified entity cannot be confirmed without external authoritative data.,Official evidence missing; cannot apply scope or metadata changes without verification.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::VDYIF,VDYIF,OTC,ETF,,extended,otc_listing,source_gap,official_reference_gap,,,,already_extended_otc_listing,not_applicable,source_gap_review_required_before_enrichment,needs_official_evidence,0.1,"Official SEC filings or OTC Markets data to verify ticker VDYIF, ETF name, and issuer details. Missing name increases uncertainty.",OTC ETF listing with source gap and completely missing name. Unidentifiable without official evidence.,Official evidence missing; cannot apply scope or metadata changes without verification. ETF identity cannot be confirmed.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::VEII,VEII,OTC,Stock,Value Exchange International Inc,extended,otc_listing,source_gap,official_reference_gap,,,,already_extended_otc_listing,not_applicable,source_gap_review_required_before_enrichment,needs_official_evidence,0.3,Official listing confirmation or regulatory filing that establishes the issuer's legitimacy and active status on OTC Markets.,"The instrument has 'source_gap' quality status with no official reference. Without verifiable official data, the scope cannot be confidently maintained or changed.",Insufficient official evidence to support any data application.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::VFRM,VFRM,OTC,Stock,Veritas Farms Inc,extended,otc_listing,source_gap,official_reference_gap,,,,already_extended_otc_listing,not_applicable,source_gap_review_required_before_enrichment,needs_official_evidence,0.3,Official listing confirmation or regulatory filing that establishes the issuer's legitimacy and active status on OTC Markets.,"The instrument has 'source_gap' quality status with no official reference. Without verifiable official data, the scope cannot be confidently maintained or changed.",Insufficient official evidence to support any data application.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::VGFCQ,VGFCQ,OTC,Stock,The Very Good Food Company Inc.,extended,otc_listing,source_gap,official_reference_gap,,,,already_extended_otc_listing,not_applicable,source_gap_review_required_before_enrichment,needs_official_evidence,0.3,Official listing confirmation or regulatory filing that establishes the issuer's legitimacy and active status on OTC Markets.,"The instrument has 'source_gap' quality status with no official reference. Without verifiable official data, the scope cannot be confidently maintained or changed.",Insufficient official evidence to support any data application.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::VGGIF,VGGIF,OTC,Stock,Boosh Plant-Based Brands Inc,extended,otc_listing,source_gap,official_reference_gap,,,,already_extended_otc_listing,not_applicable,source_gap_review_required_before_enrichment,needs_official_evidence,0.3,Official listing confirmation or regulatory filing that establishes the issuer's legitimacy and active status on OTC Markets.,"The instrument has 'source_gap' quality status with no official reference. Without verifiable official data, the scope cannot be confidently maintained or changed.",Insufficient official evidence to support any data application.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::VGID,VGID,OTC,Stock,V Group Inc,extended,otc_listing,source_gap,official_reference_gap,,,,already_extended_otc_listing,not_applicable,source_gap_review_required_before_enrichment,needs_official_evidence,0.3,Official listing confirmation or regulatory filing that establishes the issuer's legitimacy and active status on OTC Markets.,"The instrument has 'source_gap' quality status with no official reference. Without verifiable official data, the scope cannot be confidently maintained or changed.",Insufficient official evidence to support any data application.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::VHLD,VHLD,OTC,Stock,Vector 21 Holdings Inc,extended,otc_listing,source_gap,official_reference_gap,,,,already_extended_otc_listing,not_applicable,source_gap_review_required_before_enrichment,needs_official_evidence,0.3,Official listing confirmation or regulatory filing that establishes the issuer's legitimacy and active status on OTC Markets.,"The instrument has 'source_gap' quality status with no official reference. Without verifiable official data, the scope cannot be confidently maintained or changed.",Insufficient official evidence to support any data application.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::VIAOY,VIAOY,OTC,Stock,VIA optronics AG,extended,otc_listing,source_gap,official_reference_gap,,,,already_extended_otc_listing,not_applicable,source_gap_review_required_before_enrichment,needs_official_evidence,0.3,Official listing confirmation or regulatory filing that establishes the issuer's legitimacy and active status on OTC Markets.,"The instrument has 'source_gap' quality status with no official reference. Without verifiable official data, the scope cannot be confidently maintained or changed.",Insufficient official evidence to support any data application.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::VIAP,VIAP,OTC,Stock,Via Pharmaceuticals,extended,otc_listing,source_gap,official_reference_gap,,,,already_extended_otc_listing,not_applicable,source_gap_review_required_before_enrichment,needs_official_evidence,0.3,Official listing confirmation or regulatory filing that establishes the issuer's legitimacy and active status on OTC Markets.,"The instrument has 'source_gap' quality status with no official reference. Without verifiable official data, the scope cannot be confidently maintained or changed.",Insufficient official evidence to support any data application.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::VIBEF,VIBEF,OTC,Stock,Vibe Growth Corporation,extended,otc_listing,source_gap,official_reference_gap,,,,already_extended_otc_listing,not_applicable,source_gap_review_required_before_enrichment,needs_official_evidence,0.3,Official listing confirmation or regulatory filing that establishes the issuer's legitimacy and active status on OTC Markets.,"The instrument has 'source_gap' quality status with no official reference. Without verifiable official data, the scope cannot be confidently maintained or changed.",Insufficient official evidence to support any data application.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::VICA,VICA,OTC,Stock,Rafina Innovations Inc,extended,otc_listing,source_gap,official_reference_gap,,,,already_extended_otc_listing,not_applicable,source_gap_review_required_before_enrichment,needs_official_evidence,0.3,Official listing confirmation or regulatory filing that establishes the issuer's legitimacy and active status on OTC Markets.,"The instrument has 'source_gap' quality status with no official reference. Without verifiable official data, the scope cannot be confidently maintained or changed.",Insufficient official evidence to support any data application.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::VICT,VICT,OTC,Stock,Victura Construction Group Inc,extended,otc_listing,source_gap,official_reference_gap,,,,already_extended_otc_listing,not_applicable,source_gap_review_required_before_enrichment,needs_official_evidence,0.2,"Official source such as SEC filing, exchange confirmation, or regulatory filing to verify active OTC listing and legitimacy.",No official evidence found; only inferred from OTC listing. Requires verification before confident scope assignment.,Missing official evidence; cannot apply scope without verification.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::VIDA,VIDA,OTC,Stock,Vidaroo Corp,extended,otc_listing,source_gap,official_reference_gap,,,,already_extended_otc_listing,not_applicable,source_gap_review_required_before_enrichment,needs_official_evidence,0.2,"Official source such as SEC filing, exchange confirmation, or regulatory filing to verify active OTC listing and legitimacy.",No official evidence found; only inferred from OTC listing. Requires verification before confident scope assignment.,Missing official evidence; cannot apply scope without verification.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::VIDE,VIDE,OTC,Stock,Video Display Corporation,extended,otc_listing,source_gap,official_reference_gap,,,,already_extended_otc_listing,not_applicable,source_gap_review_required_before_enrichment,needs_official_evidence,0.2,"Official source such as SEC filing, exchange confirmation, or regulatory filing to verify active OTC listing and legitimacy.",No official evidence found; only inferred from OTC listing. Requires verification before confident scope assignment.,Missing official evidence; cannot apply scope without verification.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::VIPK,VIPK,OTC,Stock,VIP ComLink Inc,extended,otc_listing,source_gap,official_reference_gap,,,,already_extended_otc_listing,not_applicable,source_gap_review_required_before_enrichment,needs_official_evidence,0.2,"Official source such as SEC filing, exchange confirmation, or regulatory filing to verify active OTC listing and legitimacy.",No official evidence found; only inferred from OTC listing. Requires verification before confident scope assignment.,Missing official evidence; cannot apply scope without verification.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::VIPV,VIPV,OTC,Stock,VIPR Corp,extended,otc_listing,source_gap,official_reference_gap,,,,already_extended_otc_listing,not_applicable,source_gap_review_required_before_enrichment,needs_official_evidence,0.2,"Official source such as SEC filing, exchange confirmation, or regulatory filing to verify active OTC listing and legitimacy.",No official evidence found; only inferred from OTC listing. Requires verification before confident scope assignment.,Missing official evidence; cannot apply scope without verification.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::VITFF,VITFF,OTC,Stock,Victoria Gold Corp,extended,otc_listing,source_gap,official_reference_gap,,,,already_extended_otc_listing,not_applicable,source_gap_review_required_before_enrichment,needs_official_evidence,0.2,"Official source such as SEC filing, exchange confirmation, or regulatory filing to verify active OTC listing and legitimacy.",No official evidence found; only inferred from OTC listing. Requires verification before confident scope assignment.,Missing official evidence; cannot apply scope without verification.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::VIVE,VIVE,OTC,Stock,Viveve Medical Inc,extended,otc_listing,source_gap,official_reference_gap,,,,already_extended_otc_listing,not_applicable,source_gap_review_required_before_enrichment,needs_official_evidence,0.2,"Official source such as SEC filing, exchange confirmation, or regulatory filing to verify active OTC listing and legitimacy.",No official evidence found; only inferred from OTC listing. Requires verification before confident scope assignment.,Missing official evidence; cannot apply scope without verification.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::VIVXF,VIVXF,OTC,Stock,Avivagen Inc,extended,otc_listing,source_gap,official_reference_gap,,,,already_extended_otc_listing,not_applicable,source_gap_review_required_before_enrichment,needs_official_evidence,0.2,"Official source such as SEC filing, exchange confirmation, or regulatory filing to verify active OTC listing and legitimacy.",No official evidence found; only inferred from OTC listing. Requires verification before confident scope assignment.,Missing official evidence; cannot apply scope without verification.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::VKSC,VKSC,OTC,Stock,Viskase Companies Inc,extended,otc_listing,source_gap,official_reference_gap,,,,already_extended_otc_listing,not_applicable,source_gap_review_required_before_enrichment,needs_official_evidence,0.2,"Official source such as SEC filing, exchange confirmation, or regulatory filing to verify active OTC listing and legitimacy.",No official evidence found; only inferred from OTC listing. Requires verification before confident scope assignment.,Missing official evidence; cannot apply scope without verification.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::VLBI,VLBI,OTC,Stock,Valentine Beauty Inc,extended,otc_listing,source_gap,official_reference_gap,,,,already_extended_otc_listing,not_applicable,source_gap_review_required_before_enrichment,needs_official_evidence,0.2,"Official source such as SEC filing, exchange confirmation, or regulatory filing to verify active OTC listing and legitimacy.",No official evidence found; only inferred from OTC listing. Requires verification before confident scope assignment.,Missing official evidence; cannot apply scope without verification.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::VMRI,VMRI,OTC,Stock,Valmie Resources Inc,extended,otc_listing,source_gap,official_reference_gap,,,,already_extended_otc_listing,not_applicable,source_gap_review_required_before_enrichment,needs_official_evidence,0.1,"Official source confirming the instrument's listing details, issuer, ISIN, and asset type.",The instrument currently has an extended OTC listing but lacks any official reference data; verification is required before any metadata enrichment or scope decision application.,Missing official evidence to confirm instrument details and scope decision.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::VMSI,VMSI,OTC,Stock,Vita Mobile Systems Inc,extended,otc_listing,source_gap,official_reference_gap,,,,already_extended_otc_listing,not_applicable,source_gap_review_required_before_enrichment,needs_official_evidence,0.1,"Official source confirming the instrument's listing details, issuer, ISIN, and asset type.",The instrument currently has an extended OTC listing but lacks any official reference data; verification is required before any metadata enrichment or scope decision application.,Missing official evidence to confirm instrument details and scope decision.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
