campaign,listing_key,ticker,exchange,asset_type,current_name,official_or_feed_name,source_kind,evidence_source,decision,review_priority,confidence_reason,verification_evidence_required,recommended_next_source,source_gate
C2_name_freshness,NASDAQ::VACH,VACH,US_LISTED,,Veraxa Biotech AG|Voyager Acquisition Corp,Veraxa Biotech Holding Ag,symbol_change_review,stockanalysis_symbol_changes,manual_review_pending_official_rename_or_symbol_reuse_evidence,P1,workflow_queue=review_duplicate_or_cross_listing;review_bucket=action_required_duplicate_or_cross_listing;apply_eligibility=requires_official_venue_confirmation;verification_evidence_required=official_exchange_directory_plus_listing_key_review_to_distinguish_duplicate_cross_listing_or_transition,official_exchange_directory_plus_listing_key_review_to_distinguish_duplicate_cross_listing_or_transition,Official exchange directory records plus listing-key review for both symbols.,"Do not change symbols until duplicate, cross-listing, or transition state is resolved listing-key by listing-key."
C2_name_freshness,NASDAQ::MLAC,MLAC,US_LISTED,,Avalanche Treasury Corporation|Mountain Lake Acquisition Corp. Class A Ordinary Shares,Avalanche Treasury Corp,symbol_change_review,stockanalysis_symbol_changes,manual_review_pending_official_rename_or_symbol_reuse_evidence,P1,workflow_queue=review_duplicate_or_cross_listing;review_bucket=action_required_duplicate_or_cross_listing;apply_eligibility=requires_official_venue_confirmation;verification_evidence_required=official_exchange_directory_plus_listing_key_review_to_distinguish_duplicate_cross_listing_or_transition,official_exchange_directory_plus_listing_key_review_to_distinguish_duplicate_cross_listing_or_transition,Official exchange directory records plus listing-key review for both symbols.,"Do not change symbols until duplicate, cross-listing, or transition state is resolved listing-key by listing-key."
C2_name_freshness,NYSE::LEGT,LEGT,US_LISTED,,Einride AB|Legato Merger Corp. III,Einride Ab,symbol_change_review,stockanalysis_symbol_changes,manual_review_pending_official_rename_or_symbol_reuse_evidence,P1,workflow_queue=review_duplicate_or_cross_listing;review_bucket=action_required_duplicate_or_cross_listing;apply_eligibility=requires_official_venue_confirmation;verification_evidence_required=official_exchange_directory_plus_listing_key_review_to_distinguish_duplicate_cross_listing_or_transition,official_exchange_directory_plus_listing_key_review_to_distinguish_duplicate_cross_listing_or_transition,Official exchange directory records plus listing-key review for both symbols.,"Do not change symbols until duplicate, cross-listing, or transition state is resolved listing-key by listing-key."
C2_name_freshness,,USEG,US_LISTED,,Big Sky Industrial Inc,Big Sky Industrial Inc,symbol_change_review,stockanalysis_symbol_changes,manual_review_pending_official_rename_or_symbol_reuse_evidence,P4,workflow_queue=audit_already_reflected;review_bucket=already_reflected_in_source_scope;apply_eligibility=audit_only_no_apply;verification_evidence_required=audit_only_confirm_no_canonical_change_needed,audit_only_confirm_no_canonical_change_needed,Audit-only confirmation from scoped listing records; no canonical change.,"Audit only; no ticker, listing, or name change is authorized."
C2_name_freshness,,CGCT,US_LISTED,,Factorial Energy Inc.,Factorial Energy Inc,symbol_change_review,stockanalysis_symbol_changes,manual_review_pending_official_rename_or_symbol_reuse_evidence,P4,workflow_queue=audit_already_reflected;review_bucket=already_reflected_in_source_scope;apply_eligibility=audit_only_no_apply;verification_evidence_required=audit_only_confirm_no_canonical_change_needed,audit_only_confirm_no_canonical_change_needed,Audit-only confirmation from scoped listing records; no canonical change.,"Audit only; no ticker, listing, or name change is authorized."
C2_name_freshness,,IAC,US_LISTED,,People Incorporated,People Inc,symbol_change_review,stockanalysis_symbol_changes,manual_review_pending_official_rename_or_symbol_reuse_evidence,P4,workflow_queue=audit_already_reflected;review_bucket=already_reflected_in_source_scope;apply_eligibility=audit_only_no_apply;verification_evidence_required=audit_only_confirm_no_canonical_change_needed,audit_only_confirm_no_canonical_change_needed,Audit-only confirmation from scoped listing records; no canonical change.,"Audit only; no ticker, listing, or name change is authorized."
C2_name_freshness,NASDAQ::SUUN,SUUN,US_LISTED,,PowerBank Corporation|PowerBank Corporation Common Stock,Powerbank Corp,symbol_change_review,stockanalysis_symbol_changes,manual_review_pending_official_rename_or_symbol_reuse_evidence,P1,workflow_queue=review_duplicate_or_cross_listing;review_bucket=action_required_duplicate_or_cross_listing;apply_eligibility=requires_official_venue_confirmation;verification_evidence_required=official_exchange_directory_plus_listing_key_review_to_distinguish_duplicate_cross_listing_or_transition,official_exchange_directory_plus_listing_key_review_to_distinguish_duplicate_cross_listing_or_transition,Official exchange directory records plus listing-key review for both symbols.,"Do not change symbols until duplicate, cross-listing, or transition state is resolved listing-key by listing-key."
C2_name_freshness,,VSCO,US_LISTED,,Victoria's Secret & Co,Victoria's Secret & Co.,symbol_change_review,stockanalysis_symbol_changes,manual_review_pending_official_rename_or_symbol_reuse_evidence,P4,workflow_queue=audit_already_reflected;review_bucket=already_reflected_in_source_scope;apply_eligibility=audit_only_no_apply;verification_evidence_required=audit_only_confirm_no_canonical_change_needed,audit_only_confirm_no_canonical_change_needed,Audit-only confirmation from scoped listing records; no canonical change.,"Audit only; no ticker, listing, or name change is authorized."
C2_name_freshness,,EDAP,US_LISTED,,EDAP TMS S.A,Edap Tms SA,symbol_change_review,stockanalysis_symbol_changes,manual_review_pending_official_rename_or_symbol_reuse_evidence,P4,workflow_queue=audit_already_reflected;review_bucket=already_reflected_in_source_scope;apply_eligibility=audit_only_no_apply;verification_evidence_required=audit_only_confirm_no_canonical_change_needed,audit_only_confirm_no_canonical_change_needed,Audit-only confirmation from scoped listing records; no canonical change.,"Audit only; no ticker, listing, or name change is authorized."
C2_name_freshness,,QHUOY,US_LISTED,,Quhuo Limited,Quhuo Ltd.,symbol_change_review,stockanalysis_symbol_changes,manual_review_pending_official_rename_or_symbol_reuse_evidence,P4,workflow_queue=audit_already_reflected;review_bucket=already_reflected_in_source_scope;apply_eligibility=audit_only_no_apply;verification_evidence_required=audit_only_confirm_no_canonical_change_needed,audit_only_confirm_no_canonical_change_needed,Audit-only confirmation from scoped listing records; no canonical change.,"Audit only; no ticker, listing, or name change is authorized."
C2_name_freshness,,OTH,US_LISTED,,NextBoat Inc.,Nextboat Inc,symbol_change_review,stockanalysis_symbol_changes,manual_review_pending_official_rename_or_symbol_reuse_evidence,P4,workflow_queue=audit_already_reflected;review_bucket=already_reflected_in_source_scope;apply_eligibility=audit_only_no_apply;verification_evidence_required=audit_only_confirm_no_canonical_change_needed,audit_only_confirm_no_canonical_change_needed,Audit-only confirmation from scoped listing records; no canonical change.,"Audit only; no ticker, listing, or name change is authorized."
C2_name_freshness,,STSS,US_LISTED,,"SkyAI, Inc.",Skyai Inc,symbol_change_review,stockanalysis_symbol_changes,manual_review_pending_official_rename_or_symbol_reuse_evidence,P4,workflow_queue=audit_already_reflected;review_bucket=already_reflected_in_source_scope;apply_eligibility=audit_only_no_apply;verification_evidence_required=audit_only_confirm_no_canonical_change_needed,audit_only_confirm_no_canonical_change_needed,Audit-only confirmation from scoped listing records; no canonical change.,"Audit only; no ticker, listing, or name change is authorized."
C2_name_freshness,,HOTH,US_LISTED,,Rocket One Inc,Rocket One Inc,symbol_change_review,stockanalysis_symbol_changes,manual_review_pending_official_rename_or_symbol_reuse_evidence,P4,workflow_queue=audit_already_reflected;review_bucket=already_reflected_in_source_scope;apply_eligibility=audit_only_no_apply;verification_evidence_required=audit_only_confirm_no_canonical_change_needed,audit_only_confirm_no_canonical_change_needed,Audit-only confirmation from scoped listing records; no canonical change.,"Audit only; no ticker, listing, or name change is authorized."
C2_name_freshness,,AGAE,US_LISTED,,All In FutureTech Alliance Inc,All In Futuretech Alliance Inc,symbol_change_review,stockanalysis_symbol_changes,manual_review_pending_official_rename_or_symbol_reuse_evidence,P4,workflow_queue=audit_already_reflected;review_bucket=already_reflected_in_source_scope;apply_eligibility=audit_only_no_apply;verification_evidence_required=audit_only_confirm_no_canonical_change_needed,audit_only_confirm_no_canonical_change_needed,Audit-only confirmation from scoped listing records; no canonical change.,"Audit only; no ticker, listing, or name change is authorized."
C2_name_freshness,NASDAQ::GIG,GIG,US_LISTED,,"GigCapital7 Corp. Class A Ordinary Share|Hadron Energy, Inc.",Hadron Energy Inc,symbol_change_review,stockanalysis_symbol_changes,manual_review_pending_official_rename_or_symbol_reuse_evidence,P1,workflow_queue=review_duplicate_or_cross_listing;review_bucket=action_required_duplicate_or_cross_listing;apply_eligibility=requires_official_venue_confirmation;verification_evidence_required=official_exchange_directory_plus_listing_key_review_to_distinguish_duplicate_cross_listing_or_transition,official_exchange_directory_plus_listing_key_review_to_distinguish_duplicate_cross_listing_or_transition,Official exchange directory records plus listing-key review for both symbols.,"Do not change symbols until duplicate, cross-listing, or transition state is resolved listing-key by listing-key."
C2_name_freshness,ASX::BTM,BTM,OTC,,,Bitcoin Depot Inc,symbol_change_review,stockanalysis_symbol_changes,manual_review_pending_official_rename_or_symbol_reuse_evidence,P2,workflow_queue=blocked_out_of_scope_symbol_collision;review_bucket=hold_out_of_scope_symbol_collision;apply_eligibility=blocked_until_exchange_scope_resolved;verification_evidence_required=official_exchange_scope_and_non_symbol_identity_evidence_before_apply,official_exchange_scope_and_non_symbol_identity_evidence_before_apply,Official source exchange scope mapping plus non-symbol identity evidence before any symbol action.,Block apply; global symbol collision outside source scope is not symbol-change evidence.
C2_name_freshness,,BK,US_LISTED,,The Bank of New York Mellon Corporation Common Stock,Bank Of New York Mellon Corp,symbol_change_review,stockanalysis_symbol_changes,manual_review_pending_official_rename_or_symbol_reuse_evidence,P4,workflow_queue=audit_already_reflected;review_bucket=already_reflected_in_source_scope;apply_eligibility=audit_only_no_apply;verification_evidence_required=audit_only_confirm_no_canonical_change_needed,audit_only_confirm_no_canonical_change_needed,Audit-only confirmation from scoped listing records; no canonical change.,"Audit only; no ticker, listing, or name change is authorized."
C2_name_freshness,,KFS,US_LISTED,,Kingsway Corporation,Kingsway Corp,symbol_change_review,stockanalysis_symbol_changes,manual_review_pending_official_rename_or_symbol_reuse_evidence,P4,workflow_queue=audit_already_reflected;review_bucket=already_reflected_in_source_scope;apply_eligibility=audit_only_no_apply;verification_evidence_required=audit_only_confirm_no_canonical_change_needed,audit_only_confirm_no_canonical_change_needed,Audit-only confirmation from scoped listing records; no canonical change.,"Audit only; no ticker, listing, or name change is authorized."
C2_name_freshness,,IINN,US_LISTED,,QTREX Quantum Ltd,Qtrex Quantum Ltd.,symbol_change_review,stockanalysis_symbol_changes,manual_review_pending_official_rename_or_symbol_reuse_evidence,P4,workflow_queue=audit_already_reflected;review_bucket=already_reflected_in_source_scope;apply_eligibility=audit_only_no_apply;verification_evidence_required=audit_only_confirm_no_canonical_change_needed,audit_only_confirm_no_canonical_change_needed,Audit-only confirmation from scoped listing records; no canonical change.,"Audit only; no ticker, listing, or name change is authorized."
C2_name_freshness,NASDAQ::ZBAI,ZBAI,US_LISTED,,ATIF Holdings Limited,Atif Holdings Ltd.,symbol_change_review,stockanalysis_symbol_changes,manual_review_pending_official_rename_or_symbol_reuse_evidence,P1,workflow_queue=review_duplicate_or_cross_listing;review_bucket=action_required_duplicate_or_cross_listing;apply_eligibility=requires_official_venue_confirmation;verification_evidence_required=official_exchange_directory_plus_listing_key_review_to_distinguish_duplicate_cross_listing_or_transition,official_exchange_directory_plus_listing_key_review_to_distinguish_duplicate_cross_listing_or_transition,Official exchange directory records plus listing-key review for both symbols.,"Do not change symbols until duplicate, cross-listing, or transition state is resolved listing-key by listing-key."
C2_name_freshness,,XWIN,US_LISTED,,XMax Inc,Xmax Inc,symbol_change_review,stockanalysis_symbol_changes,manual_review_pending_official_rename_or_symbol_reuse_evidence,P4,workflow_queue=audit_already_reflected;review_bucket=already_reflected_in_source_scope;apply_eligibility=audit_only_no_apply;verification_evidence_required=audit_only_confirm_no_canonical_change_needed,audit_only_confirm_no_canonical_change_needed,Audit-only confirmation from scoped listing records; no canonical change.,"Audit only; no ticker, listing, or name change is authorized."
C2_name_freshness,,LGCB,US_LISTED,,Linkage Global Inc,Linkage Global Inc,symbol_change_review,stockanalysis_symbol_changes,manual_review_pending_official_rename_or_symbol_reuse_evidence,P4,workflow_queue=audit_already_reflected;review_bucket=already_reflected_in_source_scope;apply_eligibility=audit_only_no_apply;verification_evidence_required=audit_only_confirm_no_canonical_change_needed,audit_only_confirm_no_canonical_change_needed,Audit-only confirmation from scoped listing records; no canonical change.,"Audit only; no ticker, listing, or name change is authorized."
C2_name_freshness,NASDAQ::CAEP,CAEP,US_LISTED,,"Air Global PLC - Ordinary shares|Cantor Equity Partners III, Inc. Class A Ordinary Shares",Air Global PLC,symbol_change_review,stockanalysis_symbol_changes,manual_review_pending_official_rename_or_symbol_reuse_evidence,P1,workflow_queue=review_duplicate_or_cross_listing;review_bucket=action_required_duplicate_or_cross_listing;apply_eligibility=requires_official_venue_confirmation;verification_evidence_required=official_exchange_directory_plus_listing_key_review_to_distinguish_duplicate_cross_listing_or_transition,official_exchange_directory_plus_listing_key_review_to_distinguish_duplicate_cross_listing_or_transition,Official exchange directory records plus listing-key review for both symbols.,"Do not change symbols until duplicate, cross-listing, or transition state is resolved listing-key by listing-key."
C2_name_freshness,,AGH,US_LISTED,,Aureus Greenway Holdings Inc,Aureus Greenway Holdings Inc,symbol_change_review,stockanalysis_symbol_changes,manual_review_pending_official_rename_or_symbol_reuse_evidence,P4,workflow_queue=audit_already_reflected;review_bucket=already_reflected_in_source_scope;apply_eligibility=audit_only_no_apply;verification_evidence_required=audit_only_confirm_no_canonical_change_needed,audit_only_confirm_no_canonical_change_needed,Audit-only confirmation from scoped listing records; no canonical change.,"Audit only; no ticker, listing, or name change is authorized."
C2_name_freshness,,RVYL,US_LISTED,,Ryvyl Inc,Rtb Digital Inc,symbol_change_review,stockanalysis_symbol_changes,manual_review_pending_official_rename_or_symbol_reuse_evidence,P4,workflow_queue=audit_already_reflected;review_bucket=already_reflected_in_source_scope;apply_eligibility=audit_only_no_apply;verification_evidence_required=audit_only_confirm_no_canonical_change_needed,audit_only_confirm_no_canonical_change_needed,Audit-only confirmation from scoped listing records; no canonical change.,"Audit only; no ticker, listing, or name change is authorized."
C2_name_freshness,,FIHL,US_LISTED,,Pelagos Insurance Capital Ltd,Pelagos Insurance Capital Ltd.,symbol_change_review,stockanalysis_symbol_changes,manual_review_pending_official_rename_or_symbol_reuse_evidence,P4,workflow_queue=audit_already_reflected;review_bucket=already_reflected_in_source_scope;apply_eligibility=audit_only_no_apply;verification_evidence_required=audit_only_confirm_no_canonical_change_needed,audit_only_confirm_no_canonical_change_needed,Audit-only confirmation from scoped listing records; no canonical change.,"Audit only; no ticker, listing, or name change is authorized."
C2_name_freshness,,WLAC,US_LISTED,,Boost Run Inc,Boost Run Inc,symbol_change_review,stockanalysis_symbol_changes,manual_review_pending_official_rename_or_symbol_reuse_evidence,P4,workflow_queue=audit_already_reflected;review_bucket=already_reflected_in_source_scope;apply_eligibility=audit_only_no_apply;verification_evidence_required=audit_only_confirm_no_canonical_change_needed,audit_only_confirm_no_canonical_change_needed,Audit-only confirmation from scoped listing records; no canonical change.,"Audit only; no ticker, listing, or name change is authorized."
C2_name_freshness,OTC::WIZEY,WIZEY,US_LISTED,,Wise Group plc,Wise Group PLC,symbol_change_review,stockanalysis_symbol_changes,manual_review_pending_official_rename_or_symbol_reuse_evidence,P4,workflow_queue=audit_already_reflected;review_bucket=already_reflected_in_scope_with_global_symbol_collision;apply_eligibility=audit_only_no_apply;verification_evidence_required=audit_only_confirm_no_canonical_change_needed,audit_only_confirm_no_canonical_change_needed,Audit-only comparison against official scoped exchange evidence; no canonical change.,"Audit only; no ticker, listing, or name change is authorized."
C2_name_freshness,,GLPG,US_LISTED,,Lakefront Biotherapeutics NV,Lakefront Biotherapeutics Nv,symbol_change_review,stockanalysis_symbol_changes,manual_review_pending_official_rename_or_symbol_reuse_evidence,P4,workflow_queue=audit_already_reflected;review_bucket=already_reflected_in_source_scope;apply_eligibility=audit_only_no_apply;verification_evidence_required=audit_only_confirm_no_canonical_change_needed,audit_only_confirm_no_canonical_change_needed,Audit-only confirmation from scoped listing records; no canonical change.,"Audit only; no ticker, listing, or name change is authorized."
C2_name_freshness,,EXPI,US_LISTED,,eXp World Holdings Inc,Agnt Inc,symbol_change_review,stockanalysis_symbol_changes,manual_review_pending_official_rename_or_symbol_reuse_evidence,P4,workflow_queue=audit_already_reflected;review_bucket=already_reflected_in_source_scope;apply_eligibility=audit_only_no_apply;verification_evidence_required=audit_only_confirm_no_canonical_change_needed,audit_only_confirm_no_canonical_change_needed,Audit-only confirmation from scoped listing records; no canonical change.,"Audit only; no ticker, listing, or name change is authorized."
C2_name_freshness,,EKSO,US_LISTED,,ChronoScale Corporation,Chronoscale Holdings Corp,symbol_change_review,stockanalysis_symbol_changes,manual_review_pending_official_rename_or_symbol_reuse_evidence,P4,workflow_queue=audit_already_reflected;review_bucket=already_reflected_in_source_scope;apply_eligibility=audit_only_no_apply;verification_evidence_required=audit_only_confirm_no_canonical_change_needed,audit_only_confirm_no_canonical_change_needed,Audit-only confirmation from scoped listing records; no canonical change.,"Audit only; no ticker, listing, or name change is authorized."
C2_name_freshness,ASX::MEG|WSE::MEG,MEG,US_LISTED,,"Onterris, Inc. Common Stock",Onterris Inc,symbol_change_review,stockanalysis_symbol_changes,manual_review_pending_official_rename_or_symbol_reuse_evidence,P4,workflow_queue=audit_already_reflected;review_bucket=already_reflected_in_scope_with_global_symbol_collision;apply_eligibility=audit_only_no_apply;verification_evidence_required=audit_only_confirm_no_canonical_change_needed,audit_only_confirm_no_canonical_change_needed,Audit-only comparison against official scoped exchange evidence; no canonical change.,"Audit only; no ticker, listing, or name change is authorized."
C2_name_freshness,,VBIX,US_LISTED,,Quantum X Labs Inc,Quantum X Labs Inc,symbol_change_review,stockanalysis_symbol_changes,manual_review_pending_official_rename_or_symbol_reuse_evidence,P4,workflow_queue=audit_already_reflected;review_bucket=already_reflected_in_source_scope;apply_eligibility=audit_only_no_apply;verification_evidence_required=audit_only_confirm_no_canonical_change_needed,audit_only_confirm_no_canonical_change_needed,Audit-only confirmation from scoped listing records; no canonical change.,"Audit only; no ticker, listing, or name change is authorized."
C2_name_freshness,,MIGI,US_LISTED,,"Big Digital Energy, Inc.",Big Digital Energy Inc,symbol_change_review,stockanalysis_symbol_changes,manual_review_pending_official_rename_or_symbol_reuse_evidence,P4,workflow_queue=audit_already_reflected;review_bucket=already_reflected_in_source_scope;apply_eligibility=audit_only_no_apply;verification_evidence_required=audit_only_confirm_no_canonical_change_needed,audit_only_confirm_no_canonical_change_needed,Audit-only confirmation from scoped listing records; no canonical change.,"Audit only; no ticker, listing, or name change is authorized."
C2_name_freshness,,ETHM,US_LISTED,,,Dynamix Corp,symbol_change_review,stockanalysis_symbol_changes,manual_review_pending_official_rename_or_symbol_reuse_evidence,P3,workflow_queue=document_no_dataset_match;review_bucket=no_dataset_match_for_source_scope;apply_eligibility=no_dataset_action_without_scope_mapping;verification_evidence_required=official_exchange_scope_mapping_or_ignore_as_external_non_dataset_event,official_exchange_scope_mapping_or_ignore_as_external_non_dataset_event,"Official exchange scope mapping, or document the event as outside the dataset.",No dataset action without scoped official mapping to an existing or intended listing.
C2_name_freshness,,SBLX,US_LISTED,,"Fabric.AI, Inc.",Fabricai Inc,symbol_change_review,stockanalysis_symbol_changes,manual_review_pending_official_rename_or_symbol_reuse_evidence,P4,workflow_queue=audit_already_reflected;review_bucket=already_reflected_in_source_scope;apply_eligibility=audit_only_no_apply;verification_evidence_required=audit_only_confirm_no_canonical_change_needed,audit_only_confirm_no_canonical_change_needed,Audit-only confirmation from scoped listing records; no canonical change.,"Audit only; no ticker, listing, or name change is authorized."
C2_name_freshness,NASDAQ::ALTS,ALTS,US_LISTED,,AI Financial Corporation|ALT5 Sigma Corporation,Ai Financial Corp,symbol_change_review,stockanalysis_symbol_changes,manual_review_pending_official_rename_or_symbol_reuse_evidence,P1,workflow_queue=review_duplicate_or_cross_listing;review_bucket=action_required_duplicate_or_cross_listing;apply_eligibility=requires_official_venue_confirmation;verification_evidence_required=official_exchange_directory_plus_listing_key_review_to_distinguish_duplicate_cross_listing_or_transition,official_exchange_directory_plus_listing_key_review_to_distinguish_duplicate_cross_listing_or_transition,Official exchange directory records plus listing-key review for both symbols.,"Do not change symbols until duplicate, cross-listing, or transition state is resolved listing-key by listing-key."
C2_name_freshness,,TIVC,US_LISTED,,"Valion Bio, Inc. - Common stock",Valion Bio Inc,symbol_change_review,stockanalysis_symbol_changes,manual_review_pending_official_rename_or_symbol_reuse_evidence,P4,workflow_queue=audit_already_reflected;review_bucket=already_reflected_in_source_scope;apply_eligibility=audit_only_no_apply;verification_evidence_required=audit_only_confirm_no_canonical_change_needed,audit_only_confirm_no_canonical_change_needed,Audit-only confirmation from scoped listing records; no canonical change.,"Audit only; no ticker, listing, or name change is authorized."
C2_name_freshness,,COEP,US_LISTED,,Z Squared Inc,Z Squared Inc,symbol_change_review,stockanalysis_symbol_changes,manual_review_pending_official_rename_or_symbol_reuse_evidence,P4,workflow_queue=audit_already_reflected;review_bucket=already_reflected_in_source_scope;apply_eligibility=audit_only_no_apply;verification_evidence_required=audit_only_confirm_no_canonical_change_needed,audit_only_confirm_no_canonical_change_needed,Audit-only confirmation from scoped listing records; no canonical change.,"Audit only; no ticker, listing, or name change is authorized."
C2_name_freshness,,QVCGA,OTC,,,Qvc Group Inc,symbol_change_review,stockanalysis_symbol_changes,manual_review_pending_official_rename_or_symbol_reuse_evidence,P2,workflow_queue=blocked_out_of_scope_symbol_collision;review_bucket=hold_out_of_scope_symbol_collision;apply_eligibility=blocked_until_exchange_scope_resolved;verification_evidence_required=official_exchange_scope_and_non_symbol_identity_evidence_before_apply,official_exchange_scope_and_non_symbol_identity_evidence_before_apply,Official source exchange scope mapping plus non-symbol identity evidence before any symbol action.,Block apply; global symbol collision outside source scope is not symbol-change evidence.
C2_name_freshness,,ASGN,US_LISTED,,"Everforth, Inc. Common Stock",Everforth Inc,symbol_change_review,stockanalysis_symbol_changes,manual_review_pending_official_rename_or_symbol_reuse_evidence,P4,workflow_queue=audit_already_reflected;review_bucket=already_reflected_in_source_scope;apply_eligibility=audit_only_no_apply;verification_evidence_required=audit_only_confirm_no_canonical_change_needed,audit_only_confirm_no_canonical_change_needed,Audit-only confirmation from scoped listing records; no canonical change.,"Audit only; no ticker, listing, or name change is authorized."
C2_name_freshness,NASDAQ::ATON,ATON,US_LISTED,,Alpha Compute Corp,Alpha Compute Corp,symbol_change_review,stockanalysis_symbol_changes,manual_review_pending_official_rename_or_symbol_reuse_evidence,P1,workflow_queue=review_duplicate_or_cross_listing;review_bucket=action_required_duplicate_or_cross_listing;apply_eligibility=requires_official_venue_confirmation;verification_evidence_required=official_exchange_directory_plus_listing_key_review_to_distinguish_duplicate_cross_listing_or_transition,official_exchange_directory_plus_listing_key_review_to_distinguish_duplicate_cross_listing_or_transition,Official exchange directory records plus listing-key review for both symbols.,"Do not change symbols until duplicate, cross-listing, or transition state is resolved listing-key by listing-key."
C2_name_freshness,,PSTG,US_LISTED,,"Everpure, Inc. Class A common stock",Everpure Inc,symbol_change_review,stockanalysis_symbol_changes,manual_review_pending_official_rename_or_symbol_reuse_evidence,P4,workflow_queue=audit_already_reflected;review_bucket=already_reflected_in_source_scope;apply_eligibility=audit_only_no_apply;verification_evidence_required=audit_only_confirm_no_canonical_change_needed,audit_only_confirm_no_canonical_change_needed,Audit-only confirmation from scoped listing records; no canonical change.,"Audit only; no ticker, listing, or name change is authorized."
C2_name_freshness,,ZGM,US_LISTED,,Zenta Group Company Limited,Zenta Group Co Ltd.,symbol_change_review,stockanalysis_symbol_changes,manual_review_pending_official_rename_or_symbol_reuse_evidence,P4,workflow_queue=audit_already_reflected;review_bucket=already_reflected_in_source_scope;apply_eligibility=audit_only_no_apply;verification_evidence_required=audit_only_confirm_no_canonical_change_needed,audit_only_confirm_no_canonical_change_needed,Audit-only confirmation from scoped listing records; no canonical change.,"Audit only; no ticker, listing, or name change is authorized."
C2_name_freshness,NASDAQ::CIGL,CIGL,US_LISTED,,Concorde International Group Ltd|Concorde International Group Ltd - Class A Ordinary Shares,Concorde International Group Ltd.,symbol_change_review,stockanalysis_symbol_changes,manual_review_pending_official_rename_or_symbol_reuse_evidence,P1,workflow_queue=review_duplicate_or_cross_listing;review_bucket=action_required_duplicate_or_cross_listing;apply_eligibility=requires_official_venue_confirmation;verification_evidence_required=official_exchange_directory_plus_listing_key_review_to_distinguish_duplicate_cross_listing_or_transition,official_exchange_directory_plus_listing_key_review_to_distinguish_duplicate_cross_listing_or_transition,Official exchange directory records plus listing-key review for both symbols.,"Do not change symbols until duplicate, cross-listing, or transition state is resolved listing-key by listing-key."
C2_name_freshness,,HYAC,US_LISTED,,"Suncrete, Inc.",Suncrete Inc,symbol_change_review,stockanalysis_symbol_changes,manual_review_pending_official_rename_or_symbol_reuse_evidence,P4,workflow_queue=audit_already_reflected;review_bucket=already_reflected_in_source_scope;apply_eligibility=audit_only_no_apply;verification_evidence_required=audit_only_confirm_no_canonical_change_needed,audit_only_confirm_no_canonical_change_needed,Audit-only confirmation from scoped listing records; no canonical change.,"Audit only; no ticker, listing, or name change is authorized."
C2_name_freshness,,CAPT,OTC,,,Captivision Inc,symbol_change_review,stockanalysis_symbol_changes,manual_review_pending_official_rename_or_symbol_reuse_evidence,P2,workflow_queue=blocked_out_of_scope_symbol_collision;review_bucket=hold_out_of_scope_symbol_collision;apply_eligibility=blocked_until_exchange_scope_resolved;verification_evidence_required=official_exchange_scope_and_non_symbol_identity_evidence_before_apply,official_exchange_scope_and_non_symbol_identity_evidence_before_apply,Official source exchange scope mapping plus non-symbol identity evidence before any symbol action.,Block apply; global symbol collision outside source scope is not symbol-change evidence.
C2_name_freshness,,DCOMG,US_LISTED,,,Dime Commercial Bancshares Inc,symbol_change_review,stockanalysis_symbol_changes,manual_review_pending_official_rename_or_symbol_reuse_evidence,P3,workflow_queue=document_no_dataset_match;review_bucket=no_dataset_match_for_source_scope;apply_eligibility=no_dataset_action_without_scope_mapping;verification_evidence_required=official_exchange_scope_mapping_or_ignore_as_external_non_dataset_event,official_exchange_scope_mapping_or_ignore_as_external_non_dataset_event,"Official exchange scope mapping, or document the event as outside the dataset.",No dataset action without scoped official mapping to an existing or intended listing.
C2_name_freshness,,NBY,US_LISTED,,Stablecoin Development Corporation,Stablecoin Development Corp,symbol_change_review,stockanalysis_symbol_changes,manual_review_pending_official_rename_or_symbol_reuse_evidence,P4,workflow_queue=audit_already_reflected;review_bucket=already_reflected_in_source_scope;apply_eligibility=audit_only_no_apply;verification_evidence_required=audit_only_confirm_no_canonical_change_needed,audit_only_confirm_no_canonical_change_needed,Audit-only confirmation from scoped listing records; no canonical change.,"Audit only; no ticker, listing, or name change is authorized."
C2_name_freshness,,BITF,US_LISTED,,Keel Infrastructure Corp.,Keel Infrastructure Corp,symbol_change_review,stockanalysis_symbol_changes,manual_review_pending_official_rename_or_symbol_reuse_evidence,P4,workflow_queue=audit_already_reflected;review_bucket=already_reflected_in_source_scope;apply_eligibility=audit_only_no_apply;verification_evidence_required=audit_only_confirm_no_canonical_change_needed,audit_only_confirm_no_canonical_change_needed,Audit-only confirmation from scoped listing records; no canonical change.,"Audit only; no ticker, listing, or name change is authorized."
C2_name_freshness,NASDAQ::QH,QH,OTC,,,Quhuo Ltd.,symbol_change_review,stockanalysis_symbol_changes,manual_review_pending_official_rename_or_symbol_reuse_evidence,P2,workflow_queue=blocked_out_of_scope_symbol_collision;review_bucket=hold_out_of_scope_symbol_collision;apply_eligibility=blocked_until_exchange_scope_resolved;verification_evidence_required=official_exchange_scope_and_non_symbol_identity_evidence_before_apply,official_exchange_scope_and_non_symbol_identity_evidence_before_apply,Official source exchange scope mapping plus non-symbol identity evidence before any symbol action.,Block apply; global symbol collision outside source scope is not symbol-change evidence.
