isin,registered_country,isin_valid,cluster_count,listing_count,listing_keys,member_names,member_exchanges,member_tickers,shared_tickers,collision_signals,decision_candidate,review_queue,review_gate,recommended_next_source,closure_status
CA08663L1040,Canada,true,2,2,NYSE ARCA::SPXU|TSX::SPXU,Global X S&P 500 Index Bull ETF | ProShares UltraPro Short S&P500,NYSE ARCA | TSX,SPXU,SPXU,name_clusters_disjoint;ticker_collision;registered_country_known,ticker_collision_isin_misassignment_suspected,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
IE00B3DKXQ41,Ireland,true,2,3,LSE::SEAG|NASDAQ::IEAG|XETRA::EUN4,Infinite Eagle Acquisition Corp. Class A Ordinary Shares | iShares Aggregate Bond UCITS,LSE | NASDAQ | XETRA,EUN4 | IEAG | SEAG,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
IE00B43QJJ40,Ireland,true,2,3,BATS::GLBL|LSE::GLAG|XETRA::SYBZ,Pacer Funds Trust Pacer MSCI Wo | SPDR Bloomberg Barclays Global Aggregate Bond UCITS USD unhedged,BATS | LSE | XETRA,GLAG | GLBL | SYBZ,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
IE00B44CND37,Ireland,true,2,3,Euronext::TSYE|LSE::USTY|NASDAQ::SYBT,SPDR Barclays Cap US Treasury Bond | Stock Yards Bancorp Inc,Euronext | LSE | NASDAQ,SYBT | TSYE | USTY,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
IE00B4P11460,Ireland,true,2,3,LSE::EMLB|NYSE ARCA::EMLP|XETRA::PEML,First Trust North American Energy Infrastructure Fund | PIMCO Emerging Markets Advantage Local Bond Source UCITS,LSE | NYSE ARCA | XETRA,EMLB | EMLP | PEML,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
IE00B8GF1M35,Ireland,true,2,3,LSE::GBRE|NASDAQ::GLRE|XETRA::SPYJ,Greenlight Capital Re Ltd | SPDR® Dow Jones Global Real Estate UCITS ETF,LSE | NASDAQ | XETRA,GBRE | GLRE | SPYJ,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
IE00BDFBTQ78,Ireland,true,2,3,LSE::GDIG|NYSE ARCA::GIGB|XETRA::WMIN,Goldman Sachs Access Investment Grade Corporate Bond ETF | VanEck Global Mining UCITS A,LSE | NYSE ARCA | XETRA,GDIG | GIGB | WMIN,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
IE00BDFL4P12,Ireland,true,2,3,LSE::COMM|LSE::ICOM|XETRA::SXRS,WisdomTree Natural Gas | iShares Diversified Commodity Swap UCITS ETF,LSE | XETRA,COMM | ICOM | SXRS,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
IE00BDVPNG13,Ireland,true,2,3,BATS::INTL|BATS::WTAI|XETRA::WTI2,Main International ETF | WisdomTree Trust - WisdomTree Artificial Intelligence and Innovation Fund,BATS | XETRA,INTL | WTAI | WTI2,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
IE00BF2GFH28,Ireland,true,2,3,LSE::TRES|NASDAQ::TRSG|XETRA::TRDS,Invesco US Treasury Bond UCITS ETF USD Dist | Tungray Technologies Inc Class A Ordinary Shares,LSE | NASDAQ | XETRA,TRDS | TRES | TRSG,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
IE00BF4RFH31,Ireland,true,2,3,NASDAQ::WLDS|NASDAQ::WSML|XETRA::IUSN,Wearable Devices Ltd. | iShares MSCI World Small Cap UCITS ETF USD (Acc) EUR,NASDAQ | XETRA,IUSN | WLDS | WSML,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
IE00BFD2H405,Ireland,true,2,3,LSE::FSKY|NASDAQ::SKYE|NASDAQ::SKYU,"First Trust Cloud Computing UCITS ETF Class A USD Accumulation | Skye Bioscience, Inc. Common Stock",LSE | NASDAQ,FSKY | SKYE | SKYU,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
IE00BFWXDY69,Ireland,true,2,3,LSE::FRXE|OTC::FLES|XETRA::FVSH,4 Less Group Inc | Franklin Liberty Euro Short Maturity UCITS ETF,LSE | OTC | XETRA,FLES | FRXE | FVSH,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
IE00BGYWFS63,Ireland,true,2,3,LSE::VUTA|OTC::VDTA|XETRA::VAGT,"Vanguard USD Treasury Bond UCITS ETF USD Accumulation EUR | Vertical Data, Inc",LSE | OTC | XETRA,VAGT | VDTA | VUTA,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
IE00BM8QS095,Ireland,true,2,3,LSE::MCTS|OTC::MCHT|XETRA::ICNT,Invesco MSCI China Technology All Shares Stock Connect UCITS ETF EUR | Mauch Chunk Trust Financial Corp,LSE | OTC | XETRA,ICNT | MCHT | MCTS,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
IE00BMDPBY65,Ireland,true,2,3,LSE::EUPA|LSE::PARI|OTC::FLXP,FlexPower Inc | Franklin STOXX Europe 600 Paris Aligned Climate UCITS ETF GBP,LSE | OTC,EUPA | FLXP | PARI,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
IE00BMFNW783,Ireland,true,2,3,LSE::TRYP|NASDAQ::TRIP|XETRA::7RIP,HANetf ICAV - Airlines Hotels Cruise Lines UCITS ETF | TripAdvisor Inc,LSE | NASDAQ | XETRA,7RIP | TRIP | TRYP,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
IE00BMWXKN31,Ireland,true,2,3,LSE::HSTE|OTC::HSTC|XETRA::H4ZX,HSBC Hang Seng Tech UCITS ETF | HST Global Inc,LSE | OTC | XETRA,H4ZX | HSTC | HSTE,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
IE00BMYMHS24,Ireland,true,2,3,LSE::AMAP|NASDAQ::AMAL|XETRA::ASWE,Amalgamated Bank | Saturna Al-Kawthar Global Focused Equity UCITS ETF GBP,LSE | NASDAQ | XETRA,AMAL | AMAP | ASWE,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
IE00BX7RRJ27,Ireland,true,2,3,LSE::UC99|SIX::UQLTD-USD|XETRA::UBUT,UBS (Irl) ETF plc - Factor MSCI USA Quality UCITS ETF (USD) A-dis | UBSETF MS US QLUSDd,LSE | SIX | XETRA,UBUT | UC99 | UQLTD-USD,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
IE00BYM31M36,Ireland,true,2,3,LSE::RISE|NASDAQ::WING|XETRA::QDVQ,Wingstop Inc | iShares Fallen Angels High Yield Corporate Bond UCITS,LSE | NASDAQ | XETRA,QDVQ | RISE | WING,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
IE00BZ0G8977,Ireland,true,2,3,LSE::UTIP|OTC::TIPS|XETRA::SYBY,SPDR Barclays U.S. TIPS UCITS | Tianrong Internet Products and Services Inc,LSE | OTC | XETRA,SYBY | TIPS | UTIP,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
IL0001260111,Israel,true,3,3,NASDAQ::GCT|OTC::GZTGF|TASE::GZT,G City Ltd | Gazit Globe Ltd | GigaCloud Technology Inc Class A Ordinary Shares,NASDAQ | OTC | TASE,GCT | GZT | GZTGF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
IL0010824113,Israel,true,2,3,LSE::0Y9S|NASDAQ::CHKP|SET::CPW,Check Point Software Technologies Ltd. | Copperwired Public Company Limited,LSE | NASDAQ | SET,0Y9S | CHKP | CPW,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
JP3459600007,Japan,true,2,3,NASDAQ::TAX|OTC::TKHIF|TSE::2531,Cambria Tax Aware ETF | TAKARA HOLDINGS INC.,NASDAQ | OTC | TSE,2531 | TAX | TKHIF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
JP3787000003,Japan,true,2,3,OTC::HMDCF|OTC::HTCMF|TSE::6305,"HUTCHMED (China) Limited | Hitachi Construction Machinery Co.,Ltd.",OTC | TSE,6305 | HMDCF | HTCMF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
LU0533032859,Luxembourg,true,2,3,Euronext::FINSW|NASDAQ::FINW|XETRA::LYPD,Finwise Bancorp | Multi Units Luxembourg - Lyxor MSCI World Financials TR UCITS ETF,Euronext | NASDAQ | XETRA,FINSW | FINW | LYPD,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
LU1390062831,Luxembourg,true,2,3,LSE::INFG|NYSE MKT::INFU|XETRA::UINF,InfuSystems Holdings Inc | Lyxor US$ 10Y Inflation Expectations UCITS ETF - C-USD,LSE | NYSE MKT | XETRA,INFG | INFU | UINF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
LU1834983634,Luxembourg,true,2,3,Euronext::CHM|OTC::CHMMF|XETRA::LCHM,Amundi STOXX Europe 600 Basic Materials UCITS ETF Acc EUR | Chimeric Therapeutics Limited,Euronext | OTC | XETRA,CHM | CHMMF | LCHM,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
NL0000334118,Netherlands,true,2,3,LSE::0NX3|OTC::ASMMF|OTC::ASMXF,ASM International NV | Australian Strategic Materials Ltd,LSE | OTC,0NX3 | ASMMF | ASMXF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
NO0010234552,Norway,true,2,3,LSE::0MJX|OTC::AKAAF|OTC::FKMCF,Aker ASA | Fokus Mining Corporation,LSE | OTC,0MJX | AKAAF | FKMCF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
SG1T56930848,Singapore,true,2,3,OTC::WLMIF|OTC::WMGTF|SGX::F34,Wilmar Intl | Wilmington plc,OTC | SGX,F34 | WLMIF | WMGTF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
SG1U76934819,Singapore,true,2,3,OTC::YSHLF|SGX::BS6|SGX::SO7,YZJ Shipbldg SGD | Yangzijiang Shipbuilding (Holdings) Ltd,OTC | SGX,BS6 | SO7 | YSHLF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
SG2D00968206,Singapore,true,2,3,OTC::HCTPF|SGX::NS8U|SGX::P7VU,HPH Trust USD | Hutchison Port Holdings Trust,OTC | SGX,HCTPF | NS8U | P7VU,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
US0152711091,United States,true,2,3,LSE::0HCH|NYSE::ARE|OTC::AGREF,Alexandria Real Estate Equities Inc. | ORPHEUS URANIUM LTD.,LSE | NYSE | OTC,0HCH | AGREF | ARE,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
US22160K1051,United States,true,2,3,LSE::0I47|NASDAQ::COST|OTC::CTOHF,Citigold Corporation Limited | Costco Wholesale Corp.,LSE | NASDAQ | OTC,0I47 | COST | CTOHF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
US2441991054,United States,true,2,3,LSE::0R2P|NYSE::DE|OTC::DEDVF,Decisive Dividend Corporation | Deere & Co.,LSE | NYSE | OTC,0R2P | DE | DEDVF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
US44980X1090,United States,true,2,3,LSE::0J86|NASDAQ::IPGP|OTC::IPFPF,IPG Photonics Corporation | International Personal Finance plc,LSE | NASDAQ | OTC,0J86 | IPFPF | IPGP,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
US65339F1012,United States,true,2,3,LSE::0K80|NYSE::NEE|OTC::NNMTF,NextEra Energy Inc. | Nine Entertainment Co. Holdings Limited,LSE | NYSE | OTC,0K80 | NEE | NNMTF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
US75513E1010,United States,true,2,3,LSE::0R2N|NYSE::RTX|XETRA::5UR,RTX Corporation | Raytheon Technologies Corp,LSE | NYSE | XETRA,0R2N | 5UR | RTX,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
US7591EP1005,United States,true,2,3,LSE::0KV3|NYSE::RF|OTC::EUZOF,Eurazeo SE | Regions Financial Corp.,LSE | NYSE | OTC,0KV3 | EUZOF | RF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
US8447411088,United States,true,2,3,LSE::0L8F|NYSE::LUV|XETRA::SWN,SOUTHW. AIRL. CO.    DL 1 | Southwest Airlines Co.,LSE | NYSE | XETRA,0L8F | LUV | SWN,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
US9884981013,United States,true,2,3,LSE::0QYD|NYSE::YUM|OTC::TGRHF,Tirupati Graphite plc | Yum! Brands Inc.,LSE | NYSE | OTC,0QYD | TGRHF | YUM,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
XS2875106242,,true,2,3,LSE::SPYO|LSE::SPYY|NYSE ARCA::DSPY,IncomeShares S&P500 Options (0DTE) ETP GBP | Tema ETF Trust,LSE | NYSE ARCA,DSPY | SPYO | SPYY,,name_clusters_disjoint;registered_country_unknown,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
AT0000741053,Austria,true,2,2,LSE::0EEI|NYSE::EVN,EVN AG | Eaton Vance Municipal Income Closed Fund,LSE | NYSE,0EEI | EVN,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
AT0000818802,Austria,true,2,2,LSE::0E64|NYSE::DOC,DO & CO Aktiengesellschaft | Healthpeak Properties Inc,LSE | NYSE,0E64 | DOC,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
AT0000A3EPA4,Austria,true,2,2,LSE::0QWC|NYSE MKT::AMS,American Shared Hospital Service | Ams AG,LSE | NYSE MKT,0QWC | AMS,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
AU000000ACR3,Australia,true,2,2,NYSE::ACR|OTC::ARUXF,Acres Commercial Realty Corp | Acrux Limited,NYSE | OTC,ACR | ARUXF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
AU000000AMP6,Australia,true,2,2,NYSE::AMP|OTC::AMLTF,AMP Ltd | Ameriprise Financial Inc,NYSE | OTC,AMLTF | AMP,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
