ticker,exchange,asset_type,name,stockanalysis_symbol,stockanalysis_name,stockanalysis_isin,stockanalysis_sector,stockanalysis_industry,stockanalysis_category,isin_update,sector_update,category_update,decision,source_url
CRTMF,OTC,Stock,Critical Metals Corp.,CRTMF,Critical Metals Plc,,Materials,Other Industrial Metals & Mining,,,,,no_update,https://stockanalysis.com/quote/otc/CRTMF/
CRTUF,OTC,Stock,CRTUF,,,,,,,,,,no_symbol_match,
CRUCD,OTC,Stock,CRUCD,,,,,,,,,,no_symbol_match,
CRUP,LSE,ETF,WisdomTree WTI Crude Oil (GBP),,,,,,,,,,no_symbol_match,
CRYIF,OTC,Stock,Crystal International Group Ltd.,CRYIF,Crystal International Group Limited,,Consumer Discretionary,Apparel Manufacturing,,,,,no_update,https://stockanalysis.com/quote/otc/CRYIF/
CRZNF,OTC,Stock,Corazon Mining Ltd,,,,,,,,,,no_symbol_match,
CSCNF,OTC,Stock,China SCE Group Holdings Ltd,,,,,,,,,,no_symbol_match,
CSMRF,OTC,Stock,CLASSIC MINERALS LTD.,,,,,,,,,,no_symbol_match,
CSNRF,OTC,Stock,Chesnara Plc.,CSNRF,Chesnara plc,,Financials,Insurance - Life,,,,,no_update,https://stockanalysis.com/quote/otc/CSNRF/
CTHCF,OTC,Stock,CoTec Holdings Corp.,CTHCF,CoTec Holdings Corp.,,,Other,,,,,no_update,https://stockanalysis.com/quote/otc/CTHCF/
CTNMF,OTC,Stock,CHINA TREASURES NEW MATLS GROUP LTD,,,,,,,,,,no_symbol_match,
CTOHF,OTC,Stock,Citigold Corporation Limited,,,,,,,,,,no_symbol_match,
CTPVF,OTC,Stock,CTP N.V,,,,,,,,,,no_symbol_match,
CTTPY,OTC,Stock,CTT - Correios De Portugal S.A,,,,,,,,,,no_symbol_match,
CTYMF,OTC,Stock,Catalyst Metals Limited,CTYMF,Catalyst Metals Limited,,Materials,Gold,,,,,no_update,https://stockanalysis.com/quote/otc/CTYMF/
CUDV.B,TSX,ETF,CI U.S. Minimum Downside Volatility Index ETF,,,,,,,,,,no_symbol_match,
CUHRF,OTC,Stock,CUHRF,,,,,,,,,,no_symbol_match,
CVBP,LSE,Stock,Coventry Building Society,,,,,,,,,,no_symbol_match,
CVTGF,OTC,Stock,Clairvest Group Inc,,,,,,,,,,no_symbol_match,
CVVIF,OTC,Stock,Sociedad Comercial del Plata S.A,,,,,,,,,,no_symbol_match,
CWWGF,OTC,Stock,CHAOWEI POWER HLDGS,,,,,,,,,,no_symbol_match,
CYAND,OTC,Stock,Cyanotech Corporation,,,,,,,,,,no_symbol_match,
CYFWY,OTC,Stock,Cyfrowy Polsat S.A,,,,,,,,,,no_symbol_match,
CYGGF,OTC,Stock,Cygnus Metals Limited,CYGGF,Cygnus Metals Limited,,Materials,Other Industrial Metals & Mining,,,,,no_update,https://stockanalysis.com/quote/otc/CYGGF/
CYRD,OTC,Stock,CybeRecord Inc,,,,,,,,,,no_symbol_match,
CYUXF,OTC,Stock,BC Moly Ltd,,,,,,,,,,no_symbol_match,
CZZLF,OTC,Stock,CIZZLE BRANDS CORP,CZZLF,Cizzle Brands Corporation,,,Pharmaceutical Preparations,,,,,no_update,https://stockanalysis.com/quote/otc/CZZLF/
D10,ASX,ETF,DRIVER AUSTRALIA TEN TRUST,,,,,,,,,,no_symbol_match,
DA8,ASX,ETF,DRIVER AUSTRALIA EIGHT TRUST,,,,,,,,,,no_symbol_match,
DA9,ASX,ETF,DRIVER AUSTRALIA NINE TRUST,,,,,,,,,,no_symbol_match,
DAIDF,OTC,Stock,"Daido Steel Co., Ltd.",,,,,,,,,,no_symbol_match,
DALQF,OTC,Stock,D&L Industries Inc,,,,,,,,,,no_symbol_match,
DAMG.U,TSX,ETF,Desjardins Absolute Return Global Equity Markets ETF,,,,,,,,,,no_symbol_match,
DANC.U,TSX,ETF,Desjardins Market Neutral ETF,DANC.U,Desjardins Market Neutral ETF,CA25058P3007,,,Alternatives,,,,no_update,https://stockanalysis.com/etf/TSX-DANC.U/
DAQ.P,TSXV,Stock,Dominus Acquisition Corp.,DAQ.P,Dominus Acquisitions Corp.,,Financials,Shell Companies,,,,,name_mismatch,https://stockanalysis.com/quote/tsxv/DAQ.P/
DAWUF,OTC,Stock,DAIWA HOUSE REIT INV,,,,,,,,,,no_symbol_match,
DAY,TSX,Stock,"Dayforce, Inc.",,,,,,,,,,no_symbol_match,
DDNFD,OTC,Stock,DDNFD,,,,,,,,,,no_symbol_match,
DFYFF,OTC,Stock,DEFINITY FINL CORP.,DFYFF,Definity Financial Corporation,,Financials,Insurance - Property & Casualty,,,,,name_mismatch,https://stockanalysis.com/quote/otc/DFYFF/
DGC,TSXV,Stock,Daura Gold Corp.,DGC,Daura Gold Corp.,,Materials,Gold,,,,,no_update,https://stockanalysis.com/quote/tsxv/DGC/
DGQTF,OTC,Stock,DELTA GOLD TECHNOLOGIES,DGQTF,Delta Gold Technologies PLC,,,Patent Owners and Lessors,,,,,no_update,https://stockanalysis.com/quote/otc/DGQTF/
DGTCF,OTC,Stock,DIGITAL CORE REIT,,,,,,,,,,no_symbol_match,
DHAWF,OTC,Stock,Daiwa House Logistics Trust,,,,,,,,,,no_symbol_match,
DHSBF,OTC,Stock,Dah Sing Banking Group Ltd,,,,,,,,,,no_symbol_match,
DHTRF,OTC,Stock,DRI HEALTHCARE TR,,,,,,,,,,no_symbol_match,
DII-A,TSX,Stock,Dorel Industries Inc Cl.A Mv (DII-A.TO,,,,,,,,,,no_symbol_match,
DIR,TSX,ETF,Dream Industrial Real Estate Investment Trust,,,,,,,,,,no_symbol_match,
DKDRF,OTC,Stock,NEWMED ENERGY LTD.,,,,,,,,,,no_symbol_match,
DLC,TSXV,Stock,DLC Holdings Corp.,DLC,DLC Holdings Corp.,,Real Estate,Real Estate Services,,,,,name_mismatch,https://stockanalysis.com/quote/tsxv/DLC/
DMN,ASX,Stock,DOMINION INVESTMENT GROUP LIMITED,,,,,,,,,,no_symbol_match,
DMNID,OTC,Stock,Damon Inc.,,,,,,,,,,no_symbol_match,
DMYYW,OTC,Stock,"dMY Squared Technology Group, Inc.",,,,,,,,,,no_symbol_match,
DNKGF,OTC,Stock,"Denki Kogyo Co., Ltd.",,,,,,,,,,no_symbol_match,
DNTL,TSX,Stock,dentalcorp Holdings Ltd.,,,,,,,,,,no_symbol_match,
DOUUF,OTC,Stock,STAKK LTD.,DOUUF,Stakk Limited,,Technology,Software - Application,,,,,no_update,https://stockanalysis.com/quote/otc/DOUUF/
DOVXF,OTC,Stock,doValue S.p.A,,,,,,,,,,no_symbol_match,
DOWAD,OTC,Stock,DOWAD,,,,,,,,,,no_symbol_match,
DPLSD,OTC,Stock,"DarkPulse, Inc.",,,,,,,,,,no_symbol_match,
DPSTF,OTC,Stock,DHL Group AG,DPSTF,Deutsche Post AG,DE0005552004,Industrials,Integrated Freight & Logistics,,,,,name_mismatch,https://stockanalysis.com/quote/otc/DPSTF/
DRDNF,OTC,Stock,Dreadnought Resources Ltd,,,,,,,,,,no_symbol_match,
DRHNF,OTC,Stock,HOENLE AG,,,,,,,,,,no_symbol_match,
DRMMF,OTC,Stock,Dream International Limited,,,,,,,,,,no_symbol_match,
DRRLF,OTC,Stock,DIATREME RESOURCES LTD.,,,,,,,,,,no_symbol_match,
DURCF,OTC,Stock,DURATEC LTD,DURCF,Duratec Limited,,Industrials,Engineering & Construction,,,,,no_update,https://stockanalysis.com/quote/otc/DURCF/
DXA,ASX,Stock,CAISSE FRANCAISE DE FINANCEMENT LOCAL,,,,,,,,,,no_symbol_match,
DXMEF,OTC,ETF,Xtrackers - MSCI Europe UCITS ETF,,,,,,,,,,no_symbol_match,
DZGH,OTC,Stock,Da Zhong Trading Group Holding Company,,,,,,,,,,no_symbol_match,
EBQLF,OTC,Stock,EBIQUITY PLC,,,,,,,,,,no_symbol_match,
EBRZF,OTC,Stock,Enbridge Inc,,,,,,,,,,no_symbol_match,
EBTC,ASX,ETF,Global X 21Shares Bitcoin ETF,,,,,,,,,,no_symbol_match,
ECGP,OTC,Stock,Envit Capital Group Inc,,,,,,,,,,no_symbol_match,
ECHQF,OTC,Stock,ECHOIQ LTD.,ECHQF,Echo IQ Limited,,,Prepackaged Software,,,,,name_mismatch,https://stockanalysis.com/quote/otc/ECHQF/
ECMPF,OTC,Stock,EUROCOMMERCIAL PPTYS N V,ECMPF,Eurocommercial Properties N.V.,,Real Estate,REIT - Retail,,,,,name_mismatch,https://stockanalysis.com/quote/otc/ECMPF/
ECWDF,OTC,Stock,EC World REIT,,,,,,,,,,no_symbol_match,
EDCFF,OTC,Stock,Enel Generación Costanera S.A,EDCFF,Central Costanera S.A.,ARP2341J1058,Utilities,Utilities - Regulated Electric,,,,,name_mismatch,https://stockanalysis.com/quote/otc/EDCFF/
EDEMY,OTC,Stock,eDreams ODIGEO S.A,,,,,,,,,,no_symbol_match,
EELFF,OTC,Stock,BARYS RESOURCES LTD,,,,,,,,,,no_symbol_match,
EFMSF,OTC,ETF,ETFS Metal Securities Limited - ETFS Physical Gold,,,,,,,,,,no_symbol_match,
EGTYD,OTC,Stock,Eguana Technologies Inc.,,,,,,,,,,no_symbol_match,
EHE.B,TSX,ETF,CI Europe Hedged Equity Index ETF,,,,,,,,,,no_symbol_match,
EIT,TSX,ETF,Canoe EIT Income Fund,,,,,,,,,,no_symbol_match,
ELL,TSXV,Stock,Everybody Loves Languages Corp.,,,,,,,,,,no_symbol_match,
ELPKF,OTC,Stock,Elopak ASA,,,,,,,,,,no_symbol_match,
ELPQF,OTC,Stock,El Puerto de Liverpool S.A.B. de C.V,,,,,,,,,,no_symbol_match,
ELXMF,OTC,Stock,Nova Eye Medical Limited,,,,,,,,,,no_symbol_match,
ELY,TSXV,Stock,Electrum Discovery Corp.,,,,,,,,,,no_symbol_match,
ENBGF,OTC,Stock,Enbridge Inc,,,,,,,,,,no_symbol_match,
ENBMF,OTC,Stock,ENBRIDGE INC,,,,,,,,,,no_symbol_match,
ENBNF,OTC,Stock,ENBRIDGE INC,,,,,,,,,,no_symbol_match,
ENBOF,OTC,Stock,ENBRIDGE INC,,,,,,,,,,no_symbol_match,
ENEAY,OTC,Stock,ENEA S. A.,,,,,,,,,,no_symbol_match,
ENNPF,OTC,Stock,Enbridge Inc,,,,,,,,,,no_symbol_match,
ENPSF,OTC,Stock,Enplas Corporation,ENPSF,Enplas Corporation,,Technology,Electronic Components,,,,,no_update,https://stockanalysis.com/quote/otc/ENPSF/
ENREF,OTC,Stock,Energix - Renewable Energies Ltd.,ENREF,Energix - Renewable Energies Ltd.,,Utilities,Utilities - Renewable,,,,,no_update,https://stockanalysis.com/quote/otc/ENREF/
ENZN,OTC,Stock,"Viskase Holdings, Inc.",ENZN,"Viskase Companies, Inc.",US2939041081,Consumer Discretionary,Packaging & Containers,,,,,name_mismatch,https://stockanalysis.com/quote/otc/ENZN/
ENZND,OTC,Stock,"Viskase Holdings, Inc.",,,,,,,,,,no_symbol_match,
EON,TSXV,Stock,EON Lithium Corp.,EON,Eon Lithium Corp.,,Materials,Other Industrial Metals & Mining,,,,,no_update,https://stockanalysis.com/quote/tsxv/EON/
EOVBF,OTC,Stock,AirTrip Corp,,,,,,,,,,no_symbol_match,
EPFCF,OTC,Stock,EVERYDAY PEOPLE FINL CORP,EPFCF,Everyday People Financial Corp.,,,Personal Credit Institutions,,,,,name_mismatch,https://stockanalysis.com/quote/otc/EPFCF/
EQLCF,OTC,Stock,Invesco Canada Ltd.,,,,,,,,,,no_symbol_match,
ERDLF,OTC,Stock,EROAD Limited,,,,,,,,,,no_symbol_match,
EREUF,OTC,Stock,EREUF,,,,,,,,,,no_symbol_match,
ERWWF,OTC,Stock,WEST COAST SILVER LTD,,,,,,,,,,no_symbol_match,
ESGH,OTC,Stock,ESG Inc.,ESGH,ESG Inc.,US72754U1007,Consumer Staples,Farm Products,,,,,name_mismatch,https://stockanalysis.com/quote/otc/ESGH/
ESGOF,OTC,Stock,Enstar Group Limited,,,,,,,,,,no_symbol_match,
ESGRF,OTC,Stock,Enstar Group Limited,,,,,,,,,,no_symbol_match,
ESXMD,OTC,Stock,Optegra Ventures Inc.,,,,,,,,,,no_symbol_match,
ESXMF,OTC,Stock,Optegra Ventures Inc.,,,,,,,,,,no_symbol_match,
ETHH.F,TSX,ETF,Purpose Ether ETF,,,,,,,,,,no_symbol_match,
ETHH.V,TSX,ETF,Purpose Ether ETF,,,,,,,,,,no_symbol_match,
ETHQ.U,TSX,ETF,3iQ Ether Staking ETF,,,,,,,,,,no_symbol_match,
ETRZF,OTC,Stock,Electra Limited,,,,,,,,,,no_symbol_match,
EUBGD,OTC,Stock,Entrepreneur Universe Bright Group,,,,,,,,,,no_symbol_match,
EWQQF,OTC,ETF,Invesco Markets III plc,EWQQF,PowerShares Invesco EQQQ Nasdaq-100 UCITS ETF,IE00BFZXGZ54,,,Equity,,,,name_mismatch,https://stockanalysis.com/etf/OTC-EWQQF/
EZES,OTC,Stock,"Easy Environmental Solutions, Inc.",EZES,"Easy Environmental Solutions, Inc.",,Industrials,Pollution & Treatment Controls,,,,,no_update,https://stockanalysis.com/quote/otc/EZES/
FAHYF,OTC,ETF,iShares IV Public Limited Company - iShares Fallen Angels High Yield Corporate Bond UCITS ETF,,,,,,,,,,no_symbol_match,
FAP,TSX,ETF,abrdn Asia-Pacific Income Fund VCC,,,,,,,,,,no_symbol_match,
FBDHF,OTC,Stock,FBD Holdings plc,,,,,,,,,,no_symbol_match,
FBT.F,TSX,ETF,First Trust NYSE Arca Biotechnology ETF - Hedged Units,,,,,,,,,,no_symbol_match,
FCA-U,TSXV,Stock,Firm Capital Apartment Real Estate Investment Trust,,,,,,,,,,no_symbol_match,
FCD,TSX,ETF,Firm Capital Property Trust,,,,,,,,,,no_symbol_match,
FCIQ.U,TSX,ETF,Fidelity International High Quality ETF,,,,,,,,,,no_symbol_match,
FCR,TSX,ETF,First Capital Real Estate Investment Trust,,,,,,,,,,no_symbol_match,
FCRR.U,TSX,ETF,Fidelity U.S. Dividend for Rising Rates ETF,,,,,,,,,,no_symbol_match,
FCUD.U,TSX,ETF,Fidelity U.S. High Dividend ETF,,,,,,,,,,no_symbol_match,
FCUQ.U,TSX,ETF,Fidelity U.S. High Quality ETF,,,,,,,,,,no_symbol_match,
FCUV.U,TSX,ETF,Fidelity U.S. Value ETF,,,,,,,,,,no_symbol_match,
FDENF,OTC,Stock,LA FRANCAISE DE L ENERGIE,,,,,,,,,,no_symbol_match,
FDHC,OTC,Stock,Fidelity Holding Corp,,,,,,,,,,no_symbol_match,
FEHTF,OTC,Stock,FAR EAST HOSPITALITY TR,,,,,,,,,,no_symbol_match,
FFI-UN,TSX,ETF,Flaherty & Crumrine Investment Grade Fixed Income Fund,,,,,,,,,,no_symbol_match,
FFUCF,OTC,Stock,F4 URANIUM CORP,FFUCF,F4 Uranium Corp.,,,Uranium-Radium-Vanadium Ores,,,,,no_update,https://stockanalysis.com/quote/otc/FFUCF/
FGCC.P,TSXV,Stock,First and Goal Capital Corp.,,,,,,,,,,no_symbol_match,
FGGP,LSE,ETF,Fidelity UCITS II ICAV - Fidelity Global Government Bond Climate Aware UCITS ETF,,,,,,,,,,no_symbol_match,
FHH.F,TSX,ETF,First Trust AlphaDEX U.S. Health Care Sector Index ETF,,,,,,,,,,no_symbol_match,
FHHGF,OTC,Stock,Foschini Group Ltd (The),,,,,,,,,,no_symbol_match,
FHNPV,OTC,Stock,FHNPV,,,,,,,,,,no_symbol_match,
FIGIF,OTC,Stock,Fuyao Glass Ind Group Co,,,,,,,,,,no_symbol_match,
FILAF,OTC,Stock,FILA FABBRICA ITALIANA LAPIS ED AFFINI SPA,FILAF,F.I.L.A. - Fabbrica Italiana Lapis ed Affini S.p.A.,,Industrials,Business Equipment & Supplies,,,,,no_update,https://stockanalysis.com/quote/otc/FILAF/
FIRTF,OTC,Stock,Mammoth Minerals Limited,,,,,,,,,,no_symbol_match,
FKCIF,OTC,Stock,Fukui Computer HoldingsInc,,,,,,,,,,no_symbol_match,
FLDYY,OTC,Stock,Tsuburaya Fields Holdings Inc.,,,,,,,,,,no_symbol_match,
FLOT.B,TSX,ETF,Purpose Floating Rate Income Fund - ETF Non-currency hedged CAD,,,,,,,,,,no_symbol_match,
FLQAF,OTC,Stock,FRANKLIN LIBERTYSHARES ICAV,,,,,,,,,,no_symbol_match,
FLT,TSXV,Stock,Volatus Aerospace Inc.,,,,,,,,,,no_symbol_match,
FLXI,OTC,Stock,FlexiInternational Software Inc,,,,,,,,,,no_symbol_match,
FM2,ASX,ETF,FIRSTMAC MORTGAGE FUNDING TRUST NO.4 SERIES 2-2019,,,,,,,,,,no_symbol_match,
FM3,ASX,ETF,FIRSTMAC MORTGAGE FUNDING TRUST NO. 4 SERIES 1-2020,,,,,,,,,,no_symbol_match,
FM5,ASX,ETF,FIRSTMAC MORTGAGE FUNDING TRUST NO.4 SERIES 2-2020,,,,,,,,,,no_symbol_match,
FMTYF,OTC,Stock,Fibra Mty S.A.P.I. de C.V.,,,,,,,,,,no_symbol_match,
FNEDF,OTC,Stock,FASTNED B V,FNEDF,Fastned B.V.,,Consumer Discretionary,Specialty Retail,,,,,no_update,https://stockanalysis.com/quote/otc/FNEDF/
FNMCD,OTC,Stock,First Nordic Metals Corp.,,,,,,,,,,no_symbol_match,
FNOXF,OTC,Stock,Fortnox AB (publ),,,,,,,,,,no_symbol_match,
FOACW,OTC,Stock,Finance of America Companies Inc.,,,,,,,,,,no_symbol_match,
FORU,OTC,Stock,ForU Holdings Inc,FORU,"ForU Holdings, Inc.",US3498081054,Healthcare,Biotechnology,,,,,name_mismatch,https://stockanalysis.com/quote/otc/FORU/
FOTRF,OTC,Stock,FRONTIER RE INVST,,,,,,,,,,no_symbol_match,
FRECF,OTC,Stock,Frequency Exchange Corp.,FRECF,Frequency Exchange Corp.,,,"Measuring, Analyzing, and Controlling Instruments; Photographic, Medical and Optical Goods; Watches and Clocks",,,,,no_update,https://stockanalysis.com/quote/otc/FRECF/
FRIIF,OTC,Stock,MGI Digital Technology Société Anonyme,,,,,,,,,,no_symbol_match,
FRLOF,OTC,Stock,Frasers Logistics & Commercial Trust,,,,,,,,,,no_symbol_match,
FRQN,OTC,Stock,"Frequency Holdings, Inc.",FRQN,"Frequency Holdings, Inc.",,Technology,Information Technology Services,,,,,no_update,https://stockanalysis.com/quote/otc/FRQN/
FRTSF,OTC,Stock,Fortis Inc.,,,,,,,,,,no_symbol_match,
FSHUF,OTC,Stock,Fu Shou Yuan International Group Limited,FSHUF,Fu Shou Yuan International Group Limited,,Consumer Discretionary,Personal Services,,,,,no_update,https://stockanalysis.com/quote/otc/FSHUF/
FSROF,OTC,Stock,F SECURE OYJ,,,,,,,,,,no_symbol_match,
FTCFF,OTC,Stock,FMS ENTERPRISES MIGUN LTD,,,,,,,,,,no_symbol_match,
FTEFF,OTC,ETF,First Trust Global Funds Public Limited Company - First Trust Switzerland AlphaDEX UCITS ETF,,,,,,,,,,no_symbol_match,
FTNQF,OTC,Stock,First Trust Global Funds Plc,,,,,,,,,,no_symbol_match,
FTRAF,OTC,Stock,First Trust Global Funds Plc,,,,,,,,,,no_symbol_match,
FTSRF,OTC,Stock,First Trust Global Funds Plc,,,,,,,,,,no_symbol_match,
FTUAF,OTC,Stock,Fuller Smith & Turner P.L.C,,,,,,,,,,no_symbol_match,
FUCIF,OTC,ETF,First Trust Global Funds Plc - First Trust Value LineR Dividend Index Ucits ETF,,,,,,,,,,no_symbol_match,
FUISF,OTC,Stock,Fubon Financial Holding Co. Ltd,,,,,,,,,,no_symbol_match,
FXCOF,OTC,Stock,Foxconn Technology Co. Ltd.,,,,,,,,,,no_symbol_match,
FXGDF,OTC,Stock,FELIX GOLD LTD.,FXGDF,Felix Gold Limited,,,Gold And Silver Ores,,,,,no_update,https://stockanalysis.com/quote/otc/FXGDF/
GAIUF,OTC,ETF,Global X ETF ICAV Global X Ai UCITS ETF,GAIUF,Global X Artificial Intelligence UCITS ETF,IE0000XTDDA8,,,Equity,,,,name_mismatch,https://stockanalysis.com/etf/OTC-GAIUF/
GALMF,OTC,Stock,GALILEO MNG LTD,GALMF,Galileo Mining Ltd,,Materials,Other Industrial Metals & Mining,,,,,name_mismatch,https://stockanalysis.com/quote/otc/GALMF/
GARQF,OTC,Stock,Gallery Resources Limited,,,,,,,,,,no_symbol_match,
GBSMF,OTC,Stock,Ginebra San Miguel Inc,,,,,,,,,,no_symbol_match,
GCG,TSX,Stock,Guardian Capital Group Limited,,,,,,,,,,no_symbol_match,
GCHT,OTC,Stock,GC China Turbine Corp,,,,,,,,,,no_symbol_match,
GCLAF,OTC,Stock,Grupo Clarin S A,,,,,,,,,,no_symbol_match,
GDERF,OTC,Stock,Galderma Group AG/ADR,GDERF,Galderma Group AG,,Healthcare,Drug Manufacturers - Specialty & Generic,,,,,no_update,https://stockanalysis.com/quote/otc/GDERF/
GDIFF,OTC,Stock,GDI Integrated Facility Services Inc,,,,,,,,,,no_symbol_match,
GDRPF,OTC,Stock,Golden Resources Development International Limited,,,,,,,,,,no_symbol_match,
GDX3,LSE,ETF,Leverage Shares 3x Long Gold Miners ETP Securities,,,,,,,,,,no_symbol_match,
GDYMF,OTC,Stock,JANUS ELEC HLDGS LTD.,,,,,,,,,,no_symbol_match,
GEDSF,OTC,Stock,Richter Gedeon Nyrt Spons GDR,,,,,,,,,,no_symbol_match,
GEDUF,OTC,Stock,G8 EDUCATION LTD,GEDUF,G8 Education Limited,,Consumer Staples,Education & Training Services,,,,,no_update,https://stockanalysis.com/quote/otc/GEDUF/
GEHDF,OTC,Stock,Great Eastern Holdings Ltd (Singapore),,,,,,,,,,no_symbol_match,
GENSY,OTC,Stock,Genus plc,GENSY,Genus plc,,Healthcare,Biotechnology,,,,,no_update,https://stockanalysis.com/quote/otc/GENSY/
GENX,OTC,Stock,Genex Pharmaceutical Inc,,,,,,,,,,no_symbol_match,
GFELF,OTC,Stock,Goodfellow Inc,,,,,,,,,,no_symbol_match,
GFGU,OTC,ETF,GetFugu Inc,,,,,,,,,,no_symbol_match,
GGEP.F,TSX,ETF,Guardian Directed Equity Path Portfolio,,,,,,,,,,no_symbol_match,
GGGFF,OTC,Stock,GoGo AI Network Inc.,,,,,,,,,,no_symbol_match,
GHGH,OTC,Stock,GuanHua Corporation,,,,,,,,,,no_symbol_match,
GHYLF,OTC,Stock,GOLD HYDROGEN LIMITED,GHYLF,Gold Hydrogen Limited,,,Industrial Inorganic Chemicals,,,,,no_update,https://stockanalysis.com/quote/otc/GHYLF/
GKSDF,OTC,Stock,Grupo KUO S.A.B. de C.V,,,,,,,,,,no_symbol_match,
GLBGF,OTC,Stock,Globrands Ltd,,,,,,,,,,no_symbol_match,
GLD3,LSE,ETF,Leverage Shares 3x Long Gold ETP Securities,,,,,,,,,,no_symbol_match,
GLIN.P,TSXV,Stock,Global Investments Capital Corp.,,,,,,,,,,no_symbol_match,
GLPJF,OTC,Stock,GLP J-REIT,,,,,,,,,,no_symbol_match,
GLVNF,OTC,Stock,Gallant Venture Ltd,,,,,,,,,,no_symbol_match,
GMBKF,OTC,Stock,The Gunma Bank Ltd,,,,,,,,,,no_symbol_match,
GMPRD,OTC,Stock,Unique Global Innovative Solutions Corp,,,,,,,,,,no_symbol_match,
GMRCD,OTC,Stock,Gelum Resources Ltd.,,,,,,,,,,no_symbol_match,
GMYYF,OTC,Stock,MONETA Money Bank a.s,,,,,,,,,,no_symbol_match,
GOOI,OTC,Stock,Gooi Global Inc,,,,,,,,,,no_symbol_match,
GOWC.P,TSXV,Stock,Can-Gow Capital Inc.,,,,,,,,,,no_symbol_match,
GPRHF,OTC,Stock,Aidigong Maternal & Child Health Ltd.,,,,,,,,,,no_symbol_match,
GPSAF,OTC,Stock,Grupo Posadas S.A.,,,,,,,,,,no_symbol_match,
GPTS,LSE,ETF,Leverage Shares -3x Short Artificial Intelligence (AI) ETP Securities,,,,,,,,,,no_symbol_match,
GQ,TSXV,Stock,Great Quest Gold Ltd.,,,,,,,,,,no_symbol_match,
GRDLF,OTC,Stock,Grindrod Ltd. ,,,,,,,,,,no_symbol_match,
GRMHF,OTC,Stock,Greentown Management Holdings Company Limited,,,,,,,,,,no_symbol_match,
GRPI,OTC,Stock,Grupo International Inc,,,,,,,,,,no_symbol_match,
GRWLF,OTC,Stock,Great-West Lifeco Inc,,,,,,,,,,no_symbol_match,
GTM.P,TSXV,Stock,G2M Cap Corp.,,,,,,,,,,no_symbol_match,
GTOFF,OTC,Stock,GOTO GOJEK TOKOPEDIA TBK PT,GTOFF,PT GoTo Gojek Tokopedia Tbk,,Technology,Software - Infrastructure,,,,,no_update,https://stockanalysis.com/quote/otc/GTOFF/
GUOSF,OTC,Stock,Guotai Junan Securities Co. Ltd,,,,,,,,,,no_symbol_match,
GVLMF,OTC,Stock,Greenvale Mining Limited,GVLMF,Greenvale Energy Ltd,AU000000GRV0,Energy,Oil & Gas Exploration & Production,,,,,name_mismatch,https://stockanalysis.com/quote/otc/GVLMF/
GWLPF,OTC,Stock,Great-West Lifeco Inc,,,,,,,,,,no_symbol_match,
GXPLF,OTC,Stock,Greenridge Exploration Inc,GXPLF,Greenridge Exploration Inc.,,,Metal Mining,,,Materials,,accept,https://stockanalysis.com/quote/otc/GXPLF/
GZPHF,OTC,Stock,Guangzhou Baiyunshan Pharmaceutical Holdings Company Limited,,,,,,,,,,no_symbol_match,
GZUHF,OTC,Stock,Guangzhou R&F Properties Co. Ltd,,,,,,,,,,no_symbol_match,
HANOF,OTC,Stock,HANSEN TECHNOLOGIES LTD,,,,,,,,,,no_symbol_match,
HAOTF,OTC,Stock,HAO TIAN INTL CONSTR INVT,,,,,,,,,,no_symbol_match,
HAVRF,OTC,Stock,HAVILAH RESOURCES LTD,,,,,,,,,,no_symbol_match,
HAWWF,OTC,Stock,HAWTHORN RESOURCES LTD,HAWWF,Hawthorn Resources Limited,,Materials,Gold,,,,,no_update,https://stockanalysis.com/quote/otc/HAWWF/
HBGD.U,TSX,ETF,Global X Big Data & Hardware Index ETF,,,,,,,,,,no_symbol_match,
HBMHF,OTC,Stock,HBM Holdings Limited,,,,,,,,,,no_symbol_match,
HC1,ASX,ETF,HOUSEHOLD CAPITAL 2025-1 RMBS TRUST,,,,,,,,,,no_symbol_match,
HCDLS,OTC,Stock,ARRIVED HOMES 4 LLC,,,,,,,,,,no_symbol_match,
HCLES,OTC,Stock,ARRIVED HOMES 4 LLC,,,,,,,,,,no_symbol_match,
HHEXF,OTC,Stock,HELIX EXPLORATION PLC,HHEXF,Helix Exploration PLC,,,Industrial Inorganic Chemicals,,,,,no_update,https://stockanalysis.com/quote/otc/HHEXF/
HHIGF,OTC,Stock,Huisen Shares Group Limited,,,,,,,,,,no_symbol_match,
HIIDQ,OTC,Stock,Hidili Industry International Development Limited,,,,,,,,,,no_symbol_match,
HINOF,OTC,Stock,Hino Motors Ltd,,,,,,,,,,no_symbol_match,
HISU,TSX,ETF,US High Interest Savings Account Fund Unhedged ETF,,,,,,,,,,no_symbol_match,
HKBNF,OTC,Stock,HKBN Ltd,,,,,,,,,,no_symbol_match,
HKRHF,OTC,Stock,3DG Holdings (International) Limited,,,,,,,,,,no_symbol_match,
HKUOF,OTC,Stock,Hakuhodo DY Holdings Inc,,,,,,,,,,no_symbol_match,
HLICF,OTC,Stock,HELICAL BAR PLC,,,,,,,,,,no_symbol_match,
HLOI,OTC,Stock,Previsto International Holdings Inc,,,,,,,,,,no_symbol_match,
HLPMF,OTC,Stock,Hellenic Petroleum S.A,HLPMF,HELLENiQ ENERGY Holdings S.A.,GRS298343005,Energy,Oil & Gas Refining & Marketing,,,,,name_mismatch,https://stockanalysis.com/quote/otc/HLPMF/
