ticker,exchange,asset_type,name,stockanalysis_symbol,stockanalysis_name,stockanalysis_isin,stockanalysis_sector,stockanalysis_industry,stockanalysis_category,isin_update,sector_update,category_update,decision,source_url
MMCF4,B3,Stock,MAGNETI MARELLI COFAP-CIA FABR PECAS S/A,,,,,,,,,,no_symbol_match,
MNBI3,B3,Stock,MLOG S.A.,,,,,,,,,,no_symbol_match,
MTAL3,B3,Stock,CIMETAL SIDERURGIA S/A,,,,,,,,,,no_symbol_match,
MTAL6,B3,Stock,CIMETAL SIDERURGIA S/A,,,,,,,,,,no_symbol_match,
MTNR5,B3,Stock,METANOR - METANOL DO NORDESTE S.A.,,,,,,,,,,no_symbol_match,
MTNR7,B3,Stock,METANOR - METANOL DO NORDESTE S.A.,,,,,,,,,,no_symbol_match,
MWIS6,B3,Stock,MWI - SISTEMA DE COMUNICACAO S.A.,,,,,,,,,,no_symbol_match,
NAII3,B3,Stock,NAI HOLDINGS S.A.,,,,,,,,,,no_symbol_match,
NAII4,B3,Stock,NAI HOLDINGS S.A.,,,,,,,,,,no_symbol_match,
NESB3,B3,Stock,NESBER S.A.,,,,,,,,,,no_symbol_match,
NIPL3,B3,Stock,NIPLAN ENGENHARIA S.A.,,,,,,,,,,no_symbol_match,
NKEP3,B3,Stock,NK 031 EMPREENDIMENTOS E PARTICIPAÇÕES S.A.,,,,,,,,,,no_symbol_match,
NKEP4,B3,Stock,NK 031 EMPREENDIMENTOS E PARTICIPAÇÕES S.A.,,,,,,,,,,no_symbol_match,
NLFA11,B3,ETF,Nu Letras Financeiras Anbima Classe De Índice - Responsabilidade Limitada,,,,,,,,,,no_symbol_match,
NODA3,B3,Stock,NOVADATA SISTEMAS E COMPUTADORES S/A,,,,,,,,,,no_symbol_match,
NODA6,B3,Stock,NOVADATA SISTEMAS E COMPUTADORES S/A,,,,,,,,,,no_symbol_match,
NOGV11,B3,ETF,INTER EQI TEVA ETF BOLSA SEM ESTATAIS FDO DE ÍNDIC,,,,,,,,,,no_symbol_match,
NOVI3,B3,Stock,NORTIS INCORPORADORA E CONSTRUTORA S.A.,,,,,,,,,,no_symbol_match,
NXVL3,B3,Stock,NOXVILLE INVESTIMENTOS S.A.,,,,,,,,,,no_symbol_match,
NXVL4,B3,Stock,NOXVILLE INVESTIMENTOS S.A.,,,,,,,,,,no_symbol_match,
OBAH3,B3,Stock,GRUPO FARTURA DE HORTIFRUT S/A,,,,,,,,,,no_symbol_match,
OBIO3,B3,Stock,OLEOPLAN S.A - ÓLEOS VEGETAIS PLANALTO,,,,,,,,,,no_symbol_match,
ODTR3,B3,Stock,OTP S.A.,,,,,,,,,,no_symbol_match,
OPDL3B,B3,Stock,DALETH PARTICIPACOES S.A.,,,,,,,,,,no_symbol_match,
OPGM3,B3,Stock,GAMA PARTICIPACOES S.A.,,,,,,,,,,no_symbol_match,
ORNA4B,B3,Stock,ORNATO S.A. INDL DE PISOS E AZULEJOS,,,,,,,,,,no_symbol_match,
OULG11B,B3,ETF,Pedra Dourada Fundo De Investimento Imobiliário - FII,,,,,,,,,,no_symbol_match,
P5RD3,B3,Stock,MATRIZ COMPANHIA METALURGICA PRADA,,,,,,,,,,no_symbol_match,
PASS5,B3,Stock,COMPASS GAS E ENERGIA S.A.,,,,,,,,,,no_symbol_match,
PCBU3,B3,Stock,PACAEMBU CONSTRUTORA S.A.,,,,,,,,,,no_symbol_match,
PCEM13,B3,Stock,PORTO PECEM GERACAO ENERGIA S/A,,,,,,,,,,no_symbol_match,
PCEM14,B3,Stock,PORTO PECEM GERACAO ENERGIA S/A,,,,,,,,,,no_symbol_match,
PCEM15,B3,Stock,PORTO PECEM GERACAO ENERGIA S/A,,,,,,,,,,no_symbol_match,
PCEM16,B3,Stock,PORTO PECEM GERACAO ENERGIA S/A,,,,,,,,,,no_symbol_match,
PCEM17,B3,Stock,PORTO PECEM GERACAO ENERGIA S/A,,,,,,,,,,no_symbol_match,
PCFV4,B3,Stock,POCOS DE FERVEDOURO S.A.,,,,,,,,,,no_symbol_match,
PLFS3,B3,Stock,POLO FILMS INDUSTRIA E COMERCIO SA,,,,,,,,,,no_symbol_match,
PLSP3,B3,Stock,PLASCORP PARTICIPAÇÕES S.A.,,,,,,,,,,no_symbol_match,
PMSP13B,B3,Stock,PREFEITURA MUNICIPAL DE SAO PAULO,,,,,,,,,,no_symbol_match,
PMSP14B,B3,Stock,PREFEITURA MUNICIPAL DE SAO PAULO,,,,,,,,,,no_symbol_match,
PPAR3,B3,Stock,POLPAR S.A.,,,,,,,,,,no_symbol_match,
PRMN3B,B3,Stock,PRODUTORES ENERGET.DE MANSO S.A.- PROMAN,,,,,,,,,,no_symbol_match,
PRVA3,B3,Stock,PRIVALIA BRASIL S.A.,,,,,,,,,,no_symbol_match,
PTBP4,B3,Stock,PORTOBELLO PARTICIPACOES CERAMICAS S.A.,,,,,,,,,,no_symbol_match,
PTSL3,B3,Stock,PORTOSUL PARTICIPAÇÕES S.A.,,,,,,,,,,no_symbol_match,
PTSL4,B3,Stock,PORTOSUL PARTICIPAÇÕES S.A.,,,,,,,,,,no_symbol_match,
QFOF11,B3,ETF,QR BLOOMBERG FUTURE OF FINANCE FUNDO DE ÍNDICE–IE,,,,,,,,,,no_symbol_match,
QVQP3,B3,Stock,524 PARTICIPACOES S.A.,,,,,,,,,,no_symbol_match,
QWEB11,B3,ETF,QR CF WEB 3.0 INFRA BLOCKCHAIN FDO DE ÍNDICE IE,,,,,,,,,,no_symbol_match,
RBNS3,B3,Stock,RODOBENS S.A,,,,,,,,,,no_symbol_match,
RBNS4,B3,Stock,RODOBENS S.A,,,,,,,,,,no_symbol_match,
REFC4,B3,Stock,REFINADORA CATARINENSE S.A.,,,,,,,,,,no_symbol_match,
RFAG3,B3,Stock,REDE FEDERAL ARMAZENS GERAIS FERROV. S/A,,,,,,,,,,no_symbol_match,
RHED4,B3,Stock,RHEDE TECNOLOGIA S.A.,,,,,,,,,,no_symbol_match,
RIBC8,B3,Stock,RIBEIRO CORDEIRO IND E COMERCIOS.A.,,,,,,,,,,no_symbol_match,
RIOS3,B3,Stock,RIO ALTO ENERGIAS RENOVÁVEIS S.A.,,,,,,,,,,no_symbol_match,
RIVA3,B3,Stock,RIVA 9 EMPREENDIMENTOS IMOBILIÁRIOS S.A.,,,,,,,,,,no_symbol_match,
RJSA3,B3,Stock,RJS S.A.,,,,,,,,,,no_symbol_match,
RNPT4,B3,Stock,RENNER PARTICIPACOES S.A.,,,,,,,,,,no_symbol_match,
ROOS12,B3,Stock,ROOSTER S.A. INDUSTRIA DE EQUIPAMENTOS,,,,,,,,,,no_symbol_match,
RSAN3,B3,Stock,CIA RIOGRANDENSE DE SANEAMENTO,,,,,,,,,,no_symbol_match,
RSAN4,B3,Stock,CIA RIOGRANDENSE DE SANEAMENTO,,,,,,,,,,no_symbol_match,
RVEE3,B3,Stock,REVEE S.A.,RVEE3,Revee S.A.,,,Amusement and Recreation Services,,,,,no_update,https://stockanalysis.com/quote/bvmf/RVEE3/
SANY6,B3,Stock,SANYO DA AMAZONIA S.A.,,,,,,,,,,no_symbol_match,
SDRM3,B3,Stock,CIA SIDERURGICA DA AMAZONIA - SIDERAMA,,,,,,,,,,no_symbol_match,
SDRM6,B3,Stock,CIA SIDERURGICA DA AMAZONIA - SIDERAMA,,,,,,,,,,no_symbol_match,
SEMI11,B3,ETF,TREND ETF PHLX SEMICONDUCTOR FDO DE INV DE ÍNDICE,,,,,,,,,,no_symbol_match,
SILO3,B3,Stock,CIA DE ARMAZENS E SILOS DO EST MG-CASEMG,,,,,,,,,,no_symbol_match,
SILO4,B3,Stock,CIA DE ARMAZENS E SILOS DO EST MG-CASEMG,,,,,,,,,,no_symbol_match,
SPCI6,B3,Stock,SOCIEDADE DE PARTICIP. CIMENTEIRAS S.A.,,,,,,,,,,no_symbol_match,
SPCR3,B3,Stock,SPE CRISTINA S.A.,,,,,,,,,,no_symbol_match,
STAL6,B3,Stock,SETAL TELECOM S.A.,,,,,,,,,,no_symbol_match,
STOK3,B3,Stock,ESTOK COMERCIO E REPRESENTACOES S.A.,,,,,,,,,,no_symbol_match,
SULG3,B3,Stock,COMPANHIA DE GÁS DO ESTADO DO RIO GRANDE DO SUL,,,,,,,,,,no_symbol_match,
SVPH7,B3,Stock,SALVADOR PRAIA HOTEL S.A.,,,,,,,,,,no_symbol_match,
TCQC3,B3,Stock,INDUSTRIA CARBOQUIMICA CATARINENSE S/A,,,,,,,,,,no_symbol_match,
TCQC4,B3,Stock,INDUSTRIA CARBOQUIMICA CATARINENSE S/A,,,,,,,,,,no_symbol_match,
TRBR3,B3,Stock,TRANSBRASIL S.A. LINHAS AEREAS,,,,,,,,,,no_symbol_match,
TRBR4,B3,Stock,TRANSBRASIL S.A. LINHAS AEREAS,,,,,,,,,,no_symbol_match,
TREG3,B3,Stock,TANGARA ENERGIA S.A.,,,,,,,,,,no_symbol_match,
TVIT3,B3,Stock,"TIVIT TERC. DE PROC., SERV. E TEC. S.A.",,,,,,,,,,no_symbol_match,
TXBZ5,B3,Stock,TBM - TEXTIL BEZERRA DE MENEZES S.A.,,,,,,,,,,no_symbol_match,
USAG11,B3,ETF,TREND ETF CRSP U.S. LARGE CAP GROWTH FDO INV IND,,,,,,,,,,no_symbol_match,
USAT4,B3,Stock,USATI PARTICIPACOES PORTUARIAS S.A.,,,,,,,,,,no_symbol_match,
USAV11,B3,ETF,TREND ETF CRSP US LARGE CAP VALUE FDO INV IND,,,,,,,,,,no_symbol_match,
VANG11,B3,ETF,ICATU VANGUARDA INCENTIVADO EM INFRAESTRUTURA,,,,,,,,,,no_symbol_match,
VDMG3,B3,Stock,VEÍCULO DE DESESTATIZAÇÃO MG INVESTIMENTOS S.A.,,,,,,,,,,no_symbol_match,
VECF3,B3,Stock,VALEC - ENG.CONSTRUCOES E FERROVIAS S.A.,,,,,,,,,,no_symbol_match,
VLPN3,B3,Stock,ELETRICIDADE VALE PARANAPANEMA S.A.,,,,,,,,,,no_symbol_match,
VRGL3,B3,Stock,GOL LINHAS AEREAS S.A,,,,,,,,,,no_symbol_match,
WESG11,B3,ETF,WISE DOW JONES U.S. SELECT ESG REIT FDO INV IE,,,,,,,,,,no_symbol_match,
WIRE3,B3,Stock,WIREX CABLE S.A.,,,,,,,,,,no_symbol_match,
WISE11,B3,ETF,WISE S&P GLOBAL REIT FUNDO DE ÍNDICE - IE,,,,,,,,,,no_symbol_match,
WNBR3,B3,Stock,W2W E-COMMERCE DE VINHOS S.A.,,,,,,,,,,no_symbol_match,
WRET11,B3,ETF,TREND ETF FTSE GLOBAL REITS FDO INV DE ÍNDICE,,,,,,,,,,no_symbol_match,
XBIO11,B3,ETF,TREND ETF BIOTECHNOLOGY NASDAQ FDO INV ÍNDICE,,,,,,,,,,no_symbol_match,
XGEN11,B3,ETF,TREND ETF NASDAQ NEXT GENERATION 100 FDO INV IND,,,,,,,,,,no_symbol_match,
XPML13,B3,Stock,XP MALLS FDO INV IMOB FII RESP LIM,,,,,,,,,,no_symbol_match,
XTEC11,B3,ETF,TREND ETF FTSE CHINA TECHNOLOGY FUNDO DE INVESTIME,,,,,,,,,,no_symbol_match,
YOUC3,B3,Stock,YOU INC INCORPORADORA E PARTICIPAÇÕES S.A.,,,,,,,,,,no_symbol_match,
0A2T,LSE,Stock,High Templar Tech Limited,0A2T,High Templar Tech Limited,US7477981069,,Personal Credit Institutions,,,,,no_update,https://stockanalysis.com/quote/lon/0A2T/
0A2Y,LSE,Stock,"Telefónica, S.A.",0A2Y,"Telefónica, S.A.",US8793822086,,Radiotelephone Communications,,,,,no_update,https://stockanalysis.com/quote/lon/0A2Y/
0A90,LSE,Stock,0A90,,,,,,,,,,no_symbol_match,
0AAE,LSE,Stock,AutoStore Holdings Ltd.,0AAE,AutoStore Holdings Ltd.,BMG0670A1099,,"General Industrial Machinery and Equipment, Not Elsewhere",,,,,no_update,https://stockanalysis.com/quote/lon/0AAE/
0AAR,LSE,Stock,INTERCOS SPA INTERCOS ORD SHS,0AAR,Intercos S.p.A.,IT0005455875,,"Perfumes, Cosmetics, and Other Toilet Preparations",,,,,no_update,https://stockanalysis.com/quote/lon/0AAR/
0AB5,LSE,Stock,Iveco Group N.V.,0AB5,Iveco Group N.V.,,,Motor Vehicles and Passenger Car Bodies,,,,,no_update,https://stockanalysis.com/quote/lon/0AB5/
0AB7,LSE,Stock,Technoprobe S.p.A.,0AB7,Technoprobe S.p.A.,IT0005482333,,Semiconductors and Related Devices,,,,,no_update,https://stockanalysis.com/quote/lon/0AB7/
0ABE,LSE,Stock,Ariston Holding N.V.,0ABE,Ariston Holding N.V.,NL0015000N33,,Industrial and Commercial Fans and Blowers and Air Purification Equipment,,,,,no_update,https://stockanalysis.com/quote/lon/0ABE/
0ABP,LSE,Stock,NOVEM GROUP SA NOVEM GROUP ORD SHS,0ABP,Novem Group S.A.,LU2356314745,,Motor Vehicle Parts and Accessories,,,,,no_update,https://stockanalysis.com/quote/lon/0ABP/
0AC9,LSE,Stock,DSM-Firmenich AG,0AC9,DSM-Firmenich AG,,,Chemicals and Allied Products,,,,,no_update,https://stockanalysis.com/quote/lon/0AC9/
0ADF,LSE,Stock,ARM Holdings,0ADF,Arm Holdings plc,US0420682058,,Semiconductors and Related Devices,,,,,no_update,https://stockanalysis.com/quote/lon/0ADF/
0E1Y,LSE,Stock,Chargeurs,0E1Y,Compagnie Chargeurs Invest,FR0000130692,,Conglomerates,,,,,no_update,https://stockanalysis.com/quote/lon/0E1Y/
0EGH,LSE,Stock,Fiera Milano S.p.A.,0EGH,Fiera Milano S.p.A.,,,"Business Services, not elsewhere classified",,,,,no_update,https://stockanalysis.com/quote/lon/0EGH/
0GA3,LSE,Stock,Telecom Italia S.p.A. RNC,,,,,,,,,,no_symbol_match,
0HZC,LSE,Stock,Eurazeo,0HZC,Eurazeo SE,FR0000121121,,"Investors, not elsewhere classified",,,,,no_update,https://stockanalysis.com/quote/lon/0HZC/
0ILI,LSE,Stock,Fluidra S.A.,0ILI,"Fluidra, S.A.",,,Refrigeration And Service Industry Machinery,,,,,no_update,https://stockanalysis.com/quote/lon/0ILI/
0KO8,LSE,Stock,Enea S.A.,,,,,,,,,,no_symbol_match,
0L9J,LSE,Stock,Kontron AG,0L9J,Kontron AG,,,Computer Integrated Systems Design,,,,,no_update,https://stockanalysis.com/quote/lon/0L9J/
0LHX,LSE,Stock,U.S. Global Investors Inc. Cl A,,,,,,,,,,no_symbol_match,
0LS5,LSE,Stock,CCC S.A.,,,,,,,,,,no_symbol_match,
0M0E,LSE,Stock,Ercros S.A.,0M0E,"Ercros, S.A.",,,Industrial Inorganic Chemicals,,,,,no_update,https://stockanalysis.com/quote/lon/0M0E/
0MFW,LSE,Stock,KBC Ancora,0MFW,KBC Ancora SA,BE0003867844,,Commercial Banks,,,,,no_update,https://stockanalysis.com/quote/lon/0MFW/
0MO8,LSE,Stock,SED Energy Holdings Plc,,,,,,,,,,no_symbol_match,
0MR4,LSE,Stock,Byggmax Group AB,0MR4,Byggmax Group AB (publ),SE0003303627,,"Building Materials, Hardware, Garden Supply, and Mobile Home Dealers",,,,,no_update,https://stockanalysis.com/quote/lon/0MR4/
0MUN,LSE,Stock,Iren S.p.A.,0MUN,Iren SpA,,,Electric Services,,,,,no_update,https://stockanalysis.com/quote/lon/0MUN/
0N75,LSE,Stock,Bonduelle SAS,0N75,Bonduelle SCA,FR0000063935,,"Canned, Frozen, And Preserved Fruits, Vegetables, and Food Specialties",,,,,name_mismatch,https://stockanalysis.com/quote/lon/0N75/
0NE1,LSE,Stock,MFE MEDIAFOREUROPE NV,0NE1,MFE-Mediaforeurope N.V.,NL0015001OJ9,,Television Broadcasting Stations,,,,,no_update,https://stockanalysis.com/quote/lon/0NE1/
0NOL,LSE,Stock,Adva Optical Networking SE,0NOL,Adtran Networks SE,,,Computer Communications Equipment,,,,,name_mismatch,https://stockanalysis.com/quote/lon/0NOL/
0NUX,LSE,Stock,Prysmian SpA,0NUX,Prysmian S.p.A.,IT0004176001,,Drawing and Insulating of Nonferrous Wire,,,,,no_update,https://stockanalysis.com/quote/lon/0NUX/
0NW2,LSE,Stock,Randstad NV,0NW2,Randstad N.V.,NL0000379121,,Help Supply Services,,,,,no_update,https://stockanalysis.com/quote/lon/0NW2/
0NYY,LSE,Stock,Banco Comercial Portugues S/A,,,,,,,,,,no_symbol_match,
0NZM,LSE,Stock,L’Oreal SA,0NZM,L'Oréal S.A.,FR0000120321,,"Perfumes, Cosmetics, and Other Toilet Preparations",,,,,no_update,https://stockanalysis.com/quote/lon/0NZM/
0O0N,LSE,Stock,Schouw & Co.,0O0N,Aktieselskabet Schouw & Co.,DK0010253921,,Grain Mill Products,,,,,no_update,https://stockanalysis.com/quote/lon/0O0N/
0P0001J2VW,LSE,Stock,Amundi Index Solutions - Amundi MSCI Europe SRI PAB ,,,,,,,,,,no_symbol_match,
0PAN,LSE,Stock,CPI Europe AG,0PAN,CPI Europe AG,,,Real Estate Operators (except Developers) And Lessors,,,,,no_update,https://stockanalysis.com/quote/lon/0PAN/
0Q2F,LSE,Stock,Distribuidora Internacional de Alimentacion SA,0Q2F,"Distribuidora Internacional de Alimentación, S.A.",ES0126775008,,Miscellaneous General Merchandise Stores,,,,,no_update,https://stockanalysis.com/quote/lon/0Q2F/
0Q6M,LSE,Stock,Unipol Gruppo Finanziario Spa,0Q6M,Unipol Assicurazioni S.p.A.,IT0004810054,,"Fire, Marine, and Casualty Insurance",,,,,name_mismatch,https://stockanalysis.com/quote/lon/0Q6M/
0QAP,LSE,Stock,Carmila,0QAP,Carmila S.A.,,,Real Estate,,,,,no_update,https://stockanalysis.com/quote/lon/0QAP/
0QNY,LSE,Stock,3M Co.,0QNY,3M Company,,,Conglomerates,,,,,no_update,https://stockanalysis.com/quote/lon/0QNY/
0QVF,LSE,Stock,FinecoBank S.p.A.,0QVF,FinecoBank Banca Fineco S.p.A.,,,Commercial Banks,,,,,no_update,https://stockanalysis.com/quote/lon/0QVF/
0R7W,LSE,Stock,Promotora de Informaciones SA,0R7W,"Promotora de Informaciones, S.A.",ES0171743901,,Diversified Multi-Media,,,,,no_update,https://stockanalysis.com/quote/lon/0R7W/
0RCY,LSE,Stock,Attendo International publ AB,0RCY,Attendo AB (publ),SE0007666110,,Nursing And Personal Care Facilities,,,,,no_update,https://stockanalysis.com/quote/lon/0RCY/
0RHN,LSE,Stock,AcadeMedia AB,0RHN,AcadeMedia AB (publ),SE0007897079,,Educational Services,,,,,no_update,https://stockanalysis.com/quote/lon/0RHN/
0RLT,LSE,Stock,Qiagen NV,0RLT,Qiagen N.V.,NL0015002CX3,,Laboratory Analytical Instruments,,,,,no_update,https://stockanalysis.com/quote/lon/0RLT/
0RON,LSE,Stock,Banca Farmafactoring S.p.A.,0RON,BFF Bank S.p.A.,,,"Short-Term Business Credit Institutions, Except Agricultural",,,,,name_mismatch,https://stockanalysis.com/quote/lon/0RON/
0STP,LSE,Stock,Immobiliare Grande Distribuzione SIIQ SpA,0STP,Immobiliare Grande Distribuzione SIIQ S.p.A.,IT0005322612,,Real Estate Investment Trusts,,,,,no_update,https://stockanalysis.com/quote/lon/0STP/
0Y5F,LSE,Stock,Endo International PLC,,,,,,,,,,no_symbol_match,
0YAL,LSE,Stock,Boliden AB,0YAL,Boliden AB (publ),SE0020050417,,Primary Smelting And Refining Of Nonferrous Metals,,,,,no_update,https://stockanalysis.com/quote/lon/0YAL/
32QX,LSE,Stock,TELECOM EGYPT S.A.E GDS(EACH REPR 5 ORDS EGP10) (144A),,,,,,,,,,no_symbol_match,
37OC,LSE,Stock,OIL & GAS DEVELOPMENT COMPANY LD GDR (EACH REPR 10 ORD)(144A),,,,,,,,,,no_symbol_match,
3IN,LSE,Stock,3I Infrastructure PLC,,,,,,,,,,no_symbol_match,
3SPP,LSE,ETF,GraniteShares 3x Short PayPal Daily ETP,,,,,,,,,,no_symbol_match,
47HA,LSE,Stock,INVESTEC INVESTMENT TRUST PLC 5% CUM PRF STK #1,,,,,,,,,,no_symbol_match,
51FL,LSE,Stock,SOCIETATEA ENERGETICA ELECTRICA SA GDR (EACH REPR 4ORD) (144A),,,,,,,,,,no_symbol_match,
59OT,LSE,Stock,JSC NATIONAL ATOMIC CO KAZATOMPROM GDR (EACH REPR 1 ORD) (144A),,,,,,,,,,no_symbol_match,
67GX,LSE,Stock,ZIGUP PLC 5% CUM PRF 50P,,,,,,,,,,no_symbol_match,
70GD,LSE,Stock,ANTOFAGASTA PLC 5% CUM PRF #1,,,,,,,,,,no_symbol_match,
72HN,LSE,Stock,MERCHANTS TRUST PLC 3.65% CUM PRF #1,,,,,,,,,,no_symbol_match,
78QZ,LSE,Stock,ALUMINIUM BAHRAIN B.S.C. GDR (EACH REPR 1/5 ORD) (144A),,,,,,,,,,no_symbol_match,
ACRM,LSE,Stock,Acuity RM Group Plc,,,,,,,,,,no_symbol_match,
AGVI,LSE,Stock,Aberforth Geared Value &,,,,,,,,,,no_symbol_match,
AGZI,LSE,Stock,Aberforth Geared Value & Income Trust plc,,,,,,,,,,no_symbol_match,
ALBH,LSE,Stock,ALUMINIUM BAHRAIN B.S.C. GDR (EACH REPR 1/5 ORD) (REG S),ALBH,Aluminium Bahrain B.S.C.,US0222082010,,Primary Production of Aluminum,,,,,no_update,https://stockanalysis.com/quote/lon/ALBH/
AMCO,LSE,Stock,Amcomri Group plc,,,,,,,,,,no_symbol_match,
AUSC,LSE,Stock,Abrdn UK Smaller Companies Growth Trust PLC,,,,,,,,,,no_symbol_match,
AWEM,LSE,Stock,Ashoka WhiteOak Emerging Mrkt,,,,,,,,,,no_symbol_match,
AXBA,LSE,Stock,AXIS BANK LD GDR EACH REPR 5 EQTY SHS(144A),,,,,,,,,,no_symbol_match,
BA69,LSE,Stock,CITY OF LONDON INVESTMENT TRUST PLC 4.2% CUM 1ST PRF STK,,,,,,,,,,no_symbol_match,
BASC,LSE,Stock,Brown Advisory US Smaller Companies PLC,,,,,,,,,,no_symbol_match,
BC88,LSE,Stock,CHEMRING GROUP PLC 7% CUM PRF #1,,,,,,,,,,no_symbol_match,
BIPS,LSE,Stock,Invesco Bond Income Plus Limited,,,,,,,,,,no_symbol_match,
BKMA,LSE,Stock,BANKMUSCAT (S.A.O.G) GDR (EACH REPR 4 COM STK) (144A),,,,,,,,,,no_symbol_match,
BOAR,LSE,Stock,BANK OF AFRICA GDR (REPR 1/3 ORD MAD10)(REG S),,,,,,,,,,no_symbol_match,
BP-A,LSE,Stock,BP p.l.c,,,,,,,,,,no_symbol_match,
BWRA,LSE,Stock,Bristol Water Holdings UK Limited 8.75% CUM IRRD PRF GBP1,,,,,,,,,,no_symbol_match,
CHIB,LSE,Stock,CT UK High Income Trust Plc,,,,,,,,,,no_symbol_match,
CHP,LSE,Stock,Caledonian Holdings PLC,,,,,,,,,,no_symbol_match,
CPIC,LSE,Stock,China Pacific Insurance (Group) Co. Ltd.,CPIC,"China Pacific Insurance (Group) Co., Ltd.",,,Life Insurance,,,,,no_update,https://stockanalysis.com/quote/lon/CPIC/
CTPE,LSE,Stock,CT Private Equity Trust PLC,,,,,,,,,,no_symbol_match,
CTUK,LSE,Stock,CT UK Capital And Income Investment Trust Plc,,,,,,,,,,no_symbol_match,
CVBP,LSE,Stock,Coventry Building Society,,,,,,,,,,no_symbol_match,
CVCE,LSE,Stock,CVC Income & Growth Limited,,,,,,,,,,no_symbol_match,
CVCG,LSE,Stock,CVC Income & Growth Limited,,,,,,,,,,no_symbol_match,
CYK,LSE,Stock,Cykel AI PLC,,,,,,,,,,no_symbol_match,
DSW,LSE,Stock,DSW Capital PLC,,,,,,,,,,no_symbol_match,
ESCT,LSE,Stock,The European Smaller Companies Trust PLC,,,,,,,,,,no_symbol_match,
ESOZ,LSE,Stock,EPE Special Opportunities Ltd. ZDP,,,,,,,,,,no_symbol_match,
FEML,LSE,Stock,Fidelity Emerging Markets Ord,,,,,,,,,,no_symbol_match,
FVEN,LSE,Stock,Foresight Ventures VCT plc,,,,,,,,,,no_symbol_match,
FWT,LSE,Stock,Foresight Solar & Techn VCT PLC Foresight Williams Tech Shares,,,,,,,,,,no_symbol_match,
GHV1,LSE,Stock,Gresham House Income & Growth VCT plc,,,,,,,,,,no_symbol_match,
GLDU,LSE,ETF,UBS ETC ON BBG CMCI GOLD IDX USD,,,,,,,,,,no_symbol_match,
GMP,LSE,ETF,Gabelli Merchant Partners PLC,,,,,,,,,,no_symbol_match,
GSCT,LSE,Stock,The Global Smaller Companies Trust Plc,,,,,,,,,,no_symbol_match,
GV1A,LSE,Stock,Gresham House Renewable Energy VCT 1 plc,,,,,,,,,,no_symbol_match,
GV1O,LSE,Stock,Gresham House Renewable Energy VCT 1 plc,,,,,,,,,,no_symbol_match,
GV2A,LSE,Stock,GRESHAM HOUSE RENEWABLE ENERGY VCT 2 PLC,,,,,,,,,,no_symbol_match,
GV2O,LSE,Stock,Gresham House Renewable Energy VCT 2 plc,,,,,,,,,,no_symbol_match,
HHPG,LSE,Stock,HON HAI PRECISION INDUSTRY CO LD GDR (EACH REPR 2 SHS)(144A),,,,,,,,,,no_symbol_match,
HLPD,LSE,Stock,HELLENIQ ENERGY HOLDINGS S.A. GDS (REPR 1 ORD SHS GRD500)(REG S),,,,,,,,,,no_symbol_match,
IAD,LSE,Stock,Invesco Asia Dragon Trust plc,,,,,,,,,,no_symbol_match,
IQGA1,LSE,ETF,INVESCO GLOBAL ENHANCED EQUITY UCITS ETF,,,,,,,,,,no_symbol_match,
JEDT,LSE,Stock,JPMorgan Euro Small Companies Trust Plc,,,,,,,,,,no_symbol_match,
JEGI,LSE,Stock,JPMorgan European Growth & Income plc,,,,,,,,,,no_symbol_match,
JIGI,LSE,Stock,JPMorgan India Growth & Income PLC,,,,,,,,,,no_symbol_match,
JMGI,LSE,Stock,JPMorgan Emerging Markets Investment Trust plc,,,,,,,,,,no_symbol_match,
JUGI,LSE,Stock,JPMorgan UK Small Cap Growth & Income Plc,,,,,,,,,,no_symbol_match,
KITW,LSE,Stock,Kitwave Group PLC,,,,,,,,,,no_symbol_match,
LEND,LSE,Stock,Sancus Lending Group Ltd,,,,,,,,,,no_symbol_match,
LKCS,LSE,Stock,LKCS,,,,,,,,,,no_symbol_match,
MBSP,LSE,Stock,Manchester Building Society 6.75% PIBS,,,,,,,,,,no_symbol_match,
MLHL,LSE,Stock,Malibu Life Holdings Limited,,,,,,,,,,no_symbol_match,
MVR2,LSE,Stock,Marwyn Value Investors 2021 Realisation,,,,,,,,,,no_symbol_match,
OGDC,LSE,Stock,OIL & GAS DEVELOPMENT COMPANY LD GDR (EACH REPR 10 ORD)(REGS),OGDC,Oil and Gas Development Company Limited,US67778Q2003,,Crude Petroleum and Natural Gas,,,,,no_update,https://stockanalysis.com/quote/lon/OGDC/
ONWD,LSE,Stock,Onward Opportunities Ltd,,,,,,,,,,no_symbol_match,
OT1,LSE,Stock,Oxford Technology 2 Venture Capital Trust PLC,,,,,,,,,,no_symbol_match,
OT3,LSE,Stock,Oxford Technology 2 Venture Capital Trust PLC OT3,,,,,,,,,,no_symbol_match,
OT4,LSE,Stock,Oxford Technology 2 Venture Capital Trust PLC OT4,,,,,,,,,,no_symbol_match,
OTPD,LSE,Stock,OTP Bank Plc,OTPD,OTP Bank Nyrt.,USX607461166,,Other,,,,,no_update,https://stockanalysis.com/quote/lon/OTPD/
OXH,LSE,Stock,Oxford Technology 2 Venture Capital Trust plc,,,,,,,,,,no_symbol_match,
PPET,LSE,Stock,Patria Private Equity Trust,,,,,,,,,,no_symbol_match,
PR1,LSE,Stock,Pri0r1ty Intelligence Group PLC,,,,,,,,,,no_symbol_match,
